Wavelength,Flux,BestFit,SkyFlux
5579.559,193.865,88.517,654.577
5580.846,64.680,88.190,186.056
5582.130,62.343,88.152,52.935
5583.417,84.949,88.552,20.555
5584.702,87.804,88.599,10.500
5585.989,88.015,88.507,7.722
5587.275,90.469,88.407,6.585
5588.560,90.395,88.033,7.236
5589.849,91.360,87.233,7.607
5591.135,88.049,86.854,7.710
5592.424,87.451,85.779,7.550
5593.710,86.064,85.061,7.063
5595.000,85.969,85.251,6.029
5596.287,89.016,85.703,6.469
5597.575,84.047,85.627,7.909
5598.866,85.324,86.215,8.174
5600.154,86.384,86.715,7.837
5601.445,92.376,87.709,7.641
5602.734,88.747,88.419,7.957
5604.026,87.261,88.228,8.747
5605.315,91.986,88.331,9.027
5606.604,89.700,88.531,9.617
5607.897,90.016,88.499,8.696
5609.187,90.179,88.968,8.000
5610.481,88.440,89.239,8.355
5611.771,90.233,88.891,8.628
5613.065,93.831,89.132,8.374
5614.357,90.042,88.869,7.591
5615.648,89.242,88.843,7.349
5616.943,90.982,88.917,7.878
5618.235,91.242,88.496,8.234
5619.531,88.317,87.882,8.387
5620.824,91.695,88.221,7.528
5622.120,91.477,87.968,7.402
5623.413,90.094,87.671,8.469
5624.707,90.380,87.309,9.452
5626.004,88.292,87.344,9.151
5627.298,90.502,87.674,7.658
5628.596,89.512,87.184,7.733
5629.891,90.073,87.144,8.309
5631.189,85.068,86.732,8.012
5632.484,85.682,86.590,7.908
5633.780,87.513,87.200,7.841
5635.079,89.408,88.185,8.038
5636.376,86.372,88.943,8.340
5637.675,91.986,90.503,8.513
5638.972,96.218,91.431,7.988
5640.273,90.423,91.234,8.793
5641.570,91.429,90.811,8.483
5642.868,91.700,90.481,8.828
5644.169,85.992,89.169,8.516
5645.468,93.645,88.225,8.553
5646.769,86.839,87.611,9.149
5648.069,90.950,87.656,9.097
5649.371,90.729,88.106,8.570
5650.671,88.857,88.612,8.388
5651.971,91.049,89.286,8.772
5653.274,90.269,89.626,8.313
5654.574,90.241,89.583,8.163
5655.878,89.838,89.797,8.380
5657.179,90.732,90.196,8.543
5658.484,90.972,90.479,9.022
5659.786,94.897,90.875,9.246
5661.088,92.987,91.327,9.047
5662.393,92.980,91.686,9.496
5663.696,89.134,91.618,9.497
5665.002,93.201,91.637,9.372
5666.305,94.472,92.153,9.029
5667.612,94.100,92.550,9.771
5668.916,94.449,92.796,10.233
5670.220,95.758,92.780,10.156
5671.527,92.851,92.348,10.431
5672.832,92.896,91.938,11.445
5674.140,93.915,91.908,11.271
5675.445,93.478,91.824,9.941
5676.754,91.076,91.426,9.813
5678.060,88.556,91.242,10.179
5679.369,91.558,90.853,9.892
5680.676,91.408,90.488,10.563
5681.983,90.031,90.264,12.928
5683.293,92.048,89.529,13.048
5684.600,86.676,89.251,15.559
5685.911,88.705,89.065,16.797
5687.219,91.479,88.848,17.283
5688.531,89.917,88.853,17.644
5689.839,88.148,89.144,18.447
5691.148,88.790,89.302,17.541
5692.461,91.206,89.388,16.734
5693.770,90.998,89.842,15.507
5695.083,94.465,90.283,13.491
5696.393,88.733,90.595,12.359
5697.707,94.872,90.681,12.531
5699.018,92.998,90.347,11.796
5700.329,91.957,90.772,11.734
5701.643,88.807,90.201,11.331
5702.955,86.766,89.404,10.810
5704.270,88.826,88.446,9.796
5705.582,84.752,86.901,9.812
5706.898,82.466,85.436,8.916
5708.211,83.689,85.101,9.233
5709.524,86.852,84.888,9.718
5710.841,83.053,85.086,9.421
5712.154,85.217,85.772,9.968
5713.472,86.351,86.658,10.092
5714.786,90.850,87.544,9.565
5716.104,88.917,88.057,8.970
5717.419,87.796,87.780,9.431
5718.734,89.221,87.481,9.626
5720.053,89.080,87.243,9.507
5721.369,85.343,87.064,9.499
5722.688,85.929,87.665,8.998
5724.004,86.125,88.678,8.746
5725.324,95.201,90.145,8.853
5726.642,93.424,91.413,8.613
5727.959,89.670,92.362,9.076
5729.280,90.579,92.931,9.236
5730.598,95.198,92.672,8.841
5731.919,93.552,92.423,8.280
5733.238,94.671,91.430,8.411
5734.560,94.507,90.008,8.626
5735.879,92.574,88.848,8.583
5737.199,86.002,88.253,9.443
5738.522,90.016,88.026,8.150
5739.842,87.502,88.475,8.366
5741.165,89.599,88.896,8.613
5742.486,84.971,89.089,8.096
5743.810,89.168,88.951,7.889
5745.132,91.348,88.622,8.511
5746.453,90.666,88.651,8.777
5747.779,85.484,89.162,8.927
5749.101,89.629,90.022,8.864
5750.427,91.709,90.649,8.229
5751.749,91.749,91.178,8.651
5753.076,92.549,91.603,8.970
5754.399,92.411,91.179,8.385
5755.723,88.110,90.842,9.039
5757.050,89.567,90.359,8.885
5758.375,87.408,89.766,8.647
5759.703,90.195,89.391,9.158
5761.028,88.587,89.403,9.341
5762.356,86.244,89.566,9.466
5763.682,88.326,89.850,9.338
5765.008,87.292,90.156,9.683
5766.337,89.214,90.070,9.845
5767.664,92.072,90.250,11.528
5768.994,86.771,91.137,14.930
5770.321,88.248,91.579,17.681
5771.651,93.719,91.177,16.149
5772.979,93.245,90.901,13.142
5774.307,91.356,91.005,10.752
5775.639,89.373,90.586,9.192
5776.967,89.654,89.474,8.741
5778.300,88.742,89.087,9.142
5779.629,84.815,88.207,9.114
5780.962,84.078,87.593,9.447
5782.291,85.398,87.898,8.738
5783.625,86.082,88.473,9.513
5784.955,86.633,88.751,9.007
5786.286,89.022,89.399,8.670
5787.621,86.851,89.844,10.287
5788.952,89.660,90.065,11.431
5790.287,88.410,90.505,14.779
5791.619,88.207,90.915,16.925
5792.954,92.439,91.280,15.169
5794.287,96.535,92.394,11.863
5795.620,95.465,92.998,10.609
5796.957,92.773,92.794,10.612
5798.290,93.479,92.992,9.707
5799.627,95.022,93.348,9.797
5800.961,95.035,93.002,8.793
5802.299,91.658,92.260,8.255
5803.634,94.378,91.480,9.646
5804.969,90.284,91.015,9.431
5806.308,87.599,90.446,10.295
5807.643,86.215,90.065,9.976
5808.983,93.499,90.159,8.820
5810.319,89.766,90.295,8.693
5811.659,91.092,91.429,9.123
5812.996,91.247,92.302,9.740
5814.333,92.899,92.667,9.720
5815.674,94.358,93.002,10.556
5817.012,90.800,93.467,9.790
5818.353,93.081,93.334,9.520
5819.692,94.079,92.321,8.976
5821.034,89.236,91.376,9.499
5822.373,91.641,90.927,8.951
5823.712,91.013,90.662,8.965
5825.055,92.450,90.145,9.427
5826.395,92.079,89.448,9.277
5827.739,87.106,88.896,9.536
5829.079,85.443,88.084,9.501
5830.424,85.425,87.294,9.251
5831.765,87.862,86.862,9.909
5833.106,86.082,87.139,9.831
5834.451,86.881,88.339,8.978
5835.794,93.062,89.358,9.796
5837.139,91.477,90.695,10.781
5838.482,89.636,92.191,9.839
5839.829,90.928,93.064,9.742
5841.172,92.358,93.342,9.856
5842.516,92.776,94.277,9.724
5843.863,93.782,94.676,10.139
5845.207,95.562,95.103,10.559
5846.555,95.587,95.641,9.797
5847.900,93.178,95.677,9.735
5849.249,92.440,94.973,10.100
5850.594,95.456,94.451,9.840
5851.940,96.672,94.488,9.987
5853.290,97.852,94.434,9.603
5854.636,96.267,94.469,10.196
5855.986,97.409,94.533,10.277
5857.334,96.853,94.590,9.701
5858.684,95.873,94.990,9.822
5860.032,97.686,95.001,10.597
5861.380,93.067,95.026,10.808
5862.732,91.642,94.673,10.335
5864.080,94.541,94.494,10.550
5865.433,89.940,94.867,12.703
5866.782,96.902,94.717,14.140
5868.135,91.602,94.533,15.372
5869.485,95.131,94.499,13.458
5870.835,95.973,94.274,11.391
5872.189,95.161,94.183,10.380
5873.540,95.641,94.287,9.778
5874.894,92.351,93.684,9.714
5876.246,91.370,93.405,10.053
5877.601,93.504,93.141,9.692
5878.953,91.959,93.357,8.964
5880.305,97.717,93.898,8.387
5881.661,95.175,94.179,8.305
5883.014,90.463,94.014,9.089
5884.371,91.070,93.340,9.363
5885.725,92.311,92.780,9.111
5887.082,95.196,93.105,11.495
5888.436,94.202,94.150,24.038
5889.794,89.464,95.095,49.593
5891.149,90.279,95.442,64.992
5892.504,91.339,95.773,46.753
5893.863,91.349,95.422,23.852
5895.219,94.529,95.055,31.238
5896.578,90.666,94.648,49.846
5897.935,91.263,94.138,47.223
5899.295,89.783,94.270,25.361
5900.652,93.643,93.736,12.606
5902.010,91.493,93.218,10.177
5903.371,91.761,92.147,9.727
5904.729,90.602,90.677,10.068
5906.090,89.680,89.634,10.281
5907.449,89.521,89.319,11.325
5908.811,87.237,89.223,10.997
5910.170,86.713,90.100,10.462
5911.530,89.769,91.086,10.286
5912.893,91.431,91.723,10.148
5914.254,93.567,92.350,11.171
5915.617,94.265,93.226,14.623
5916.978,92.533,93.502,15.094
5918.343,97.014,94.132,12.037
5919.704,94.336,94.661,11.166
5921.066,94.600,94.926,11.050
5922.431,93.020,95.309,11.587
5923.794,94.261,95.971,11.550
5925.160,95.785,96.406,12.276
5926.523,95.139,96.527,12.540
5927.890,96.450,96.202,11.472
5929.253,96.162,95.900,11.525
5930.617,92.549,95.893,12.047
5931.985,94.838,95.588,13.656
5933.350,96.277,95.578,16.427
5934.718,94.297,95.762,16.832
5936.083,93.128,95.713,13.875
5937.452,95.377,95.442,11.928
5938.818,96.409,95.118,10.950
5940.184,94.448,94.827,11.377
5941.554,95.781,95.510,11.433
5942.921,95.787,95.782,11.128
5944.291,95.488,96.413,11.417
5945.659,98.883,97.012,12.492
5947.030,100.861,96.821,13.656
5948.398,99.787,96.746,12.389
5949.766,100.485,96.903,11.727
5951.138,99.018,96.545,12.008
5952.507,97.082,96.691,12.988
5953.880,97.637,97.042,16.240
5955.249,100.027,96.780,14.838
5956.623,98.010,96.560,12.490
5957.993,96.029,96.704,11.212
5959.364,98.210,96.279,11.079
5960.738,98.100,96.034,10.761
5962.109,95.770,96.056,10.712
5963.484,97.273,96.160,10.738
5964.856,99.744,96.800,10.714
5966.231,96.791,96.732,11.185
5967.604,94.929,96.634,11.060
5968.977,95.687,96.452,11.439
5970.353,94.623,96.163,12.272
5971.727,98.384,95.816,12.781
5973.104,93.849,95.272,12.206
5974.478,95.847,94.832,11.655
5975.856,96.011,94.127,11.557
5977.230,92.637,93.704,13.433
5978.605,91.231,93.270,13.817
5979.984,91.171,92.427,12.432
5981.360,91.470,91.892,11.579
5982.739,92.276,91.458,10.902
5984.115,92.352,91.397,11.020
5985.495,92.611,91.577,11.155
5986.872,94.395,91.977,10.728
5988.249,94.210,92.488,10.375
5989.630,93.803,92.615,10.165
5991.008,92.478,92.465,10.148
5992.390,93.450,92.922,10.856
5993.768,92.260,93.547,10.567
5995.150,93.074,94.023,10.342
5996.530,95.205,94.589,10.401
5997.912,95.510,95.392,10.286
5999.292,95.087,95.332,10.619
6000.672,95.217,95.516,10.624
6002.056,94.353,95.168,10.529
6003.437,93.506,94.400,10.883
6004.821,93.972,93.755,11.116
6006.203,92.996,92.704,10.651
6007.588,94.337,91.658,10.277
6008.970,90.932,90.304,10.123
6010.352,89.678,88.860,9.993
6011.738,89.012,86.790,9.972
6013.121,84.048,83.587,10.075
6014.508,79.898,80.047,9.667
6015.891,73.754,76.820,9.257
6017.278,72.798,74.822,8.918
6018.663,73.726,74.898,8.905
6020.047,72.730,75.894,8.837
6021.436,73.665,76.462,8.733
6022.821,75.347,77.568,9.034
6024.210,76.434,79.946,9.006
6025.595,82.853,82.859,9.189
6026.985,87.808,85.702,8.707
6028.371,87.293,88.091,9.027
6029.758,91.646,89.702,9.206
6031.149,91.850,90.530,9.142
6032.536,92.428,91.698,9.199
6033.927,91.448,92.299,9.528
6035.315,93.273,92.611,9.556
6036.707,91.023,92.722,9.374
6038.096,91.529,92.619,9.023
6039.485,93.146,92.716,9.032
6040.878,91.421,92.374,9.049
6042.267,90.751,91.667,9.007
6043.661,91.540,91.620,9.150
6045.051,90.031,92.171,9.171
6046.445,89.798,92.721,8.904
6047.836,92.199,93.326,8.620
6049.227,94.162,93.373,8.708
6050.622,91.741,93.464,9.244
6052.014,95.177,93.557,8.741
6053.410,95.621,93.488,8.087
6054.802,93.778,93.243,8.331
6056.198,92.252,92.945,8.681
6057.592,92.688,92.856,8.567
6058.985,91.836,92.957,8.745
6060.382,93.853,93.104,8.760
6061.777,96.550,93.250,8.421
6063.174,95.323,93.389,8.747
6064.569,95.454,93.559,9.116
6065.968,94.398,94.224,8.894
6067.363,92.705,94.113,8.884
6068.759,94.521,93.764,9.231
6070.158,91.825,93.836,8.620
6071.555,95.613,94.274,7.804
6072.955,94.780,94.446,7.822
6074.352,96.110,94.021,8.320
6075.753,95.220,93.794,8.419
6077.150,94.848,93.671,8.124
6078.549,93.798,93.475,7.994
6079.950,92.279,93.240,7.975
6081.349,92.568,93.053,7.873
6082.751,92.349,93.047,8.057
6084.151,91.433,93.015,8.531
6085.554,92.856,93.207,8.445
6086.954,92.642,93.643,8.455
6088.354,96.184,94.023,8.273
6089.758,95.570,94.159,8.588
6091.159,96.111,94.599,8.233
6092.563,97.483,95.190,7.982
6093.965,95.988,95.154,7.967
6095.370,96.915,95.071,7.688
6096.772,97.070,95.547,8.072
6098.178,96.270,95.465,8.462
6099.581,96.364,95.355,8.518
6100.984,94.189,95.457,8.674
6102.391,92.910,94.792,8.535
6103.795,93.000,94.026,8.051
6105.203,90.442,94.015,8.244
6106.607,92.208,93.588,8.368
6108.015,95.920,93.462,8.014
6109.420,94.065,93.140,8.207
6110.826,92.653,93.036,8.664
6112.235,91.967,93.028,8.503
6113.641,89.171,92.841,8.769
6115.051,92.834,93.056,8.449
6116.458,94.848,93.638,8.151
6117.868,92.268,94.057,8.162
6119.276,91.512,94.202,8.124
6120.683,94.576,94.453,7.887
6122.095,95.991,94.857,7.710
6123.503,95.764,94.658,7.657
6124.915,95.318,94.338,7.717
6126.324,93.487,93.985,7.807
6127.737,93.444,93.856,7.794
6129.147,93.332,94.005,7.924
6130.557,94.006,93.976,7.725
6131.970,92.211,93.220,7.655
6133.381,91.310,93.011,7.888
6134.795,91.313,92.778,7.771
6136.207,89.795,92.383,8.467
6137.622,88.884,92.257,8.988
6139.034,92.026,92.643,8.942
6140.446,90.452,92.903,9.279
6141.862,90.368,92.452,9.495
6143.275,91.520,92.515,9.693
6144.691,91.933,92.691,9.748
6146.105,92.561,92.701,9.095
6147.522,90.165,92.588,8.613
6148.936,89.164,92.211,8.976
6150.351,91.369,92.398,8.869
6151.769,92.852,92.885,8.629
6153.184,94.996,93.503,8.835
6154.603,97.034,94.120,9.557
6156.019,93.802,94.605,11.144
6157.439,93.942,94.971,10.689
6158.855,96.153,95.460,10.098
6160.272,96.337,96.000,10.072
6161.693,97.292,96.253,10.981
6163.110,97.298,96.444,11.171
6164.531,96.650,96.815,10.109
6165.949,95.795,96.869,8.861
6167.371,96.115,96.807,8.524
6168.790,97.920,96.615,8.872
6170.209,97.592,96.440,9.702
6171.632,97.366,96.620,10.822
6173.052,98.486,97.096,10.086
6174.475,94.937,97.144,8.802
6175.896,96.319,97.212,8.364
6177.320,98.245,97.567,8.664
6178.741,101.619,97.819,8.410
6180.162,98.337,97.629,7.920
6181.588,100.501,97.091,7.697
6183.010,99.535,96.709,7.854
6184.435,96.094,96.564,8.072
6185.858,97.317,96.251,7.925
6187.285,98.880,95.953,7.797
6188.708,96.680,95.949,7.816
6190.132,94.584,96.063,8.059
6191.559,94.765,95.668,8.346
6192.983,95.077,95.260,8.544
6194.412,95.542,95.121,8.286
6195.837,97.533,95.456,8.668
6197.265,94.903,96.152,8.227
6198.691,98.786,96.839,8.281
6200.117,97.327,97.366,7.293
6201.547,100.431,98.385,8.935
6202.973,97.898,98.230,9.946
6204.404,97.491,98.159,9.785
6205.831,98.808,98.093,8.573
6207.262,97.581,97.074,7.856
6208.690,95.805,96.023,7.870
6210.122,95.125,95.687,7.863
6211.550,96.240,95.523,7.924
6212.979,96.682,95.097,8.117
6214.412,96.903,94.884,8.124
6215.842,98.280,95.087,8.049
6217.275,95.660,94.659,7.706
6218.705,96.957,94.707,7.314
6220.139,96.135,94.847,7.772
6221.570,95.041,94.558,9.105
6223.002,94.759,94.547,10.152
6224.437,97.010,95.243,8.936
6225.869,97.233,95.267,7.972
6227.304,97.347,95.498,7.748
6228.737,96.664,95.813,7.418
6230.173,96.293,95.593,7.532
6231.606,94.169,94.753,7.849
6233.040,92.803,93.901,9.028
6234.477,94.273,93.778,11.753
6235.911,94.158,94.032,14.756
6237.349,92.339,94.621,16.351
6238.784,93.169,95.360,15.288
6240.223,93.444,95.825,12.001
6241.659,94.523,96.056,10.187
6243.094,97.650,96.766,10.609
6244.534,96.406,96.625,10.092
6245.971,95.574,96.517,8.922
6247.411,94.032,96.050,7.943
6248.848,94.743,95.236,7.971
6250.289,92.430,94.615,8.632
6251.727,94.516,94.152,7.761
6253.165,94.481,93.257,7.007
6254.607,92.343,93.214,7.384
6256.046,91.534,93.666,9.630
6257.489,92.631,94.325,13.442
6258.928,94.889,94.919,16.331
6260.371,97.268,94.687,15.019
6261.812,96.342,95.018,10.893
6263.252,94.103,95.026,9.294
6264.696,96.477,94.478,9.799
6266.138,95.336,93.484,9.915
6267.583,92.717,92.373,10.624
6269.024,90.717,91.801,10.009
6270.470,90.687,91.979,7.848
6271.913,91.238,92.719,8.227
6273.355,95.122,93.720,8.009
6274.802,96.260,94.680,7.959
6276.246,97.618,95.349,8.270
6277.693,92.410,95.615,8.771
6279.137,93.801,95.461,8.700
6280.585,94.755,94.898,7.993
6282.030,93.868,94.303,7.685
6283.475,92.801,93.949,7.578
6284.924,91.328,93.781,8.065
6286.370,92.776,93.443,10.337
6287.819,94.571,92.654,13.143
6289.266,93.774,91.424,14.357
6290.716,92.029,90.375,12.064
6292.163,86.777,89.131,8.591
6293.611,87.041,87.445,7.843
6295.062,85.818,86.873,6.936
6296.510,87.245,87.418,9.557
6297.962,77.102,87.733,27.474
6299.411,87.851,88.147,92.245
6300.864,112.309,88.706,160.639
6302.313,104.722,89.121,172.671
6303.763,74.434,89.787,103.275
6305.217,80.840,90.605,35.582
6306.667,92.520,90.564,14.798
6308.122,92.267,91.252,16.211
6309.573,94.127,92.237,14.809
6311.028,95.155,92.271,10.028
6312.480,94.112,92.767,7.384
6313.932,93.607,93.441,7.482
6315.388,93.629,93.560,7.105
6316.841,91.930,93.045,7.131
6318.297,91.155,92.211,7.393
6319.751,90.305,91.409,7.737
6321.208,88.684,90.761,9.134
6322.662,89.806,90.200,10.465
6324.120,88.921,89.590,9.706
6325.575,88.189,89.872,7.985
6327.030,90.249,90.869,7.878
6328.489,92.825,91.656,9.374
6329.945,92.940,92.181,12.735
6331.405,92.332,92.357,14.122
6332.861,93.660,92.484,11.359
6334.322,93.555,92.567,8.212
6335.779,94.793,92.742,7.198
6337.236,94.057,93.164,6.921
6338.698,91.896,93.586,7.235
6340.156,96.713,93.653,7.299
6341.618,95.898,93.337,7.336
6343.077,91.077,92.672,7.089
6344.540,91.554,91.637,6.867
6345.999,92.930,90.467,7.152
6347.459,88.349,89.745,8.302
6348.923,88.453,88.991,8.756
6350.383,88.049,88.869,8.608
6351.848,87.901,88.897,8.313
6353.309,87.702,89.085,7.201
6354.774,88.958,89.623,8.068
6356.236,86.361,89.776,10.807
6357.698,91.774,89.898,11.425
6359.164,90.175,90.246,10.471
6360.627,88.844,89.853,11.126
6362.094,91.984,89.030,21.222
6363.557,91.155,88.643,44.590
6365.025,91.716,88.235,64.672
6366.489,91.816,88.599,53.744
6367.954,86.625,89.196,23.793
6369.422,90.937,89.685,8.316
6370.887,90.894,89.756,6.880
6372.357,88.417,89.281,6.912
6373.823,88.907,88.697,6.839
6375.292,87.322,88.314,7.687
6376.759,85.698,87.953,7.071
6378.226,87.885,87.662,6.666
6379.697,90.022,87.990,8.100
6381.164,90.183,88.905,8.494
6382.636,90.214,89.045,8.048
6384.104,90.053,89.241,7.975
6385.576,87.844,88.907,8.884
6387.045,87.193,87.959,9.390
6388.515,87.127,87.229,9.078
6389.988,84.344,87.286,8.128
6391.458,85.622,87.265,6.952
6392.932,89.410,87.356,6.512
6394.402,88.432,87.864,6.640
6395.877,89.359,89.033,6.879
6397.348,92.147,90.236,6.832
6398.820,91.928,90.791,6.537
6400.296,92.674,91.169,6.808
6401.768,93.887,91.194,7.375
6403.244,91.763,91.512,7.203
6404.717,93.197,91.817,7.053
6406.194,94.070,91.906,7.394
6407.668,92.471,92.117,6.549
6409.142,91.037,92.710,7.210
6410.620,93.706,92.429,6.882
6412.095,92.122,92.289,7.154
6413.573,92.352,91.977,7.489
6415.049,89.700,91.441,7.937
6416.528,89.529,91.262,7.613
6418.004,87.904,91.681,7.202
6419.481,89.786,92.101,7.479
6420.961,92.866,92.854,7.866
6422.438,93.014,93.230,7.617
6423.919,93.657,93.166,6.875
6425.397,92.615,93.259,7.044
6426.878,95.027,93.536,6.596
6428.357,92.242,93.370,6.536
6429.836,90.009,92.791,7.006
6431.319,92.056,92.824,6.613
6432.798,92.387,93.428,6.458
6434.281,92.956,93.831,6.734
6435.762,93.785,94.007,6.533
6437.246,93.171,93.701,6.557
6438.727,94.003,93.136,6.699
6440.211,92.925,93.232,6.781
6441.693,93.990,93.403,6.474
6443.175,92.487,92.961,6.622
6444.661,92.710,93.328,6.837
6446.143,93.981,93.250,6.980
6447.630,92.402,92.543,6.860
6449.113,94.015,92.270,6.738
6450.600,93.747,91.821,6.981
6452.084,89.238,90.603,7.336
6453.568,89.035,90.757,7.453
6455.056,90.014,90.960,7.541
6456.541,91.677,91.630,7.467
6458.030,91.559,92.444,7.203
6459.516,93.627,93.139,7.410
6461.006,94.900,93.780,7.201
6462.492,95.027,94.392,7.747
6463.979,98.034,94.869,9.640
6465.469,95.030,94.786,11.426
6466.957,96.895,94.435,11.870
6468.448,94.786,94.022,11.135
6469.936,91.246,93.481,10.349
6471.428,91.306,92.905,11.268
6472.917,91.863,92.891,10.978
6474.406,91.414,93.165,8.792
6475.899,91.477,93.488,7.444
6477.388,92.282,93.385,7.245
6478.882,92.026,92.959,7.263
6480.372,94.522,93.389,7.373
6481.867,95.864,93.038,6.812
6483.358,95.010,93.644,6.218
6484.849,95.392,94.309,6.580
6486.345,95.744,94.435,6.762
6487.837,97.236,94.484,6.440
6489.333,95.259,94.457,6.285
6490.826,92.208,93.507,6.618
6492.323,94.631,92.839,5.727
6493.816,89.871,92.075,7.011
6495.310,90.534,91.208,5.414
6496.808,86.269,90.879,9.084
6498.303,91.466,91.095,12.195
6499.801,93.828,91.233,15.845
6501.296,91.915,92.038,14.274
6502.796,92.333,93.344,10.058
6504.292,92.196,94.319,8.816
6505.788,93.836,94.652,9.358
6507.288,95.040,95.286,9.145
6508.785,95.171,95.574,7.683
6510.286,96.353,96.039,6.580
6511.784,97.995,96.028,6.509
6513.285,99.670,95.754,6.862
6514.784,97.841,95.840,7.054
6516.282,96.117,95.650,6.770
6517.785,95.897,95.675,6.287
6519.284,94.752,95.582,6.111
6520.788,96.004,95.752,6.394
6522.288,91.412,95.925,7.666
6523.792,93.187,95.736,8.679
6525.293,94.072,95.955,8.308
6526.794,94.150,95.961,6.567
6528.299,98.462,95.621,6.439
6529.801,94.755,94.759,6.138
6531.306,93.061,94.307,8.156
6532.809,94.414,94.801,11.070
6534.315,94.274,94.443,14.303
6535.819,93.776,94.147,11.932
6537.322,91.391,94.294,8.164
6538.830,93.978,94.622,7.065
6540.334,92.992,95.114,6.879
6541.842,96.174,95.662,6.831
6543.347,96.207,95.514,8.053
6544.856,92.406,95.252,9.336
6546.362,92.179,94.722,9.297
6547.867,93.042,94.373,7.775
6549.377,93.560,94.365,6.648
6550.884,94.448,94.476,7.234
6552.395,93.113,94.623,9.680
6553.902,93.735,94.613,13.385
6555.413,95.745,94.540,14.096
6556.921,92.103,94.417,11.827
6558.433,92.227,94.419,7.502
6559.942,93.491,94.800,6.140
6561.451,94.742,95.479,7.288
6562.964,98.995,95.902,9.776
6564.474,97.101,95.910,11.130
6565.988,96.666,95.878,8.558
6567.498,93.964,95.552,7.927
6569.013,93.463,94.899,7.502
6570.524,96.901,95.192,8.946
6572.036,95.218,95.119,7.216
6573.551,95.583,95.221,7.010
6575.063,93.055,95.485,7.649
6576.580,96.881,95.641,9.659
6578.092,97.811,95.722,11.862
6579.609,95.768,96.185,11.621
6581.123,98.334,96.792,9.096
6582.637,99.484,96.864,6.926
6584.155,96.734,96.785,6.246
6585.670,95.402,96.131,6.549
6587.188,94.576,94.626,6.787
6588.704,92.433,94.083,6.707
6590.223,92.796,94.200,6.821
6591.739,94.703,94.454,6.739
6593.255,94.326,94.922,6.660
6594.776,94.613,95.642,6.546
6596.293,97.400,96.267,6.967
6597.814,98.254,96.266,8.151
6599.332,96.394,95.856,8.349
6600.854,95.241,95.409,6.942
6602.372,94.396,95.611,6.766
6603.891,97.489,96.331,8.457
6605.414,99.621,96.761,9.451
6606.933,96.787,96.650,8.726
6608.457,97.976,97.065,7.380
6609.977,97.488,97.434,6.469
6611.502,95.407,97.460,6.485
6613.022,96.022,97.235,5.922
6614.544,99.936,97.201,5.739
6616.069,99.740,97.753,5.890
6617.591,98.921,97.380,6.012
6619.117,96.785,96.681,6.262
6620.640,95.112,96.497,6.599
6622.167,95.741,96.526,6.284
6623.690,95.143,96.222,5.964
6625.214,96.310,96.283,6.042
6626.742,96.451,96.089,6.404
6628.266,95.639,95.370,6.622
6629.794,95.610,94.340,6.534
6631.320,90.831,92.928,6.475
6632.849,89.625,91.070,6.701
6634.375,89.775,89.577,7.163
6635.901,87.604,89.396,7.391
6637.431,89.332,90.112,7.148
6638.958,92.240,91.416,6.843
6640.489,93.770,92.884,6.635
6642.017,97.151,94.228,6.264
6643.548,97.752,95.683,6.408
6645.077,99.384,96.347,5.920
6646.605,100.428,96.669,5.941
6648.138,96.115,96.872,5.994
6649.667,98.263,96.875,5.915
6651.201,98.007,96.731,6.270
6652.731,94.853,96.891,6.140
6654.265,97.144,97.127,6.200
6655.796,97.015,96.948,6.153
6657.327,97.184,96.782,5.944
6658.862,97.456,96.586,5.921
6660.394,98.335,96.339,6.260
6661.930,96.932,97.152,6.782
6663.462,95.499,97.929,7.055
6664.999,95.326,97.595,6.661
6666.532,97.968,97.353,6.440
6668.066,99.553,97.414,6.609
6669.604,96.001,97.175,6.862
6671.138,95.034,97.388,6.805
6672.676,97.815,97.433,6.319
6674.211,98.298,97.884,5.943
6675.750,99.045,98.223,5.975
6677.286,99.130,98.485,6.100
6678.826,101.713,99.040,5.732
6680.362,98.626,99.181,6.273
6681.899,102.051,99.088,5.937
6683.440,101.068,100.119,5.928
6684.977,104.050,102.667,6.152
6686.519,107.153,106.153,6.028
6688.057,106.340,108.839,5.709
6689.599,105.360,108.300,5.947
6691.138,103.308,105.431,6.100
6692.678,100.545,100.802,5.637
6694.221,95.527,97.041,5.972
6695.761,96.706,95.323,5.854
6697.305,94.617,96.346,6.292
6698.846,108.376,103.985,6.208
6700.390,132.797,121.372,6.420
6701.932,147.012,139.771,6.399
6703.474,141.266,149.742,6.012
6705.019,127.973,146.310,6.355
6706.562,126.960,131.128,6.591
6708.108,123.953,113.069,6.867
6709.652,111.929,100.532,6.547
6711.199,98.748,95.139,6.402
6712.743,92.138,94.290,6.368
6714.287,91.971,94.760,6.310
6715.835,93.391,95.020,6.428
6717.380,94.411,96.412,6.639
6718.929,97.959,99.902,6.819
6720.475,107.597,107.828,6.204
6722.025,120.277,120.034,5.923
6723.571,129.529,131.511,5.969
6725.118,126.133,135.422,5.854
6726.669,121.160,130.007,5.866
6728.216,119.368,118.958,6.148
6729.768,112.346,107.998,6.173
6731.316,103.150,100.534,6.644
6732.868,97.644,97.026,6.166
6734.417,94.566,95.799,5.651
6735.966,94.546,94.902,6.107
6737.519,95.147,95.445,5.794
6739.069,94.929,96.080,5.689
6740.623,95.765,96.420,6.211
