Wavelength,Flux,BestFit,SkyFlux
6742.174,97.990,96.905,6.230
6743.729,96.115,97.418,6.426
6745.280,97.419,96.690,6.344
6746.832,96.408,96.526,6.278
6748.388,97.341,96.510,6.191
6749.940,95.841,95.987,6.190
6751.497,96.215,95.778,5.987
6753.050,97.548,96.652,5.891
6754.607,96.611,96.932,5.762
6756.161,98.755,97.284,5.790
6757.715,98.620,97.829,6.010
6759.274,98.529,98.117,6.029
6760.829,100.224,98.042,5.861
6762.388,100.113,97.749,5.895
6763.943,97.952,97.063,5.659
6765.503,98.060,96.517,5.603
6767.059,98.072,96.537,5.953
6768.616,97.626,96.540,6.063
6770.177,96.009,96.183,6.054
6771.734,93.377,95.724,5.829
6773.296,94.868,95.404,5.670
6774.854,93.414,94.773,5.869
6776.416,95.655,94.858,5.798
6777.975,96.412,95.122,5.795
6779.535,95.164,95.464,6.116
6781.098,96.312,96.012,5.695
6782.658,96.978,95.707,5.839
6784.222,97.066,95.839,5.619
6785.783,94.860,95.884,5.401
6787.348,96.171,95.736,5.829
6788.909,96.633,95.870,5.615
6790.471,96.590,96.447,5.788
6792.037,94.004,96.463,6.078
6793.599,98.672,95.817,5.980
6795.166,96.249,95.977,5.662
6796.729,97.362,96.103,5.789
6798.296,98.968,95.614,5.504
6799.860,94.751,95.235,5.844
6801.428,95.621,95.605,6.064
6802.993,93.489,94.782,5.887
6804.558,91.983,94.442,5.843
6806.127,94.649,94.506,5.730
6807.693,93.750,94.361,5.885
6809.263,97.471,94.124,5.673
6810.829,94.241,94.559,5.650
6812.400,95.815,95.112,5.621
6813.967,96.978,95.435,5.822
6815.534,94.928,95.971,5.794
6817.106,96.390,96.082,5.354
6818.674,98.103,95.143,5.632
6820.247,96.984,94.838,5.725
6821.816,95.720,94.249,5.562
6823.389,93.024,94.474,5.693
6824.958,93.590,94.756,6.219
6826.528,95.954,94.908,8.079
6828.103,94.419,95.439,12.383
6829.673,95.415,95.641,17.875
6831.248,97.315,95.359,19.596
6832.820,95.036,95.590,16.902
6834.396,93.445,95.745,16.466
6835.968,96.561,95.622,17.778
6837.540,96.121,95.440,14.113
6839.117,92.110,94.642,8.492
6840.690,94.728,94.697,8.070
6842.268,95.990,94.583,8.549
6843.842,97.530,94.566,8.732
6845.420,97.201,94.778,6.820
6846.995,97.612,94.829,5.767
6848.570,96.286,94.913,5.919
6850.149,97.055,95.583,5.572
6851.725,95.329,95.453,6.048
6853.305,95.969,95.203,6.288
6854.882,95.517,96.087,5.998
6856.462,103.919,98.570,5.274
6858.040,106.788,101.827,6.171
6859.617,111.415,104.457,6.030
6861.199,108.134,104.696,7.366
6862.778,107.701,103.126,14.631
6864.360,104.713,100.248,25.629
6865.939,102.323,96.897,28.300
6867.523,95.325,95.836,18.980
6869.102,94.700,95.764,10.034
6870.683,97.438,97.310,9.409
6872.267,104.703,100.093,9.876
6873.848,108.391,102.710,8.359
6875.433,106.812,103.741,6.741
6877.015,105.590,102.939,5.791
6878.601,103.994,100.394,6.233
6880.183,98.769,97.516,7.098
6881.766,97.993,95.635,7.977
6883.353,94.442,94.762,8.155
6884.936,93.415,94.196,7.185
6886.524,92.678,94.006,6.359
6888.108,94.001,93.785,7.855
6889.697,94.015,93.694,10.376
6891.281,94.933,93.694,10.582
6892.867,94.094,93.431,8.178
6894.456,92.119,92.927,6.445
6896.042,94.797,93.193,6.160
6897.633,94.184,93.717,6.339
6899.219,91.460,94.060,7.251
6900.810,92.746,94.486,9.622
6902.398,96.827,95.013,11.128
6903.986,98.475,95.300,9.295
6905.578,95.637,95.346,7.041
6907.166,97.526,95.533,5.933
6908.759,97.499,95.348,5.788
6910.349,95.887,94.933,6.549
6911.942,94.399,94.459,9.084
6913.532,95.112,94.015,12.120
6915.123,95.277,94.029,11.539
6916.717,94.261,94.664,8.003
6918.308,98.098,94.957,5.410
6919.904,96.955,95.533,6.184
6921.496,96.797,96.209,7.917
6923.092,95.860,96.102,14.421
6924.684,96.156,95.846,18.555
6926.281,96.318,95.696,15.251
6927.875,93.883,95.112,8.568
6929.468,94.782,94.353,6.402
6931.066,96.452,93.908,5.809
6932.661,95.747,94.036,5.422
6934.259,93.383,94.588,5.668
6935.855,94.365,94.902,5.223
6937.454,95.043,94.479,6.733
6939.050,94.288,94.217,8.835
6940.646,93.376,94.549,11.697
6942.247,95.889,94.879,10.739
6943.844,93.282,94.668,7.300
6945.445,94.228,94.838,6.316
6947.043,94.453,95.264,7.783
6948.645,94.675,95.211,14.478
6950.243,95.766,94.862,19.642
6951.842,97.357,95.134,18.046
6953.445,96.254,95.846,10.024
6955.045,96.183,94.951,6.353
6956.649,96.460,95.009,5.984
6958.249,96.084,95.189,6.263
6959.854,95.731,94.955,5.942
6961.455,93.311,94.998,6.125
6963.056,97.788,94.937,5.425
6964.662,96.806,95.747,6.018
6966.264,95.468,95.906,5.993
6967.871,99.151,95.691,6.999
6969.473,98.797,95.883,8.205
6971.081,96.665,96.307,9.615
6972.684,96.793,95.896,8.868
6974.288,95.304,96.173,7.211
6975.897,97.839,96.062,7.017
6977.501,98.892,95.863,9.279
6979.110,96.177,95.888,12.775
6980.716,95.385,95.818,12.848
6982.326,96.505,95.469,9.648
6983.932,94.446,94.908,6.884
6985.539,94.033,94.351,6.336
6987.149,92.372,93.985,6.516
6988.757,93.513,93.742,6.110
6990.368,95.046,93.698,5.600
6991.977,93.508,94.476,5.883
6993.589,94.913,95.166,5.976
6995.198,97.268,95.260,5.781
6996.807,96.584,95.230,5.713
6998.420,95.532,95.522,5.934
7000.030,96.224,95.756,5.908
7001.645,97.871,94.881,6.127
7003.255,97.759,94.163,6.897
7004.870,93.797,93.972,7.552
7006.482,92.850,94.182,7.187
7008.094,94.212,94.500,6.153
7009.710,94.991,94.802,6.213
7011.322,96.026,95.411,8.165
7012.939,94.968,96.153,9.404
7014.552,94.352,96.474,8.194
7016.170,96.732,96.693,6.307
7017.784,96.149,96.677,5.650
7019.398,96.721,96.220,5.356
7021.017,98.891,96.377,5.175
7022.632,95.006,96.206,5.364
7024.252,94.190,95.931,5.398
7025.867,96.455,95.841,5.257
7027.488,96.235,96.039,5.770
7029.104,100.583,96.297,5.340
7030.721,94.763,96.047,5.522
7032.343,97.306,95.770,5.796
7033.960,97.394,96.802,5.363
7035.582,98.163,97.515,5.629
7037.201,99.437,97.534,5.467
7038.824,98.418,97.835,5.439
7040.443,99.390,97.442,5.765
7042.066,100.572,97.438,6.275
7043.686,98.219,98.067,6.702
7045.307,101.390,98.192,6.736
7046.931,102.703,97.695,7.243
7048.553,102.076,97.642,9.111
7050.178,100.293,98.162,9.955
7051.800,99.341,97.861,8.173
7053.426,98.324,98.107,7.270
7055.049,99.995,98.201,6.593
7056.672,100.017,97.791,6.190
7058.299,99.860,97.522,5.882
7059.923,97.022,97.279,5.464
7061.551,98.638,96.911,5.322
7063.175,98.474,96.821,6.291
7064.804,97.049,96.918,6.602
7066.429,96.567,96.855,6.904
7068.055,97.329,96.647,6.704
7069.685,98.492,96.900,7.033
7071.311,98.507,96.668,6.460
7072.942,96.492,96.572,6.349
7074.569,98.417,96.281,5.809
7076.200,97.857,96.292,6.066
7077.828,98.640,97.065,6.235
7079.456,97.919,96.605,6.293
7081.089,96.731,96.615,6.368
7082.718,96.809,97.041,6.589
7084.351,100.715,97.405,6.195
7085.981,100.124,97.653,6.356
7087.615,98.290,97.875,6.141
7089.245,98.812,97.677,7.027
7090.876,98.374,97.681,7.187
7092.511,99.179,97.513,6.977
7094.143,99.554,97.023,6.317
7095.779,96.370,96.836,5.841
7097.411,98.870,97.239,5.577
7099.048,98.376,96.795,5.533
7100.681,98.495,96.803,5.760
7102.314,94.955,96.755,5.785
7103.952,98.252,97.328,5.304
7105.587,98.002,98.120,5.489
7107.225,97.351,97.871,5.464
7108.860,97.322,97.435,5.498
7110.499,96.912,98.200,5.727
7112.135,100.545,98.426,5.652
7113.771,100.197,98.439,5.587
7115.412,100.340,98.577,5.432
7117.049,101.411,98.464,5.427
7118.690,100.368,98.409,5.699
7120.327,100.112,98.506,5.135
7121.969,98.874,98.468,5.251
7123.608,96.797,97.828,5.747
7125.246,98.274,96.880,5.376
7126.890,98.241,96.361,5.662
7128.529,94.318,96.183,6.098
7130.173,95.289,96.450,6.070
7131.813,96.108,97.220,5.989
7133.458,97.896,97.859,6.107
7135.099,100.277,98.341,5.935
7136.740,100.837,98.855,5.809
7138.386,101.785,98.529,5.409
7140.028,100.480,98.811,5.772
7141.675,99.300,98.786,6.284
7143.318,99.694,98.640,7.263
7144.965,99.330,98.471,7.615
7146.608,99.701,98.033,7.684
7148.253,98.438,97.838,7.258
7149.901,97.691,97.688,6.992
7151.546,98.152,97.470,6.529
7153.195,97.886,97.158,6.060
7154.840,96.653,96.850,5.535
7156.490,95.633,96.834,5.666
7158.137,98.415,97.354,5.930
7159.783,98.631,97.350,6.462
7161.434,97.235,97.435,6.455
7163.082,99.319,97.294,6.530
7164.734,96.801,96.987,6.366
7166.382,97.369,96.925,5.984
7168.034,97.816,96.535,5.776
7169.683,99.411,96.747,6.452
7171.337,98.430,97.234,6.418
7172.987,98.992,97.575,6.076
7174.637,97.180,97.782,6.035
7176.291,97.223,97.982,6.542
7177.942,100.621,97.918,6.309
7179.597,99.052,98.288,6.332
7181.249,99.491,98.312,6.346
7182.905,100.223,98.237,6.086
7184.557,99.083,98.325,5.788
7186.210,100.171,98.412,5.084
7187.867,100.444,98.531,5.160
7189.521,98.449,98.661,5.171
7191.179,100.403,99.320,5.241
7192.833,100.752,100.109,5.401
7194.492,101.115,100.594,5.297
7196.147,100.202,100.808,5.227
7197.802,101.773,100.887,5.294
7199.462,105.815,100.407,5.691
7201.118,102.392,99.884,5.491
7202.779,100.269,99.065,5.381
7204.436,99.147,97.894,5.285
7206.097,97.380,96.736,5.042
7207.755,95.158,95.680,4.854
7209.413,92.964,95.321,4.584
7211.075,95.001,94.498,4.808
7212.734,95.473,94.014,5.351
7214.398,93.592,94.059,5.268
7216.057,93.609,93.816,5.230
7217.721,93.362,93.692,5.237
7219.382,93.735,93.688,5.225
7221.043,92.222,94.209,5.661
7222.708,94.638,94.785,5.635
7224.369,94.456,95.211,5.826
7226.035,93.134,95.733,5.953
7227.697,94.890,96.100,5.836
7229.364,96.290,96.064,5.806
7231.027,96.934,95.962,5.556
7232.691,94.746,95.644,5.650
7234.359,96.102,94.774,5.793
7236.023,92.471,93.516,7.214
7237.691,95.147,92.866,10.932
7239.357,91.627,92.432,23.688
7241.026,93.384,91.705,37.230
7242.692,91.208,91.080,39.508
7244.358,91.733,91.210,35.586
7246.028,93.301,92.025,37.496
7247.695,92.222,92.121,33.660
7249.367,87.283,91.580,17.544
7251.034,88.046,92.527,10.200
7252.706,91.778,93.045,10.151
7254.375,91.720,92.503,13.052
7256.044,92.709,92.548,11.971
7257.717,91.303,92.726,8.847
7259.387,92.434,92.580,6.377
7261.061,92.564,92.255,5.570
7262.731,90.068,91.976,5.590
7264.406,90.626,92.046,5.729
7266.077,90.335,92.387,6.077
7267.748,89.480,92.084,6.553
7269.424,94.309,92.068,7.460
7271.097,93.693,92.210,7.918
7272.773,91.959,92.210,8.028
7274.447,89.519,91.916,14.850
7276.124,96.140,91.437,36.235
7277.798,94.994,91.099,57.156
7279.472,89.512,90.662,44.015
7281.151,84.625,89.874,16.599
7282.826,87.450,89.523,11.141
7284.505,88.643,89.766,19.093
7286.181,89.282,89.972,23.928
7287.861,86.135,90.231,18.106
7289.538,86.734,90.501,8.407
7291.215,87.445,90.943,5.872
7292.896,87.898,91.161,6.364
7294.574,87.767,91.023,7.609
7296.256,91.470,90.838,9.506
7297.934,88.246,90.649,10.604
7299.617,87.060,90.243,8.960
7301.296,87.493,89.856,7.165
7302.980,88.122,89.910,9.850
7304.660,91.176,90.405,14.533
7306.341,90.040,90.897,14.983
7308.025,89.896,91.179,9.924
7309.707,90.298,91.759,6.891
7311.392,92.515,91.988,6.521
7313.074,87.345,91.598,8.787
7314.761,90.788,91.116,14.145
7316.443,93.931,91.065,31.056
7318.126,97.097,90.804,41.027
7319.814,92.657,90.982,28.803
7321.498,87.655,91.612,11.410
7323.186,93.284,92.042,5.886
7324.871,92.700,92.424,5.522
7326.560,92.727,93.149,6.457
7328.245,91.523,92.959,11.504
7329.931,95.898,92.803,18.642
7331.622,93.666,92.416,19.873
7333.308,92.110,92.082,12.111
7334.999,92.168,91.858,6.523
7336.687,92.924,91.570,5.914
7338.379,90.273,91.648,10.315
7340.067,90.006,91.071,24.043
7341.755,89.689,90.676,42.519
7343.448,90.382,90.558,42.636
7345.138,87.688,90.805,23.249
7346.831,91.217,91.422,8.953
7348.522,93.464,91.318,6.258
7350.216,90.818,91.237,6.493
7351.907,90.845,91.726,6.743
7353.598,89.774,91.901,7.207
7355.294,89.765,91.491,7.389
7356.986,90.638,91.281,9.269
7358.683,92.817,91.463,14.680
7360.375,92.593,91.431,18.609
7362.073,90.652,91.132,14.330
7363.766,90.514,91.153,8.161
7365.460,88.815,91.844,7.192
7367.159,90.333,92.626,10.791
7368.854,94.382,92.278,22.465
7370.553,94.980,92.345,34.605
7372.248,92.226,93.012,30.414
7373.948,91.974,93.271,15.784
7375.645,92.155,93.106,7.595
7377.342,95.380,93.312,5.815
7379.043,93.355,93.339,5.923
7380.740,94.331,93.776,5.786
7382.442,94.839,94.011,5.390
7384.141,94.515,94.520,5.554
7385.843,94.380,95.143,5.233
7387.543,96.692,95.129,5.817
7389.242,95.531,95.247,6.308
7390.946,95.916,95.211,8.834
7392.646,94.880,95.319,13.319
7394.351,97.657,95.118,14.981
7396.052,94.084,95.017,10.103
7397.758,94.714,95.630,6.892
7399.459,96.227,95.256,7.256
7401.162,95.017,94.754,14.572
7402.868,98.385,94.888,23.667
7404.571,97.155,95.157,23.209
7406.279,93.784,95.114,11.266
7407.983,93.913,95.032,6.175
7409.691,95.569,95.383,4.903
7411.395,95.850,95.775,4.787
7413.100,93.827,95.744,6.067
7414.810,93.544,95.494,5.823
7416.516,91.803,95.436,5.449
7418.226,91.924,95.599,5.668
7419.932,93.228,95.426,5.492
7421.643,93.596,95.472,5.473
7423.351,97.738,95.895,5.114
7425.059,96.302,96.151,5.178
7426.771,96.072,96.181,5.596
7428.479,94.958,96.321,6.694
7430.192,96.078,96.118,8.870
7431.902,97.406,96.101,10.384
7433.615,95.048,95.686,7.864
7435.325,94.866,95.574,5.731
7437.040,95.113,95.539,7.994
7438.751,96.329,94.757,12.274
7440.462,93.614,94.677,14.925
7442.178,92.644,94.222,11.270
7443.890,92.580,94.430,6.278
7445.607,91.089,94.221,5.208
7447.319,91.305,93.619,5.282
7449.037,92.865,94.099,5.054
7450.750,94.035,94.914,5.314
7452.464,95.237,95.750,5.449
7454.183,94.949,96.401,5.217
7455.898,96.130,96.710,5.277
7457.617,95.739,96.805,5.369
7459.333,94.368,97.004,5.374
7461.053,94.642,97.274,5.999
7462.769,95.494,97.203,6.808
7464.486,95.540,96.860,7.746
7466.207,96.049,97.015,8.512
7467.925,97.208,97.253,9.361
7469.647,98.222,96.795,9.578
7471.365,99.359,97.359,10.230
7473.088,97.518,97.699,13.123
7474.807,98.783,97.817,14.419
7476.527,97.573,97.822,11.877
7478.251,97.859,97.822,9.889
7479.971,97.319,97.802,11.745
7481.696,98.241,97.387,14.387
7483.417,97.371,97.284,15.916
7485.143,97.242,97.364,15.378
7486.865,99.939,97.662,11.668
7488.587,98.367,98.096,7.244
7490.314,100.191,98.419,5.882
7492.037,98.928,98.763,6.358
7493.765,100.461,99.607,7.512
7495.489,103.010,100.049,8.578
7497.217,101.895,99.822,7.027
7498.942,97.816,99.443,5.528
7500.667,100.395,99.477,5.493
7502.397,99.123,99.490,5.868
7504.123,101.249,99.160,5.304
7505.853,98.951,98.927,5.038
7507.580,100.175,98.578,4.932
7509.311,98.960,97.965,5.371
7511.039,97.608,97.474,5.207
7512.767,98.428,97.459,4.739
7514.499,97.181,96.949,5.176
7516.228,98.287,97.001,6.058
7517.961,99.044,97.453,6.811
7519.690,98.464,97.556,7.568
7521.424,97.957,97.347,9.844
7523.155,99.352,98.135,19.026
7524.885,101.472,98.691,30.945
7526.621,100.942,99.373,30.564
7528.352,98.972,100.105,18.483
7530.088,98.442,100.501,11.698
7531.820,100.685,100.683,12.743
7533.557,102.393,101.552,11.550
7535.290,103.174,101.573,7.530
7537.024,99.868,101.371,5.676
7538.762,99.569,101.028,6.006
7540.496,100.221,100.342,6.856
7542.235,102.392,99.422,7.400
7543.970,101.072,98.702,6.372
7545.710,99.768,98.393,5.619
7547.446,100.915,98.259,4.862
7549.182,98.566,98.155,5.320
7550.923,99.860,98.507,5.351
7552.660,99.900,99.507,5.592
7554.401,100.385,99.715,5.916
7556.139,100.110,100.037,6.812
7557.882,99.684,100.374,9.344
7559.620,101.115,100.666,10.982
7561.359,99.486,100.800,8.475
7563.103,100.777,100.596,5.971
7564.843,101.049,100.257,5.240
7566.587,102.805,100.135,5.753
7568.328,102.484,99.788,6.976
7570.073,98.942,99.315,10.673
7571.815,100.798,98.800,19.354
7573.561,101.260,98.305,25.587
7575.303,97.978,98.463,19.605
7577.046,96.155,98.310,9.882
7578.793,99.735,98.428,5.635
7580.537,100.671,98.767,4.979
7582.285,98.262,99.134,5.226
7584.029,99.665,99.724,6.592
7585.778,100.193,100.706,9.237
7587.523,102.664,100.923,11.399
7589.268,103.685,101.285,10.309
7591.018,102.605,101.381,6.952
7592.765,100.630,101.096,5.369
7594.516,99.666,101.150,5.576
7596.263,94.490,101.305,8.503
7598.014,96.514,100.981,16.127
7599.762,99.268,100.692,25.041
7601.511,99.093,100.417,24.995
7603.264,96.888,100.052,14.295
7605.013,101.882,99.942,9.610
7606.766,103.153,100.567,9.312
7608.516,108.450,100.658,8.385
7610.271,103.746,101.141,10.267
7612.021,108.912,101.734,8.309
7613.773,109.635,101.818,7.901
7615.528,103.849,101.562,8.135
7617.280,104.213,101.777,9.188
7619.037,99.377,101.575,10.698
7620.790,101.256,100.831,11.688
7622.547,100.523,100.614,10.373
7624.300,101.386,101.114,9.378
7626.054,102.852,101.469,9.775
7627.813,103.036,101.738,13.239
7629.568,105.945,101.297,20.430
7631.327,102.426,101.118,20.393
7633.083,100.464,101.290,13.388
7634.843,103.047,101.342,7.805
7636.599,104.562,101.163,6.524
7638.356,101.485,101.425,6.035
7640.117,103.092,101.427,6.265
7641.875,102.930,101.784,6.426
7643.637,101.078,101.871,6.926
7645.396,100.715,101.729,6.560
7647.159,103.494,102.144,5.909
7648.918,103.567,102.011,5.861
7650.677,101.817,101.238,6.544
7652.442,100.009,100.946,7.442
7654.202,100.004,100.673,8.599
7655.967,101.710,100.311,8.606
7657.728,101.475,100.598,6.755
7659.494,100.318,101.092,5.625
7661.256,100.845,101.534,8.251
7663.019,105.848,102.074,11.577
7664.786,103.895,102.426,11.524
7666.549,104.993,102.217,7.890
7668.317,101.481,101.680,5.676
7670.081,99.480,101.854,5.547
7671.850,102.087,101.420,4.744
7673.615,100.496,101.864,5.294
7675.380,103.221,102.418,5.415
7677.150,104.163,102.563,4.732
7678.916,104.170,103.047,4.337
7680.687,105.277,103.432,5.022
7682.454,102.390,103.165,6.079
7684.225,104.269,102.831,6.300
7685.993,105.733,102.808,6.463
7687.761,103.866,102.833,6.980
7689.534,104.238,102.557,7.737
7691.303,104.074,102.614,7.535
7693.077,103.611,102.906,7.817
7694.846,105.338,103.009,7.397
7696.621,103.157,103.278,7.519
7698.391,104.232,103.721,8.258
7700.162,103.508,103.760,9.342
7701.938,107.191,103.552,9.127
7703.710,107.771,103.810,7.271
7705.486,105.372,103.745,5.889
7707.259,106.077,103.500,5.027
7709.036,104.044,103.377,6.898
7710.810,104.431,103.433,13.095
7712.588,103.939,103.956,32.618
7714.362,103.510,103.535,48.927
7716.137,107.237,103.299,48.023
7717.916,102.652,103.586,50.777
7719.691,103.082,103.535,42.645
7721.472,101.802,102.841,23.072
7723.248,105.043,103.722,11.664
7725.029,105.141,103.637,13.030
7726.806,105.670,103.520,16.153
7728.584,104.265,103.271,14.953
7730.366,105.232,102.803,9.637
7732.144,101.966,102.771,6.485
7733.927,103.002,103.121,6.686
7735.706,101.915,103.287,8.072
7737.490,103.294,103.467,8.080
7739.270,102.780,103.481,7.143
7741.051,104.138,103.304,6.338
7742.836,102.529,103.079,6.309
7744.617,101.057,102.375,5.474
7746.403,104.797,101.758,7.353
7748.185,100.417,101.101,13.494
7749.972,103.511,100.406,35.445
7751.754,101.560,99.906,62.649
7753.538,103.751,99.704,53.618
7755.326,93.917,99.384,25.149
7757.110,99.116,99.438,9.666
7758.899,97.983,99.938,14.283
7760.683,101.038,99.733,22.913
7762.473,100.107,98.957,23.482
7764.259,98.122,98.912,13.742
7766.045,98.395,98.775,6.935
7767.836,100.354,99.141,5.527
7769.623,98.197,99.131,6.600
7771.414,99.068,99.038,10.285
7773.202,101.344,99.126,16.178
7774.995,102.050,99.049,20.287
7776.783,98.708,98.945,17.190
7778.572,98.493,98.525,11.510
7780.366,95.598,97.745,15.435
7782.156,98.368,97.723,18.675
7783.951,98.808,98.461,14.537
7785.741,99.022,98.852,7.246
7787.537,99.849,99.521,6.860
7789.328,100.581,99.226,7.070
7791.120,98.362,99.347,11.045
7792.917,97.901,99.069,21.994
7794.709,104.817,98.385,41.347
7796.507,101.457,98.726,44.659
7798.300,97.559,98.954,24.674
7800.099,98.245,98.446,9.159
7801.893,100.183,98.276,5.049
7803.688,99.428,98.796,5.391
7805.487,98.897,99.389,6.381
7807.283,101.596,99.478,11.525
7809.083,99.584,99.790,20.854
7810.880,101.648,99.009,21.742
7812.681,98.040,98.405,13.931
7814.478,96.965,98.066,8.057
7816.276,97.675,97.505,7.234
7818.078,96.432,96.726,8.894
7819.877,93.293,96.160,18.062
7821.680,98.996,95.219,42.938
7823.480,97.024,94.618,59.831
7825.284,95.816,93.668,34.118
7827.084,88.967,92.523,12.701
7828.884,92.364,92.463,5.817
7830.690,90.989,92.769,6.554
7832.491,94.690,93.468,5.844
7834.297,95.427,94.414,5.481
7836.100,94.007,95.312,5.803
7837.907,95.893,95.967,6.358
7839.710,95.473,96.328,9.809
7841.513,95.655,96.372,16.862
7843.321,100.286,96.444,20.833
7845.126,98.011,96.326,14.488
7846.935,96.846,96.205,7.433
7848.740,96.408,96.504,8.111
7850.550,97.804,96.962,15.716
7852.356,98.195,96.070,30.229
7854.167,100.609,96.096,60.600
7855.974,97.374,95.789,58.272
7857.781,89.657,95.514,31.537
7859.593,93.163,95.606,20.615
7861.401,97.464,95.339,26.485
7863.214,93.900,94.955,25.770
7865.023,91.929,95.685,15.087
7866.836,95.144,95.966,10.797
7868.646,96.078,96.126,17.173
7870.456,96.105,96.513,28.559
7872.271,96.553,96.410,33.895
7874.082,94.857,95.866,24.370
7875.898,93.515,94.889,11.775
7877.710,91.788,94.609,10.578
7879.526,93.196,94.287,17.320
7881.339,95.035,93.889,22.438
7883.152,94.343,94.540,20.259
7884.970,97.186,95.190,14.992
7886.784,95.126,95.429,11.465
7888.603,93.532,95.668,16.238
7890.417,94.902,95.835,28.777
7892.237,97.564,96.070,32.941
7894.052,94.749,96.644,20.239
7895.868,96.113,96.800,9.593
7897.689,96.608,97.501,7.158
7899.506,100.412,97.820,6.155
7901.328,98.450,98.182,5.485
7903.145,98.628,98.506,5.286
7904.968,98.518,97.870,6.173
7906.786,97.508,97.361,6.080
7908.605,96.632,97.410,7.203
7910.429,94.373,96.477,10.978
7912.249,92.856,95.376,30.319
7914.073,102.226,94.918,66.400
7915.894,95.971,94.637,84.677
7917.719,87.990,94.732,43.739
7919.541,93.834,95.566,20.933
7921.363,98.617,96.171,28.801
7923.189,95.499,96.621,36.277
7925.012,94.961,97.042,22.956
7926.840,94.818,97.194,9.917
7928.663,98.169,97.501,8.349
7930.491,98.553,97.165,13.857
7932.316,96.796,97.248,22.780
7934.141,96.595,97.564,22.161
7935.970,96.324,97.473,12.161
7937.796,96.781,97.066,5.909
7939.626,101.557,97.145,4.795
7941.453,97.055,97.018,5.816
7943.284,98.701,96.601,6.054
7945.111,96.705,96.639,6.879
7946.939,97.788,96.948,8.650
7948.772,99.809,96.632,14.938
7950.600,97.326,96.709,20.810
7952.434,98.281,96.587,16.922
7954.263,97.283,96.342,8.882
7956.097,100.090,96.322,4.799
7957.928,97.912,96.700,4.679
7959.758,95.740,97.154,5.305
7961.594,97.164,96.969,8.534
7963.425,95.228,96.978,23.200
7965.262,95.246,97.132,49.662
7967.094,101.438,96.517,55.527
7968.931,92.712,96.029,31.503
7970.765,96.348,97.514,11.208
7972.598,98.382,98.498,6.551
7974.437,96.603,98.024,6.243
7976.271,98.977,97.745,8.267
7978.111,98.500,97.931,14.936
7979.946,96.930,98.390,24.978
7981.786,97.288,99.166,27.133
7983.622,99.284,99.592,16.898
7985.459,95.983,99.743,7.636
7987.300,99.820,99.803,6.200
7989.138,99.350,99.320,7.804
7990.980,98.069,98.647,15.129
7992.818,98.983,98.688,37.898
7994.662,103.300,98.307,61.390
7996.501,94.560,97.771,53.086
7998.345,91.799,96.992,20.439
8000.185,95.716,96.018,7.047
8002.025,95.053,95.483,7.055
8003.870,93.294,95.979,5.993
8005.712,97.055,96.477,5.700
8007.558,96.565,96.924,5.288
8009.400,95.472,97.692,5.373
8011.247,96.741,97.735,6.351
8013.090,100.578,97.276,11.562
8014.933,98.667,97.663,18.636
8016.781,96.753,97.160,19.515
8018.626,97.000,97.430,12.184
8020.475,98.512,97.089,8.647
8022.320,97.013,96.967,9.726
8024.170,96.372,97.469,16.151
8026.016,101.272,97.475,35.552
8027.862,105.036,97.715,47.082
8029.713,94.175,98.359,31.855
8031.561,98.214,98.671,11.997
8033.413,99.742,98.690,7.866
8035.261,95.907,98.453,7.310
8037.114,98.906,97.905,5.754
8038.963,97.699,97.962,5.549
8040.812,95.357,97.338,5.314
8042.666,96.336,96.917,4.946
8044.516,94.829,96.852,4.938
8046.371,95.793,96.746,4.779
8048.222,93.723,96.548,5.307
8050.078,93.569,96.841,7.864
8051.930,97.399,97.141,12.329
8053.783,96.454,96.606,15.327
8055.640,96.915,96.649,10.818
8057.493,98.152,97.638,5.343
8059.351,99.705,97.939,6.377
8061.205,97.459,97.646,12.479
8063.064,96.655,96.562,22.651
8064.919,96.747,96.224,22.272
8066.774,92.836,96.346,12.864
8068.634,96.415,96.174,5.972
8070.490,95.687,95.998,4.861
8072.352,96.024,96.670,5.085
8074.209,96.456,96.720,4.975
8076.070,96.676,95.877,5.394
8077.928,94.788,94.819,5.741
8079.787,96.197,94.669,5.643
8081.650,97.220,95.665,5.354
8083.509,92.365,95.330,5.565
8085.373,93.867,94.271,6.071
8087.233,94.137,94.543,6.505
8089.098,93.952,95.019,5.806
8090.959,91.694,94.909,5.473
8092.820,94.760,95.154,6.351
8094.686,95.817,94.910,8.033
8096.549,93.448,95.103,8.625
8098.416,95.370,95.021,6.740
8100.279,92.761,94.431,6.650
8102.147,94.834,93.867,9.894
8104.010,96.828,93.883,13.451
8105.875,92.585,93.866,12.214
8107.744,93.905,93.246,6.975
8109.609,91.604,93.378,5.746
8111.479,95.307,93.442,4.925
8113.345,91.523,93.111,5.134
8115.216,89.527,93.398,4.964
8117.083,92.648,93.271,4.479
8118.950,92.939,93.869,4.504
8120.823,94.418,94.500,4.746
8122.691,94.248,95.088,4.613
8124.564,96.141,95.605,4.702
8126.433,93.903,95.797,4.850
8128.307,94.507,96.223,5.385
8130.177,93.414,95.854,5.846
8132.051,96.619,96.122,4.924
8133.922,93.829,97.030,5.241
8135.793,96.438,97.274,5.337
8137.670,99.475,96.385,5.574
8139.542,98.157,96.883,6.641
8141.419,96.422,97.026,7.353
8143.291,95.943,97.732,6.551
8145.169,96.153,97.772,5.983
