,i,r̄,Mfac,rFac,f1,f2,f3,f4,pa,Sα,phaseAmplitude,t_char,rBLR,FHWM
135301,5,3,4,2,4,4,1,2,5,2,1,2,3,1
81414,4,3,5,4,3,1,5,5,4,3,2,3,3,1
87882,1,1,2,2,4,3,3,3,5,2,1,1,1,1
75703,2,4,2,1,3,4,3,2,4,5,2,1,2,1
71350,5,3,3,2,5,4,3,2,2,4,1,1,2,1
2651,1,1,3,5,1,3,1,1,1,3,1,1,1,1
24468,5,1,3,5,5,3,1,1,3,1,1,1,1,3
126144,4,3,3,4,1,3,3,2,5,5,1,1,2,1
7871,3,1,1,1,5,5,1,5,1,1,1,1,1,3
100296,5,3,5,3,5,3,5,5,4,5,1,2,2,1
64071,5,5,3,1,5,3,4,3,1,5,2,2,3,1
135851,5,2,2,4,2,4,5,4,2,1,1,1,1,1
124295,3,4,2,4,3,1,5,3,1,3,2,2,2,1
53698,4,4,4,3,3,2,4,4,4,4,2,3,3,1
139531,5,5,2,3,1,2,4,5,2,4,1,2,2,1
121107,3,4,2,3,3,5,4,1,5,5,1,1,2,1
31084,5,5,1,1,3,5,1,5,5,3,2,1,1,1
128598,3,5,1,3,1,2,5,3,3,2,3,1,1,1
550,1,1,1,3,1,1,5,5,1,3,1,1,1,1
31610,5,5,1,3,3,5,1,5,5,1,2,1,1,1
48340,2,1,5,3,5,3,4,3,3,5,1,1,1,1
55621,3,3,5,2,3,3,4,2,1,4,2,2,3,1
50367,1,2,4,4,2,2,1,5,4,3,1,1,1,1
71022,3,4,5,5,1,5,5,4,1,2,2,3,3,1
105516,4,3,4,5,1,1,1,5,5,4,1,2,2,1
59799,2,5,1,4,5,4,5,3,1,5,2,1,1,1
70015,2,5,3,4,2,5,1,3,1,3,4,2,3,1
25079,5,1,5,1,5,5,5,1,1,5,1,1,1,3
54814,1,2,5,1,4,1,3,5,5,5,1,2,2,1
36838,4,3,1,2,4,4,3,2,4,3,1,1,1,1
36589,5,4,2,2,4,2,1,2,3,4,1,1,1,1
59611,3,3,1,4,2,4,3,5,1,1,2,1,1,1
122512,2,2,3,3,3,5,1,4,3,5,1,1,1,1
133920,1,3,1,1,2,2,2,4,3,2,2,1,1,1
97229,2,1,5,5,1,2,1,3,3,2,1,1,1,1
145,1,1,1,1,1,5,5,1,5,5,1,1,1,1
115015,2,1,4,2,2,3,3,4,3,4,1,1,1,1
122051,3,5,1,3,2,2,2,5,1,1,3,1,1,1
29697,5,3,5,1,5,5,1,5,3,1,1,2,3,1
74060,3,1,3,3,1,1,3,4,4,5,1,1,1,1
37968,1,4,1,2,1,3,5,5,4,4,1,1,1,1
51455,2,5,2,4,2,4,1,4,4,1,3,1,2,1
53071,3,4,2,3,4,2,2,5,3,5,2,1,2,1
142601,4,5,4,4,3,5,3,4,2,2,1,3,4,1
102963,2,3,5,3,1,5,3,4,2,4,2,3,3,1
37213,2,2,4,5,4,5,2,5,3,1,1,1,1,1
95015,3,5,1,4,1,4,3,4,1,1,4,1,1,1
96449,4,5,3,4,4,5,1,5,4,2,2,2,3,1
24332,5,1,3,5,3,3,5,1,3,1,1,1,1,3
50230,5,2,4,1,1,1,3,2,3,4,1,2,2,1
108377,1,2,1,1,1,2,5,2,5,5,1,1,1,1
32584,5,5,3,1,3,3,1,1,3,5,2,2,3,1
74786,4,2,4,2,3,2,4,1,3,2,1,2,2,1
16005,3,3,5,3,3,1,3,1,3,3,1,3,3,1
82463,4,4,1,5,5,5,4,3,3,5,1,1,1,1
125181,3,1,2,4,1,3,5,2,5,3,1,1,1,1
42727,5,1,2,3,3,4,5,1,3,4,1,1,1,1
98631,4,2,1,3,2,2,5,2,5,3,1,1,1,1
68278,3,5,1,4,5,1,2,5,2,2,1,1,1,1
94544,5,5,5,2,1,2,5,4,3,5,2,4,5,1
90560,3,2,5,2,5,1,2,3,1,1,1,1,1,1
129308,1,2,1,4,5,2,5,3,4,1,1,1,1,1
86942,2,4,4,4,5,3,2,3,4,2,2,2,3,1
76028,5,1,1,1,2,3,4,3,4,3,1,1,1,1
28545,5,3,3,3,5,1,3,5,3,3,1,1,2,1
84326,2,1,1,4,1,5,4,5,3,4,1,1,1,1
141159,5,1,4,1,2,5,3,3,5,1,1,1,1,1
116770,2,3,5,3,3,3,5,2,4,5,1,3,3,1
20513,3,5,5,3,1,1,1,5,1,3,3,4,5,1
46845,5,4,2,2,5,2,3,4,1,1,2,1,2,1
124533,4,5,5,3,2,4,4,3,2,3,2,4,4,1
73238,3,1,1,5,2,2,2,4,3,4,1,1,1,1
46626,2,5,4,5,2,5,1,4,2,5,2,3,4,1
105656,3,5,1,3,3,1,5,4,1,3,3,1,1,1
50617,3,5,5,2,2,4,4,5,2,2,2,4,5,1
61544,4,3,5,5,1,4,3,1,5,5,1,2,3,1
13811,3,3,3,1,1,5,1,1,3,5,2,1,2,1
46111,4,2,2,2,2,5,2,4,1,4,1,1,1,1
53134,3,2,4,1,4,4,4,5,5,3,1,1,1,1
14202,3,3,3,1,5,5,5,3,3,3,1,2,2,1
48828,2,2,1,4,1,2,4,4,4,4,1,1,1,1
113918,2,1,2,1,5,1,3,2,2,5,1,1,1,1
132786,2,5,5,3,5,4,1,4,5,5,1,3,5,1
123126,2,3,1,5,1,3,3,3,4,3,2,1,1,1
92853,3,5,1,4,4,4,1,2,1,4,3,1,1,1
128841,2,3,3,4,4,1,4,2,4,3,2,2,2,1
79526,2,2,3,2,3,4,2,4,4,3,2,1,1,1
99839,4,2,3,4,4,5,3,5,4,2,1,1,1,1
126012,2,2,5,3,2,4,5,1,5,2,1,2,2,1
86178,1,4,4,4,4,3,5,1,4,3,1,2,3,1
49705,2,2,5,2,2,4,2,2,4,4,2,2,2,1
136738,3,2,5,2,3,3,4,2,5,4,1,2,2,1
128873,4,3,5,5,5,1,4,3,4,3,2,3,3,1
42187,1,2,4,2,4,5,3,3,3,5,1,1,1,1
103688,2,3,3,5,3,5,2,2,2,5,1,1,1,1
53931,5,5,5,5,5,2,3,4,5,1,1,3,4,1
137992,5,5,5,4,3,2,3,2,2,1,1,4,5,1
85763,3,1,2,3,1,1,3,4,4,1,1,1,1,1
105139,5,4,4,2,2,4,2,3,2,4,1,2,3,1
74986,1,1,1,2,1,5,4,4,1,2,1,1,1,1
115361,3,1,4,3,2,2,1,2,5,3,1,1,1,1
75364,5,2,5,2,5,1,4,3,4,3,1,1,2,1
80594,3,5,2,5,5,3,2,5,5,1,1,1,2,1
98008,3,5,5,5,5,4,5,2,1,3,2,4,4,1
98761,2,2,5,2,3,4,2,2,1,3,1,2,2,1
125765,4,5,3,2,4,1,3,1,1,4,3,2,3,1
25341,5,1,5,3,3,3,5,1,5,5,1,1,1,3
14873,3,3,3,5,1,5,1,5,5,1,2,1,2,1
101458,4,1,5,5,1,4,4,4,2,5,1,1,1,1
39317,3,5,1,1,2,5,1,3,5,3,1,1,1,1
134803,3,1,1,5,2,1,4,5,4,5,1,1,1,1
75354,5,2,1,4,4,5,4,4,5,2,1,1,1,1
82561,2,3,4,1,5,5,5,5,3,2,2,2,3,1
21316,3,5,5,5,3,5,1,3,3,3,2,4,5,1
138320,2,5,3,3,3,4,5,2,5,2,2,2,3,1
72285,2,3,4,1,5,5,5,4,2,2,1,2,2,1
18237,3,5,1,5,5,1,1,1,5,1,2,1,1,1
8152,3,1,1,3,3,3,1,3,1,1,1,1,1,3
126165,3,5,4,4,4,1,2,4,3,5,1,2,3,1
24443,5,1,3,5,5,1,3,5,5,5,1,1,1,3
26993,5,3,1,3,5,1,3,3,3,1,1,1,1,1
102271,1,2,4,5,1,1,2,5,2,5,1,1,2,1
103431,5,1,5,1,1,1,5,5,4,5,1,1,1,1
59404,2,3,2,5,2,2,2,4,4,1,1,1,1,1
74917,3,1,4,5,5,4,5,2,1,1,1,1,1,1
124497,5,1,1,2,3,2,4,5,2,2,1,1,1,1
18286,3,5,1,5,5,1,5,5,3,1,2,1,1,1
122724,2,1,5,5,4,1,1,3,2,3,1,1,1,1
71959,3,4,1,1,3,5,1,5,3,4,3,1,1,1
33863,5,5,3,5,5,5,1,5,1,3,2,2,3,1
28624,5,3,3,3,5,3,5,3,5,3,1,1,2,1
14749,3,3,3,5,1,1,1,5,5,1,2,1,2,1
85621,4,1,1,3,4,1,1,3,4,3,1,1,1,5
17493,3,5,1,3,1,5,1,5,5,3,2,1,1,1
142092,3,1,1,1,5,4,5,5,2,4,1,1,1,1
114238,2,4,4,2,2,2,3,1,2,4,1,2,3,1
134555,2,1,1,3,4,2,2,3,2,1,1,1,1,1
26120,5,3,1,1,1,1,3,3,5,5,1,1,1,1
92126,3,2,3,3,3,3,5,2,4,1,1,1,1,1
97037,5,5,3,2,2,2,4,1,4,3,2,2,2,1
133637,3,1,2,3,1,2,3,2,5,4,1,1,1,1
116384,4,1,4,5,1,5,1,4,1,2,1,1,1,1
115445,2,1,2,1,3,1,2,4,2,4,1,1,1,1
114597,3,5,3,3,3,1,4,1,3,4,2,3,3,1
100413,1,2,1,4,4,3,5,3,2,1,1,1,1,1
23845,5,1,3,3,3,3,3,5,5,3,1,1,1,5
118740,2,4,1,5,2,3,2,3,3,1,3,1,1,1
122545,5,2,3,5,3,5,5,5,4,3,1,1,1,1
35326,5,5,5,5,5,1,1,5,1,3,2,4,5,1
28772,5,3,3,5,1,3,3,3,1,5,1,1,2,1
60659,1,5,4,5,2,2,3,2,5,1,2,2,3,1
18568,3,5,3,1,1,5,5,5,3,5,2,3,3,1
43644,2,4,2,3,3,3,2,1,4,2,2,1,2,1
135462,4,5,3,3,5,3,3,5,2,1,2,2,3,1
97785,4,2,4,4,1,5,2,2,1,4,2,1,2,1
135637,3,1,3,2,5,2,2,2,3,2,1,1,1,1
1897,1,1,3,1,5,1,1,5,5,5,1,1,1,1
58272,2,2,2,5,4,2,2,1,2,5,1,1,1,1
56672,3,1,5,5,3,1,1,2,5,1,1,1,1,1
92408,2,5,2,1,3,4,5,4,3,4,3,2,2,1
57186,5,3,2,5,2,4,1,5,5,4,1,1,1,1
22250,5,1,1,3,3,1,3,3,3,5,1,1,1,3
61584,3,5,2,2,4,1,3,5,4,3,2,1,1,1
100037,3,5,1,1,2,2,1,2,4,4,3,1,1,1
134930,3,4,2,1,5,4,2,4,4,4,2,1,2,1
46588,1,4,3,2,1,2,4,3,1,2,2,2,2,1
108532,3,5,1,1,4,2,1,3,4,5,3,1,1,1
109846,3,4,3,1,1,5,4,2,3,2,2,2,2,1
101560,3,5,1,2,3,2,3,5,1,2,3,1,1,1
119726,4,2,4,5,4,3,2,1,3,1,1,1,1,1
42352,4,2,1,2,5,4,2,1,3,5,1,1,1,1
95028,5,4,2,2,5,2,1,1,3,2,2,1,1,1
53583,3,1,1,3,5,4,4,2,4,4,1,1,1,1
21879,5,1,1,1,3,5,5,1,3,3,1,1,1,3
33791,5,5,3,5,5,1,5,5,5,1,2,2,3,1
15051,3,3,3,5,3,5,1,3,5,3,1,1,2,1
70912,1,2,5,5,5,3,1,2,3,5,1,2,2,1
33659,5,5,3,5,3,3,5,1,5,3,2,2,3,1
19994,3,5,5,1,1,1,1,5,5,5,3,4,5,1
26232,5,3,1,1,1,5,3,3,3,5,1,1,1,1
12429,3,3,1,1,3,5,1,5,5,5,2,1,1,1
138501,4,2,3,5,5,1,5,2,1,1,1,1,1,1
75204,1,1,5,3,4,1,5,1,3,3,1,1,1,1
85783,2,2,2,1,4,4,5,3,5,5,1,1,1,1
66836,5,2,4,1,3,4,3,1,2,5,1,2,2,1
47777,4,3,3,1,2,3,3,2,2,2,1,2,2,1
1431,1,1,1,5,5,3,1,5,3,1,1,1,1,1
72028,3,2,1,4,3,2,5,4,1,3,2,1,1,1
69857,5,3,4,2,2,5,4,5,3,2,1,2,2,1
71395,4,2,3,3,3,3,3,2,3,2,1,1,1,1
116707,5,2,5,1,1,4,2,4,5,3,1,1,1,1
9300,3,1,3,1,5,1,1,5,5,5,1,1,1,3
100160,2,2,4,2,5,5,4,5,3,2,1,1,2,1
71984,4,5,4,5,2,3,2,1,2,2,3,4,4,1
3495,1,1,5,1,5,1,5,3,1,5,1,1,1,1
137683,1,1,4,3,3,1,1,3,5,3,1,1,1,1
1476,1,1,1,5,5,5,1,1,1,1,1,1,1,1
32446,5,5,3,1,1,3,5,1,3,3,2,2,3,1
45767,2,4,1,3,2,1,5,5,1,1,2,1,1,1
69150,3,2,2,4,1,5,4,3,3,2,1,1,1,1
106802,5,5,1,5,4,2,2,2,1,2,3,1,1,1
69149,2,3,5,5,2,5,3,3,4,4,2,2,2,1
134805,4,3,1,1,1,5,1,4,4,3,2,1,1,1
123870,4,2,1,2,3,3,2,1,3,4,1,1,1,1
114571,4,4,5,2,1,2,3,5,3,2,2,4,4,1
26616,5,3,1,3,1,1,3,1,3,1,1,1,1,1
126214,5,3,4,2,4,1,3,3,3,1,1,2,2,1
104889,2,1,4,2,5,5,2,2,5,4,1,1,1,1
39907,3,1,1,5,4,4,2,4,3,2,1,1,1,1
51779,2,3,1,1,5,3,1,4,2,4,1,1,1,1
117529,4,4,2,1,4,2,2,4,3,3,1,1,2,1
14947,3,3,3,5,3,1,3,3,1,3,2,2,2,1
92824,2,4,1,5,5,5,4,2,4,1,2,1,1,1
8497,3,1,1,5,1,3,1,3,3,1,1,1,1,3
5869,1,3,3,1,5,5,3,3,3,1,1,1,2,1
8253,3,1,1,3,3,5,5,5,5,1,1,1,1,3
64237,5,1,3,2,1,4,5,4,2,1,1,1,1,1
142454,2,3,3,4,3,3,4,5,4,4,3,2,2,1
22953,5,1,1,5,5,3,1,1,3,5,1,1,1,3
142350,3,1,5,1,2,2,4,3,3,5,1,1,1,1
61764,5,2,2,4,1,3,5,4,2,4,1,1,1,1
100685,1,4,4,3,2,1,1,5,4,5,1,2,3,1
9401,3,1,3,1,5,3,5,5,5,3,1,1,1,3
88939,2,3,2,5,2,4,1,1,1,1,2,1,2,1
97405,5,3,4,4,2,1,5,4,4,3,2,2,2,1
19389,3,5,3,3,5,3,5,3,5,1,2,3,3,1
15941,3,3,5,3,1,5,1,5,3,3,2,2,3,1
105980,4,4,5,5,1,4,3,3,1,4,2,3,3,1
87779,1,4,3,3,3,4,5,1,4,1,2,2,2,1
142325,3,1,4,1,5,1,3,1,3,1,1,1,1,2
33911,5,5,5,1,1,1,1,3,1,5,3,4,5,1
12397,3,3,1,1,3,3,5,3,3,3,2,1,1,1
141323,3,1,5,2,2,5,5,3,5,1,1,1,1,1
11181,3,1,5,3,1,5,1,1,5,5,1,1,1,4
65569,4,5,2,3,2,1,3,1,2,5,2,2,2,1
21965,5,1,1,1,5,3,1,3,5,1,1,1,1,3
123178,5,2,3,4,4,3,3,3,3,4,1,1,1,1
64194,3,3,4,3,1,3,3,1,3,5,2,2,2,1
114710,3,1,1,4,4,5,1,1,2,4,1,1,1,1
16380,3,3,5,5,1,1,5,1,5,1,1,2,3,1
136739,2,2,2,1,5,4,4,3,1,3,1,1,1,1
55840,3,2,4,1,1,5,3,5,3,4,1,1,1,1
17608,3,5,1,3,3,3,3,1,1,3,2,1,1,1
140422,1,2,4,3,4,3,5,1,2,1,1,1,1,1
90502,5,4,5,3,1,5,2,4,1,2,3,3,4,1
99627,2,4,2,3,1,2,5,4,3,5,2,1,2,1
101021,3,3,2,4,3,1,1,4,4,5,2,1,2,1
11065,3,1,5,3,1,1,1,3,3,1,1,1,1,3
130873,4,5,1,1,4,5,4,4,4,5,2,1,1,1
116108,3,4,5,1,2,2,4,5,3,2,2,3,3,1
107352,2,5,2,3,5,1,1,4,3,1,3,1,2,1
80860,5,1,4,4,5,2,1,3,2,5,1,1,1,1
105668,2,4,3,3,1,3,3,1,2,4,1,2,2,1
48670,4,2,4,5,1,3,4,4,5,2,1,1,1,1
62940,4,2,3,2,4,1,2,4,2,4,1,1,2,1
67817,4,4,2,1,3,3,4,3,3,2,1,1,1,1
36395,4,4,1,3,2,4,4,5,4,5,3,1,1,1
24891,5,1,5,1,3,5,3,3,3,5,1,1,1,3
104982,3,1,2,2,4,5,2,5,5,3,1,1,1,1
25165,5,1,5,3,1,3,1,5,1,3,1,1,1,5
88884,4,5,1,3,2,3,4,1,5,3,2,1,1,1
726,1,1,1,3,3,1,5,3,5,3,1,1,1,1
124874,4,4,3,5,2,2,5,4,4,2,2,2,2,1
71019,2,4,1,2,4,4,4,4,4,5,2,1,1,1
130822,1,1,5,4,3,2,5,1,3,1,1,1,1,1
39212,3,1,1,5,1,4,2,3,1,1,1,1,1,1
66037,3,2,1,2,1,3,2,1,2,2,1,1,1,1
40663,3,2,1,2,2,4,3,2,3,3,1,1,1,1
33622,5,5,3,5,3,3,1,3,3,1,2,2,3,1
88643,4,4,3,1,3,3,5,1,1,2,2,2,2,1
57293,1,1,2,4,3,1,5,4,3,4,1,1,1,1
122746,4,1,1,5,3,1,5,4,1,1,1,1,1,1
45468,4,1,1,2,3,3,2,3,3,4,1,1,1,1
33571,5,5,3,5,3,1,1,5,5,1,2,2,3,1
51787,4,1,5,2,3,3,5,4,2,2,1,1,1,1
93912,1,1,1,1,5,3,1,2,4,2,1,1,1,1
108713,2,4,5,5,2,2,3,5,5,4,2,3,4,1
113684,1,5,4,4,1,5,3,2,2,4,2,3,4,1
71816,2,1,1,3,2,4,2,4,2,4,1,1,1,1
20321,3,5,5,1,3,5,5,3,1,3,2,5,5,1
18983,3,5,3,3,1,3,1,3,3,3,2,2,3,1
91652,3,5,5,3,3,4,5,5,3,5,2,4,4,1
7896,3,1,1,1,5,5,3,5,1,5,1,1,1,3
12845,3,3,1,3,3,1,5,1,1,3,2,1,1,1
91207,4,2,3,1,5,1,5,5,5,4,1,1,1,1
37288,4,1,5,5,5,5,4,4,5,2,1,1,1,2
10636,3,1,5,1,1,3,5,5,1,1,1,1,1,3
138106,4,4,2,3,5,5,4,3,1,4,2,1,2,1
23822,5,1,3,3,3,3,1,3,5,3,1,1,1,5
21684,5,1,1,1,1,5,3,1,5,5,1,1,1,4
90289,3,2,4,4,2,5,5,4,4,2,2,2,2,1
102054,4,1,4,5,2,1,4,1,2,2,1,1,1,1
76493,5,3,1,2,5,4,5,2,4,4,2,1,1,1
117133,3,5,3,2,5,2,3,3,3,1,1,3,3,1
29788,5,3,5,3,1,1,5,5,3,5,1,2,3,1
100156,3,1,5,4,5,1,1,3,2,4,1,1,1,1
113967,1,5,1,3,2,4,1,1,2,1,2,1,1,1
77565,4,1,4,2,4,5,4,5,2,4,1,1,1,1
131076,2,4,2,3,4,5,2,2,5,1,1,1,1,1
35615,5,5,2,2,1,3,2,2,1,2,3,2,2,1
114025,1,3,2,5,3,5,1,1,4,2,2,1,1,1
143475,2,5,3,1,2,2,1,5,4,4,2,2,3,1
31227,5,5,1,1,5,3,5,3,1,3,2,1,1,1
19271,3,5,3,3,3,5,5,5,5,1,2,3,3,1
41485,1,4,4,3,4,2,4,2,5,3,2,2,3,1
123477,3,3,4,1,1,5,3,4,2,4,2,2,2,1
10705,3,1,5,1,1,5,5,5,5,1,1,1,1,3
41421,4,4,2,3,5,2,5,1,1,1,2,1,1,1
71352,3,5,3,5,2,3,2,5,3,3,2,2,2,1
132445,4,5,3,5,2,5,5,2,5,4,2,3,3,1
116493,2,4,2,3,1,5,2,2,2,3,2,1,1,1
56543,4,1,2,2,5,1,5,4,3,4,1,1,1,2
13660,3,3,1,5,5,5,1,5,5,3,2,1,1,1
102307,3,5,1,5,2,3,2,5,5,1,2,1,1,1
6113,1,3,3,3,3,5,1,5,5,5,1,1,2,1
29276,5,3,5,1,1,3,1,5,3,5,2,2,3,1
63515,1,4,4,2,5,5,4,3,4,5,2,2,3,1
100383,4,2,1,3,1,5,5,5,3,4,2,1,1,1
32571,5,5,3,1,3,1,5,3,3,5,2,2,3,1
62082,1,4,1,5,5,3,2,5,1,4,1,1,1,1
123119,2,5,1,2,5,5,2,4,4,2,3,1,1,1
26473,5,3,1,1,5,1,5,1,3,1,1,1,1,1
140266,5,4,3,2,1,5,3,2,1,5,2,1,2,1
78432,2,5,5,5,4,2,3,2,3,2,2,4,4,1
15582,3,3,5,1,3,5,1,5,1,1,2,2,3,1
57000,2,5,5,2,1,4,3,1,3,3,3,4,5,1
20773,3,5,5,3,3,3,3,3,5,1,2,5,5,1
1496,1,1,1,5,5,5,3,1,3,3,1,1,1,1
76685,5,2,5,2,2,3,4,3,4,5,1,1,2,1
83354,5,1,3,4,5,1,1,3,3,2,1,1,1,1
52451,2,3,1,1,4,3,1,3,2,2,1,1,1,1
38835,3,4,1,1,2,3,2,3,3,4,3,1,1,1
26402,5,3,1,1,3,5,3,3,1,3,1,1,1,1
85146,5,2,2,2,4,4,5,2,1,3,1,1,1,1
12829,3,3,1,3,3,1,3,3,1,1,1,1,1,1
123402,1,4,1,4,2,4,3,5,4,3,3,1,1,1
1627,1,1,3,1,1,3,5,1,1,5,1,1,1,1
58416,4,5,5,5,2,3,3,5,3,3,2,4,5,1
24143,5,1,3,5,1,1,5,5,1,5,1,1,1,4
124018,5,3,2,5,3,3,4,2,4,4,1,1,1,1
31578,5,5,1,3,3,3,5,1,3,5,2,1,1,1
142085,3,1,3,5,1,3,3,3,5,4,1,1,1,1
5287,1,3,1,3,5,5,5,5,1,5,1,1,1,1
132611,3,3,2,2,5,1,4,1,4,5,2,1,1,1
45308,4,5,1,1,5,4,4,5,3,5,2,1,1,1
129628,4,5,4,3,3,4,3,2,5,4,2,3,3,1
95107,2,5,2,5,1,1,3,4,2,5,3,2,2,1
18381,3,5,1,5,5,5,3,3,5,3,2,1,1,1
96762,4,3,1,3,5,3,2,5,5,4,1,1,1,1
106840,3,1,3,1,5,5,1,3,4,5,1,1,1,1
55929,3,2,5,5,4,1,5,4,5,2,1,2,2,1
113043,3,2,5,5,4,1,2,2,3,2,1,1,2,1
25837,5,1,5,5,3,3,3,5,1,5,1,1,1,3
135729,2,2,1,5,2,4,1,5,3,4,2,1,1,1
65552,2,5,5,3,5,3,5,5,2,5,2,4,5,1
85752,1,3,5,2,2,4,1,1,5,5,1,2,2,1
108321,5,4,2,3,5,5,5,5,2,5,1,1,2,1
134404,5,3,1,2,2,3,5,1,5,1,1,1,1,1
76330,4,2,3,4,4,5,3,1,1,5,1,1,1,1
101563,4,1,1,4,1,4,4,1,5,2,1,1,1,1
63308,4,3,4,5,5,5,5,4,2,1,1,2,2,1
24963,5,1,5,1,5,1,5,1,3,1,1,1,1,3
6378,1,3,3,5,3,5,3,3,3,1,1,1,2,1
61461,5,2,1,2,2,2,5,5,4,4,1,1,1,1
76267,2,2,1,4,2,4,4,4,2,2,1,1,1,1
45234,5,5,1,5,2,2,3,3,1,3,2,1,1,1
36481,4,1,1,3,1,1,2,5,2,1,1,1,1,1
100737,4,2,4,2,5,4,5,5,5,2,1,1,1,1
27199,5,3,1,5,1,3,1,3,5,3,2,1,1,1
15872,3,3,5,3,1,1,5,5,5,3,2,3,3,1
31365,5,5,1,3,1,3,1,3,1,5,3,1,1,1
37297,3,3,5,4,5,1,4,5,3,2,2,2,2,1
23811,5,1,3,3,3,3,1,1,3,1,1,1,1,3
128294,2,2,2,3,1,4,1,1,4,5,1,1,1,1
98429,3,4,4,3,1,4,5,4,3,4,3,3,3,1
114127,1,1,1,1,3,4,3,2,4,4,1,1,1,1
138408,1,1,1,2,3,1,4,5,1,1,1,1,1,1
123086,5,3,3,4,2,3,3,5,4,2,1,2,2,1
106291,4,5,5,5,5,5,4,4,3,1,1,3,5,1
55227,5,5,3,2,3,4,1,3,2,4,1,2,3,1
69170,2,1,3,1,2,4,5,1,3,3,1,1,1,1
58604,3,1,3,3,5,4,3,3,1,5,1,1,1,1
15971,3,3,5,3,1,5,5,3,1,1,1,2,3,1
65902,2,2,2,2,1,1,3,4,3,3,1,1,1,1
11686,3,1,5,5,1,3,5,1,5,1,1,1,1,2
63479,1,1,3,5,1,2,3,1,3,2,1,1,1,1
122876,5,5,1,5,4,2,1,4,1,5,3,1,1,1
33559,5,5,3,5,3,1,1,3,1,3,2,2,3,1
110299,3,1,4,2,4,4,4,1,1,4,1,1,1,2
64017,3,3,5,4,1,3,2,2,1,4,2,2,3,1
27139,5,3,1,5,1,1,1,3,1,3,2,1,1,1
141788,2,3,3,1,4,1,2,3,1,5,1,1,1,1
20767,3,5,5,3,3,3,3,1,3,3,2,5,5,1
91221,2,4,4,2,2,3,3,2,2,1,2,2,3,1
32711,5,5,3,1,5,1,1,3,1,5,2,2,3,1
109908,4,5,3,5,2,4,3,1,3,3,1,2,3,1
13316,3,3,1,5,1,5,3,5,3,5,1,1,1,1
115380,5,4,5,5,5,5,5,3,1,2,2,3,4,1
78358,3,1,5,1,2,1,4,3,5,2,1,1,1,1
142431,2,3,3,3,4,1,4,2,2,1,1,1,1,1
131839,4,2,2,4,5,4,3,3,5,2,1,1,1,1
124846,4,2,3,2,4,4,4,2,4,4,1,1,1,1
131487,3,2,2,3,4,5,4,2,5,4,1,1,1,1
1790,1,1,3,1,3,3,3,1,3,5,1,1,1,1
127010,3,3,4,3,1,3,1,1,4,5,2,2,3,1
9000,3,1,3,1,1,1,5,5,5,5,1,1,1,3
50389,2,5,1,5,1,3,3,2,5,5,2,1,1,1
91232,5,3,1,1,4,2,5,1,2,2,1,1,1,1
66567,4,4,4,2,1,3,5,2,5,5,1,2,3,1
45183,4,2,5,3,3,5,1,4,3,4,1,1,2,1
65197,4,3,4,3,5,1,2,1,5,3,1,2,2,1
75648,5,2,5,2,3,5,5,1,1,1,1,2,2,1
102776,4,5,1,5,4,1,1,1,5,3,1,1,1,1
85281,3,1,1,2,5,5,2,1,2,1,1,1,1,1
5798,1,3,3,1,5,1,3,5,1,1,1,1,2,1
109277,1,5,4,5,5,2,1,1,3,1,1,3,4,1
40292,2,3,5,1,3,3,1,4,3,1,2,2,3,1
32541,5,5,3,1,3,1,3,1,1,3,2,2,3,1
60,1,1,1,1,1,3,1,5,5,5,1,1,1,1
14264,3,3,3,3,1,3,1,1,5,1,1,1,2,1
126976,1,5,5,3,5,3,4,2,4,5,2,4,5,1
91757,5,2,3,3,1,4,5,2,5,3,1,1,1,1
63948,4,1,5,3,2,5,5,4,1,3,1,1,1,1
4959,1,3,1,1,5,5,1,3,3,1,1,1,1,1
141536,3,5,3,5,3,2,2,1,3,2,2,2,2,1
112518,4,1,3,4,1,3,3,5,1,2,1,1,1,2
104153,2,3,4,3,2,1,3,3,3,4,2,2,2,1
84692,3,5,1,2,5,5,3,3,3,5,2,1,1,1
75238,4,2,5,5,5,3,5,1,4,5,1,1,2,1
138249,3,4,5,5,2,1,2,5,3,2,2,2,3,1
41931,5,2,4,4,2,4,5,3,3,3,1,1,1,1
121149,2,1,3,5,4,4,4,3,4,1,1,1,1,1
143341,2,3,5,4,1,3,3,3,3,2,1,2,3,1
3331,1,1,5,1,3,1,5,5,5,3,1,1,1,1
31368,5,5,1,3,1,3,1,3,3,5,3,1,1,1
92157,3,4,1,1,4,5,4,1,2,2,2,1,1,1
124477,5,2,2,5,3,3,4,4,3,2,1,1,1,1
25715,5,1,5,5,1,5,3,1,3,1,1,1,1,3
95187,3,2,5,5,5,3,5,4,4,4,1,2,2,1
72455,1,2,4,3,5,1,4,1,5,4,1,1,2,1
49044,3,4,3,1,2,3,3,4,1,1,3,2,3,1
24124,5,1,3,5,1,1,3,5,1,5,1,1,1,4
100797,4,4,2,2,5,2,4,1,3,3,2,1,2,1
112243,1,4,2,4,2,3,3,4,4,2,2,1,2,1
38250,5,5,1,3,1,5,2,4,3,4,3,1,1,1
115534,2,5,2,3,5,4,2,4,2,1,1,1,1,1
15992,3,3,5,3,3,1,1,3,1,3,2,2,3,1
103630,4,2,3,2,1,1,5,2,2,5,1,1,2,1
68546,3,4,3,5,1,4,4,5,2,3,1,2,2,1
