,i,r̄,Mfac,rFac,f1,f2,f3,f4,pa,Sα,phaseAmplitude,t_char,rBLR,FHWM
54608,2,3,5,3,5,3,2,1,4,2,2,2,3,1
98586,3,5,4,2,3,1,1,3,5,5,1,3,4,1
70224,5,5,2,2,5,5,3,4,3,4,2,1,1,1
101346,4,5,2,1,5,4,4,3,1,2,2,1,2,1
12622,3,3,1,1,5,5,3,5,5,3,1,1,1,1
90697,5,5,2,1,2,3,4,1,1,3,3,1,2,1
126397,5,3,3,4,1,1,4,1,5,1,1,1,1,1
84236,1,5,1,3,5,2,4,4,4,1,2,1,1,1
36280,4,1,2,3,2,5,2,5,5,3,1,1,1,4
39045,5,5,4,4,5,1,2,5,1,3,2,3,4,1
133508,3,5,3,4,4,1,2,5,4,2,3,2,3,1
5496,1,3,1,5,5,3,5,3,1,1,1,1,1,1
70313,3,1,5,2,4,3,5,3,4,4,1,1,1,1
78672,1,5,4,4,3,2,2,1,3,2,2,3,4,1
95208,2,5,3,2,2,5,4,3,3,5,2,2,3,1
92240,3,3,2,3,4,2,1,4,5,2,1,1,2,1
42649,2,2,5,5,4,1,1,3,1,3,1,1,1,1
132588,3,3,2,5,4,5,5,4,4,3,2,1,1,1
37648,5,5,4,3,3,3,4,1,5,5,1,3,4,1
113214,5,1,4,3,5,5,5,4,4,4,1,1,1,1
141098,4,2,2,3,1,3,2,4,1,2,1,1,1,1
116691,3,2,2,1,1,3,5,2,3,2,1,1,1,1
134509,4,1,1,3,1,5,5,1,2,4,1,1,1,1
65642,2,4,5,5,4,5,1,5,4,5,3,2,4,1
83346,4,3,2,2,1,4,1,1,3,3,2,1,1,1
10284,3,1,3,5,3,3,5,5,1,3,1,1,1,5
74107,5,2,4,4,5,3,5,1,3,1,1,1,1,1
76072,4,2,5,2,4,3,2,1,3,5,1,2,2,1
100587,5,4,5,3,1,3,3,5,3,4,1,3,4,1
2101,1,1,3,3,1,1,5,5,3,1,1,1,1,1
475,1,1,1,1,5,5,3,3,3,5,1,1,1,1
135192,3,4,2,1,2,3,3,1,3,1,2,2,2,1
7449,3,1,1,1,1,1,5,5,3,1,1,1,1,3
31310,5,5,1,3,1,1,1,5,1,5,3,1,1,1
39901,1,4,5,5,2,5,3,3,5,5,1,3,4,1
106863,5,2,5,5,3,4,1,4,5,2,1,1,2,1
56537,4,3,1,3,5,3,1,2,3,4,2,1,1,1
60417,1,1,5,5,4,1,3,2,1,5,1,1,1,1
121869,4,3,3,1,1,4,3,4,1,5,2,2,2,1
51701,2,1,2,5,1,3,2,5,1,1,1,1,1,1
105113,1,1,3,4,2,2,4,4,4,5,1,1,1,1
42921,5,5,4,3,3,2,2,4,3,3,1,3,4,1
2865,1,1,3,5,3,3,5,3,3,5,1,1,1,1
104253,4,5,5,3,2,1,1,4,2,2,1,3,4,1
78938,4,4,3,4,4,4,1,3,5,5,1,2,2,1
128264,4,3,2,5,1,4,3,3,5,2,1,1,1,1
37091,1,3,5,2,4,3,4,5,4,5,2,2,2,1
128132,3,3,5,5,2,1,4,5,2,4,1,2,3,1
24580,5,1,3,5,5,5,5,5,5,5,1,1,1,3
71998,5,3,3,3,2,5,1,5,4,1,2,1,2,1
94600,5,2,4,1,5,4,4,5,2,4,1,1,2,1
116539,3,3,4,4,4,4,1,3,5,4,1,2,2,1
16813,3,3,5,5,5,5,3,3,5,5,1,2,3,1
22461,5,1,1,3,5,3,1,1,5,5,1,1,1,3
19384,3,5,3,3,5,3,5,1,5,3,2,3,3,1
125999,3,5,4,5,1,1,5,4,2,5,2,3,4,1
16445,3,3,5,5,1,3,5,5,5,1,2,3,3,1
123492,1,1,1,4,3,3,1,3,3,1,1,1,1,1
38618,5,3,1,2,1,4,1,1,3,2,2,1,1,1
13684,3,3,1,5,5,5,5,1,5,1,1,1,1,1
109684,1,3,4,4,4,1,1,4,1,4,2,2,2,1
68857,2,5,5,1,1,4,5,2,3,3,2,3,4,1
133666,3,4,2,4,4,3,4,1,4,2,2,2,2,1
106510,4,4,2,3,1,2,4,4,3,4,1,1,1,1
119389,3,5,1,5,2,4,1,2,1,4,3,1,1,1
6190,1,3,3,3,5,3,5,5,5,1,1,1,2,1
832,1,1,1,3,3,5,5,1,1,1,1,1,1,1
45686,3,2,5,5,2,3,1,1,1,3,1,1,2,1
15885,3,3,5,3,1,3,1,3,5,1,2,2,3,1
43477,1,3,1,5,2,1,2,4,4,5,1,1,1,1
136368,3,4,5,1,1,5,5,4,5,4,1,3,3,1
115798,4,4,2,4,4,2,5,5,3,5,2,1,2,1
85258,5,1,4,5,3,5,4,5,3,1,1,1,1,1
84384,4,4,4,2,2,2,4,4,3,3,1,2,3,1
36286,2,1,5,1,4,3,5,4,2,4,1,1,1,2
29764,5,3,5,3,1,1,3,5,1,1,1,2,3,1
33787,5,5,3,5,5,1,5,5,1,1,2,2,3,1
56246,5,5,5,3,2,3,2,3,4,5,2,3,4,1
140391,3,4,3,3,5,1,4,4,2,5,2,2,2,1
23681,5,1,3,3,1,3,3,5,3,1,1,1,1,1
15341,3,3,5,1,1,3,1,1,5,3,2,2,3,1
12212,3,3,1,1,1,3,5,1,1,1,1,1,1,1
119893,3,3,3,1,2,4,5,4,1,4,2,2,2,1
99007,5,4,4,4,2,5,3,5,4,5,2,2,3,1
79408,1,4,5,2,4,4,2,4,2,2,2,2,4,1
17537,3,5,1,3,3,1,1,1,1,3,2,1,1,1
124661,2,1,4,2,4,5,4,1,5,1,1,1,1,1
55660,3,5,2,5,2,2,3,5,2,2,2,2,2,1
66681,3,2,3,2,5,5,2,2,4,3,1,1,1,1
129051,3,2,3,1,5,5,4,4,3,2,1,1,1,1
81440,3,2,4,5,3,3,3,1,5,3,1,1,1,1
64613,2,4,1,3,2,1,1,3,5,1,1,1,1,1
71432,3,3,5,2,5,2,3,3,2,1,1,2,2,1
83330,3,2,1,4,1,4,2,4,3,1,1,1,1,1
98294,4,3,5,2,2,3,4,1,4,4,2,3,3,1
2413,1,1,3,3,5,1,1,1,5,5,1,1,1,1
36294,1,4,1,4,1,1,4,5,3,5,1,1,1,1
84597,2,4,4,4,2,4,3,3,3,2,1,2,3,1
50351,5,4,3,1,3,4,2,4,2,5,1,1,2,1
34586,5,5,5,3,1,5,5,1,1,1,2,4,5,1
120991,4,1,1,2,1,2,1,3,5,3,1,1,1,1
122981,3,4,4,5,5,1,4,2,2,2,1,2,3,1
130404,5,4,5,3,5,2,5,5,4,5,2,3,4,1
28437,5,3,3,3,3,3,5,3,1,3,1,1,2,1
70616,3,5,1,2,2,2,1,3,3,1,3,1,1,1
51001,5,3,4,3,5,2,3,2,5,3,1,1,2,1
50947,3,5,2,2,2,4,4,1,1,4,3,2,2,1
52954,3,4,1,2,1,3,1,1,2,2,2,1,1,1
131105,2,3,2,1,4,2,5,1,4,5,2,1,1,1
32771,5,5,3,1,5,3,1,3,5,1,2,2,3,1
14123,3,3,3,1,5,3,3,3,3,3,1,1,2,1
134275,5,5,1,2,5,2,4,4,5,2,1,1,1,1
51464,4,2,4,5,5,5,4,3,1,1,1,1,1,1
58213,4,3,3,1,3,2,4,1,2,2,1,2,2,1
6105,1,3,3,3,3,5,1,3,3,1,1,1,2,1
28167,5,3,3,1,5,5,5,5,5,1,1,1,2,1
115160,5,3,5,2,5,3,1,3,4,1,1,2,3,1
72463,1,4,3,5,1,2,5,1,1,2,2,2,2,1
26629,5,3,1,3,1,1,3,5,5,3,2,1,1,1
17914,3,5,1,5,1,1,3,5,5,5,3,1,1,1
142917,3,4,2,1,3,5,4,5,1,4,2,2,2,1
77745,2,5,4,3,5,1,4,3,1,2,3,3,4,1
25473,5,1,5,3,5,1,5,5,1,5,1,1,1,3
59421,2,1,4,2,5,1,3,5,2,1,1,1,1,1
99827,5,1,4,5,4,3,5,2,5,4,1,1,1,1
59475,3,5,4,3,1,4,3,1,4,1,2,3,3,1
106288,3,5,4,1,1,5,5,4,2,4,1,3,3,1
86737,2,4,3,4,2,1,2,1,2,1,2,2,2,1
106282,4,1,2,2,4,2,3,3,2,3,1,1,1,1
3726,1,1,5,3,1,5,1,1,1,1,1,1,1,1
126663,2,4,1,4,5,3,1,1,1,3,2,1,1,1
90789,5,2,2,3,3,5,2,4,4,2,1,1,1,1
27454,5,3,1,5,3,5,3,5,1,1,1,1,1,1
108057,3,5,5,3,5,3,2,5,2,3,2,3,5,1
23341,5,1,3,1,3,3,3,5,5,5,1,1,1,3
26033,5,1,5,5,5,3,5,3,3,3,1,1,1,5
142042,4,5,4,2,2,3,3,1,3,2,3,3,3,1
20571,3,5,5,3,1,3,1,5,3,1,3,4,5,1
79540,1,4,2,5,5,1,1,5,3,1,1,1,2,1
20871,3,5,5,3,5,1,1,5,1,1,2,4,5,1
142111,4,4,1,2,4,3,1,5,5,3,1,1,1,1
112201,3,5,5,1,4,3,5,5,1,5,3,4,5,1
77698,5,4,4,1,3,2,4,4,4,2,2,2,3,1
82814,3,4,3,1,4,2,3,4,4,5,1,2,2,1
128134,4,2,3,2,3,1,1,2,5,4,1,1,1,1
7803,3,1,1,1,5,3,1,3,3,3,1,1,1,3
116624,2,1,4,2,2,2,5,3,2,3,1,1,1,1
6570,1,3,5,1,1,5,1,3,3,3,1,2,3,1
26690,5,3,1,3,1,3,3,5,3,5,1,1,1,1
93961,5,3,1,4,3,5,5,2,1,4,2,1,1,1
141294,1,3,4,1,3,3,2,5,2,1,1,2,2,1
81287,4,1,1,4,5,1,4,1,3,2,1,1,1,1
9377,3,1,3,1,5,3,3,5,5,1,1,1,1,3
54822,4,2,3,2,1,5,5,5,5,5,1,1,1,1
60334,2,3,3,1,4,1,4,1,2,4,2,2,2,1
60819,5,2,2,4,3,2,3,5,2,3,1,1,1,1
5654,1,3,3,1,1,5,5,5,3,5,1,1,2,1
29712,5,3,5,1,5,5,3,3,5,3,1,2,3,1
56388,5,2,5,2,3,1,3,4,4,2,1,2,2,1
20621,3,5,5,3,1,5,1,1,5,3,3,4,5,1
51441,5,4,2,2,3,2,2,2,4,4,2,1,2,1
50821,5,1,1,5,4,4,1,1,2,5,1,1,1,1
130256,2,1,2,3,4,1,1,2,2,3,1,1,1,1
127929,3,2,4,4,4,1,1,3,4,1,1,1,2,1
80087,2,3,4,1,2,1,5,5,2,3,1,2,2,1
3427,1,1,5,1,3,5,3,5,5,1,1,1,1,1
5319,1,3,1,5,1,3,1,1,1,3,1,1,1,1
55346,2,2,5,3,5,2,3,4,1,4,1,1,2,1
122097,2,4,1,1,1,2,5,5,2,4,2,1,1,1
135908,4,2,1,3,1,3,3,2,1,3,1,1,1,1
56568,5,3,3,4,3,5,2,3,3,3,1,1,2,1
10180,3,1,3,5,3,1,1,3,5,5,1,1,1,3
123631,4,2,1,3,1,1,4,5,2,5,1,1,1,1
109348,3,5,2,1,5,4,5,2,2,3,2,2,2,1
45373,2,4,5,3,2,2,5,4,4,4,3,4,4,1
40900,3,4,4,3,3,1,4,3,5,2,2,2,3,1
47829,4,3,4,1,5,4,3,2,5,5,1,2,2,1
71826,3,3,5,5,4,4,5,2,2,5,2,3,3,1
95513,5,5,3,5,3,1,3,3,2,1,1,2,3,1
98392,2,4,1,4,2,1,3,3,3,2,1,1,1,1
143003,1,4,1,1,2,3,2,3,3,1,2,1,1,1
76240,5,3,2,1,4,5,1,5,4,3,1,1,2,1
7353,1,3,5,5,5,3,1,5,1,1,1,2,3,1
81589,4,5,2,2,3,4,2,4,1,5,2,2,2,1
72849,3,5,4,2,5,1,5,2,3,4,2,3,4,1
54445,3,2,4,1,2,2,1,2,3,3,1,1,1,1
22230,5,1,1,3,3,1,1,3,5,5,1,1,1,3
137878,4,5,5,2,1,2,5,3,4,5,3,4,5,1
32928,5,5,3,3,1,3,1,1,5,1,2,2,3,1
140689,3,2,5,1,1,5,4,1,5,5,1,2,2,1
33980,5,5,5,1,1,3,1,5,3,1,3,4,5,1
114764,5,3,3,5,3,3,3,4,5,4,1,1,2,1
26892,5,3,1,3,3,3,5,5,1,3,1,1,1,1
3009,1,1,3,5,5,3,1,3,5,5,1,1,1,1
117553,2,2,1,4,4,5,1,2,5,5,1,1,1,1
83010,2,1,1,1,2,3,5,3,1,5,1,1,1,1
67504,5,1,2,1,4,2,1,3,1,1,1,1,1,1
22232,5,1,1,3,3,1,1,5,1,5,1,1,1,3
120973,3,2,4,2,2,2,2,4,4,1,2,2,2,1
41984,2,2,5,4,1,4,1,2,5,5,1,1,2,1
36104,2,5,1,4,3,5,4,4,3,5,2,1,1,1
71272,2,5,3,3,4,2,5,5,1,2,2,2,2,1
53351,4,1,1,5,5,2,5,5,3,4,1,1,1,1
62780,3,1,4,2,5,4,5,2,3,1,1,1,1,1
58656,3,5,2,1,5,3,5,2,2,1,1,1,1,1
28749,5,3,3,5,1,3,1,1,5,1,2,1,2,1
55428,2,2,5,1,1,3,4,4,4,4,2,2,2,1
85615,2,4,3,4,1,3,3,4,3,3,2,2,2,1
53398,3,1,5,1,1,5,2,2,2,3,1,1,1,1
97692,4,2,5,4,2,3,3,5,5,1,1,2,2,1
58072,4,5,5,3,4,2,3,2,4,2,2,3,4,1
111445,2,5,5,1,2,2,2,5,5,4,1,3,5,1
137877,2,5,4,4,1,1,2,3,5,4,2,3,4,1
62307,1,1,5,3,4,2,1,1,3,2,1,1,1,1
1986,1,1,3,1,5,3,5,1,5,5,1,1,1,1
52288,4,2,1,1,2,3,3,4,2,1,1,1,1,1
113651,3,4,2,5,5,4,5,4,2,5,1,1,1,1
101257,5,1,4,3,2,5,2,3,3,3,1,1,1,1
82914,4,5,1,2,1,4,2,4,4,2,3,1,1,1
128643,4,5,1,2,2,2,5,1,5,4,1,1,1,1
8260,3,1,1,3,5,1,1,1,5,1,1,1,1,2
95781,3,5,3,4,3,4,4,3,3,2,2,3,3,1
13214,3,3,1,5,1,1,5,5,5,3,2,1,1,1
632,1,1,1,3,1,5,1,5,3,1,1,1,1,1
95431,2,4,5,1,2,1,1,2,4,3,3,2,3,1
52162,1,5,5,5,1,3,2,4,4,2,2,3,4,1
2434,1,1,3,3,5,1,3,1,3,5,1,1,1,1
74944,5,1,5,5,4,5,5,4,1,5,1,1,1,1
75106,5,3,4,1,4,4,3,3,3,3,1,2,2,1
79816,4,2,3,5,3,5,4,3,3,4,2,1,1,1
79343,3,1,5,1,2,5,4,2,3,3,1,1,1,2
78216,5,1,2,5,5,5,4,2,2,3,1,1,1,1
12329,3,3,1,1,3,1,3,5,5,3,2,1,1,1
2225,1,1,3,3,1,5,5,5,5,1,1,1,1,1
77635,5,2,3,2,4,4,3,4,3,4,1,1,1,1
68895,3,3,3,2,2,3,4,3,2,1,2,2,2,1
78298,3,5,3,5,5,5,1,3,1,2,2,2,3,1
67893,4,5,3,2,1,1,1,4,3,5,2,2,2,1
94332,1,3,3,2,3,3,1,1,2,4,1,1,2,1
134583,3,2,1,4,2,2,3,1,2,1,1,1,1,1
38469,5,2,4,4,2,1,2,5,1,5,1,1,2,1
24097,5,1,3,3,5,5,5,5,5,5,1,1,1,3
63363,5,5,3,4,4,1,5,1,4,3,2,2,3,1
87068,3,5,2,1,3,3,4,1,1,1,2,2,2,1
135836,4,3,5,5,5,2,2,1,2,1,1,2,3,1
95357,4,5,2,3,5,1,3,4,2,1,1,1,2,1
121503,5,1,1,1,2,5,1,4,3,2,1,1,1,2
104974,5,5,1,2,3,3,3,3,2,2,1,1,1,1
25314,5,1,5,3,3,3,1,5,3,5,1,1,1,3
49147,3,4,1,4,3,4,5,4,4,3,3,1,1,1
58386,1,2,5,1,5,3,3,3,3,1,1,2,2,1
20124,3,5,5,1,1,5,3,5,1,1,3,5,5,1
32466,5,5,3,1,1,5,1,1,3,5,3,2,3,1
56636,5,2,4,1,3,5,3,5,4,1,1,1,1,1
136662,1,3,2,4,2,2,1,3,1,5,1,1,2,1
73656,4,2,2,1,4,1,1,2,2,3,1,1,1,1
109754,1,4,3,4,4,1,1,1,5,2,1,1,2,1
87064,2,1,3,2,4,2,5,5,5,3,1,1,1,1
54049,2,3,3,5,1,3,3,3,1,2,2,2,2,1
37113,3,1,5,2,1,4,4,5,4,3,1,1,1,1
78498,3,3,2,5,1,3,3,4,2,2,1,1,1,1
71904,1,1,4,4,2,2,3,2,1,2,1,1,1,1
85926,3,4,4,3,5,5,2,3,3,5,2,2,3,1
14416,3,3,3,3,3,1,3,3,3,3,2,2,2,1
21881,5,1,1,1,3,5,5,1,5,1,1,1,1,3
114542,3,1,5,1,5,3,3,1,3,3,1,1,1,1
53659,3,2,4,5,3,3,5,5,3,4,1,1,1,1
16411,3,3,5,5,1,3,3,1,1,3,1,2,3,1
54073,3,1,2,4,3,5,1,1,2,4,1,1,1,1
23043,5,1,1,5,5,5,3,3,3,3,1,1,1,5
140547,1,4,1,3,4,4,1,3,2,1,1,1,1,1
21270,3,5,5,5,3,3,1,5,5,1,2,4,5,1
69603,4,5,5,1,2,4,3,3,2,1,3,4,5,1
57300,5,3,4,5,1,5,5,5,3,3,2,2,2,1
107800,2,2,1,5,4,3,3,3,3,5,1,1,1,1
63856,2,4,5,5,3,2,2,4,3,3,2,3,3,1
122534,5,3,4,2,1,4,4,2,3,2,1,2,2,1
136223,3,4,1,1,2,3,4,3,5,1,2,1,1,1
51824,5,1,5,1,3,5,3,3,2,4,1,1,1,1
58136,2,2,1,5,4,5,3,2,4,2,1,1,1,1
93335,4,1,2,2,4,4,1,1,1,5,1,1,1,2
22642,5,1,1,5,1,3,3,1,3,1,1,1,1,1
113571,2,3,5,5,4,5,5,4,1,1,2,2,3,1
29705,5,3,5,1,5,5,3,1,3,3,1,2,3,1
13838,3,3,3,1,1,5,3,3,5,1,1,1,2,1
99984,4,1,4,4,1,5,3,1,1,4,1,1,1,1
26491,5,3,1,1,5,3,1,1,1,3,1,1,1,1
2019,1,1,3,1,5,5,3,1,3,5,1,1,1,1
50472,3,1,1,1,5,2,2,5,1,4,1,1,1,1
40190,2,2,2,3,2,1,2,4,4,1,1,1,1,1
51561,2,3,1,3,2,5,2,1,4,3,2,1,1,1
114203,5,1,5,4,4,1,3,1,4,2,1,1,1,1
113356,1,3,1,1,5,2,5,4,1,3,2,1,1,1
1379,1,1,1,5,5,1,1,5,5,3,1,1,1,1
128194,2,4,2,1,5,4,2,5,3,1,1,1,1,1
103076,3,1,4,5,1,4,1,5,2,5,1,1,1,1
21774,5,1,1,1,3,1,5,5,5,5,1,1,1,3
129979,3,1,5,4,3,3,5,2,5,5,1,1,1,2
81692,3,5,2,1,1,5,4,4,5,1,1,2,2,1
8342,3,1,1,3,5,3,3,1,5,3,1,1,1,5
101057,1,2,3,5,1,2,1,2,4,2,1,1,2,1
92262,2,2,2,5,2,1,4,4,2,1,1,1,1,1
93631,4,3,4,1,2,1,2,4,3,5,2,2,2,1
22348,5,1,1,3,3,5,1,5,1,5,1,1,1,3
96976,5,1,3,3,2,4,2,2,1,3,1,1,1,1
20190,3,5,5,1,3,1,3,5,1,1,3,4,5,1
46364,3,2,5,1,1,5,3,5,1,2,1,2,2,1
123038,2,3,1,5,5,4,1,2,3,4,2,1,1,1
16865,3,5,1,1,1,1,3,5,1,3,3,1,1,1
49083,3,2,2,2,5,3,1,2,2,2,1,1,1,1
87062,2,5,3,1,4,2,1,3,5,1,1,2,3,1
124155,5,1,1,3,3,1,2,2,3,4,1,1,1,1
68154,4,3,4,4,1,5,1,1,2,1,1,2,2,1
76446,4,5,2,5,1,5,5,1,3,4,3,1,2,1
54028,4,3,4,2,2,3,3,1,1,2,2,2,2,1
59257,4,2,2,1,5,5,2,1,2,3,1,1,1,1
31124,5,5,1,1,5,1,1,1,3,3,2,1,1,1
119122,4,2,1,4,1,3,4,1,2,5,1,1,1,1
54309,4,3,4,4,4,4,5,3,5,1,1,2,3,1
63654,1,3,1,1,5,1,3,4,1,1,2,1,1,1
14997,3,3,3,5,3,3,1,5,3,1,2,1,2,1
125120,5,3,5,5,4,1,1,5,4,1,1,2,3,1
94135,2,1,2,1,4,1,4,3,3,2,1,1,1,1
26713,5,3,1,3,1,3,5,5,5,5,1,1,1,1
127271,2,3,4,3,3,4,1,1,4,3,1,2,2,1
30497,5,3,5,5,3,3,1,1,3,5,1,2,3,1
94357,5,1,4,1,3,1,4,3,4,4,1,1,1,1
104443,5,1,4,1,5,1,2,5,5,4,1,1,1,1
65746,1,4,3,3,3,4,2,5,3,2,2,1,2,1
89311,3,2,3,1,2,3,3,2,5,3,1,1,1,1
49845,5,1,3,3,2,3,2,5,5,2,1,1,1,1
132594,5,5,2,5,3,1,3,1,2,4,2,2,2,1
136075,4,3,1,2,3,3,1,5,1,1,2,1,1,1
62786,2,1,1,4,2,2,4,1,5,4,1,1,1,1
143331,2,2,1,3,5,5,1,2,3,4,1,1,1,1
44923,2,3,3,1,2,4,1,4,5,3,1,1,2,1
102522,2,3,3,1,5,2,1,2,3,1,2,1,2,1
108986,5,4,2,3,3,4,1,1,5,1,1,1,1,1
34395,5,5,5,1,5,5,3,3,1,1,2,4,5,1
94014,4,4,2,1,5,1,3,4,4,2,1,1,2,1
124503,2,3,1,4,1,3,3,3,1,1,2,1,1,1
59326,3,3,1,3,3,4,3,5,3,5,2,1,1,1
54449,5,3,4,5,5,4,1,3,3,2,1,2,2,1
131996,1,2,5,2,2,2,4,3,2,2,1,1,1,1
23444,5,1,3,1,5,1,3,1,1,3,1,1,1,3
87467,5,5,2,1,2,3,1,3,1,3,2,2,2,1
1895,1,1,3,1,5,1,1,5,1,5,1,1,1,1
127277,4,2,1,5,1,4,1,3,1,1,2,1,1,1
17325,3,5,1,1,5,5,1,5,5,5,2,1,1,1
58338,1,4,4,3,5,3,5,1,4,4,2,3,3,1
36228,1,2,1,2,2,4,1,4,2,5,1,1,1,1
29574,5,3,5,1,5,1,1,5,5,5,1,2,3,1
27322,5,3,1,5,3,1,1,3,1,3,1,1,1,1
139855,5,3,2,1,2,3,5,2,2,2,1,1,1,1
56633,2,1,4,1,2,4,4,4,5,5,1,1,1,1
112177,5,3,2,5,1,4,3,1,2,3,2,1,1,1
85151,3,3,4,1,2,4,1,2,4,2,2,2,3,1
131774,5,1,4,4,3,5,2,3,1,5,1,1,1,3
139924,5,5,2,4,2,1,3,3,2,2,2,1,1,1
13151,3,3,1,3,5,5,5,3,5,3,1,1,1,1
98669,4,5,3,4,5,4,2,3,2,5,2,2,3,1
87189,1,1,5,1,4,3,4,3,5,4,1,1,1,1
20617,3,5,5,3,1,5,1,1,1,5,3,4,5,1
30884,5,5,1,1,1,3,5,5,1,1,2,1,1,1
54605,5,3,4,5,5,5,4,3,1,5,1,2,2,1
24800,5,1,5,1,3,1,5,3,5,3,1,1,1,3
55626,3,3,1,4,5,3,2,5,1,4,2,1,1,1
111062,1,1,5,4,2,2,3,3,3,5,1,1,1,1
94120,4,3,1,3,5,5,2,1,4,5,1,1,1,1
25947,5,1,5,5,5,1,3,1,1,5,1,1,1,3
10843,3,1,5,1,3,5,1,5,5,1,1,1,1,3
104711,4,3,3,3,5,2,3,1,1,3,1,1,2,1
55882,5,3,1,2,5,3,1,5,3,3,2,1,1,1
63659,4,3,4,4,4,1,5,2,2,1,1,2,2,1
7366,1,3,5,5,5,3,5,3,1,5,1,2,3,1
50449,5,2,1,3,4,5,1,5,5,2,1,1,1,1
90044,3,5,2,2,5,2,5,5,4,4,2,1,1,1
20228,3,5,5,1,3,3,1,3,3,5,2,4,5,1
10913,3,1,5,1,5,1,3,3,1,3,1,1,1,3
7547,3,1,1,1,1,5,5,3,1,5,1,1,1,2
83812,5,1,2,2,1,3,5,3,1,4,1,1,1,2
116848,3,2,4,3,3,4,1,4,2,1,1,1,2,1
73563,4,4,1,3,5,2,4,1,2,5,1,1,1,1
84534,3,4,1,3,5,3,4,2,1,3,2,1,1,1
35642,5,2,1,1,3,1,1,1,4,3,1,1,1,1
76362,1,2,3,3,4,4,1,1,2,4,1,1,1,1
70003,2,5,1,5,5,2,3,5,4,5,2,1,1,1
63530,5,5,5,1,1,5,4,3,3,1,2,3,4,1
590,1,1,1,3,1,3,3,3,5,1,1,1,1,1
100711,2,2,2,1,1,2,3,3,3,2,1,1,1,1
4519,1,1,5,5,5,1,5,5,5,1,1,1,1,1
139538,3,3,5,2,2,2,3,1,5,4,1,3,3,1
60969,1,4,1,3,4,2,1,5,2,4,1,1,1,1
127617,5,1,3,4,1,2,1,2,2,5,1,1,1,2
7015,1,3,5,3,3,3,3,5,1,1,1,2,3,1
122343,1,3,1,4,4,2,1,5,5,3,1,1,1,1
55296,3,2,4,5,2,1,4,4,2,4,1,2,2,1
89365,3,3,3,3,1,4,4,1,4,5,1,2,2,1
143255,1,2,2,3,2,5,4,2,1,3,1,1,1,1
53081,4,4,1,5,1,1,2,1,4,5,3,1,1,1
54775,5,2,3,1,1,5,1,5,5,5,1,1,2,1
114987,1,2,4,4,5,5,2,4,4,4,1,1,1,1
61930,3,1,2,5,5,3,3,3,3,1,1,1,1,1
129636,5,2,1,1,1,2,4,3,3,1,1,1,1,1
71234,5,4,3,1,4,5,4,5,3,1,1,2,2,1
70551,5,2,2,4,4,2,3,1,2,2,1,1,1,1
75780,5,4,4,1,3,1,5,3,4,3,2,3,3,1
143372,2,3,1,4,2,5,3,5,5,3,1,1,1,1
98157,4,2,2,4,3,5,1,1,3,2,1,1,1,1
4833,1,3,1,1,3,3,5,3,1,5,1,1,1,1
125704,1,1,2,5,3,4,4,2,2,5,1,1,1,1
133342,1,4,4,3,4,4,1,1,5,1,1,2,3,1
131018,5,1,1,4,5,1,2,4,1,3,1,1,1,1
120047,3,2,2,3,2,4,3,3,5,5,1,1,1,1
55883,1,1,5,4,1,2,1,4,1,4,1,1,1,1
13139,3,3,1,3,5,5,3,5,5,1,1,1,1,1
136599,4,5,4,1,1,2,3,4,3,2,2,3,4,1
3817,1,1,5,3,3,1,3,3,5,5,1,1,1,1
87865,5,3,3,2,5,1,3,1,1,2,1,1,2,1
122410,5,2,1,3,2,5,4,4,5,4,1,1,1,1
87163,1,4,2,3,2,4,5,5,1,5,2,2,2,1
83246,3,5,1,5,2,3,1,3,3,1,1,1,1,1
39514,1,2,5,5,4,4,1,1,3,2,1,2,2,1
118609,3,2,3,4,1,5,2,1,3,2,1,1,2,1
121097,5,5,3,1,5,5,3,5,4,4,2,2,3,1
37281,2,5,4,2,2,4,1,2,2,1,2,3,4,1
101562,5,5,1,2,2,5,2,5,4,4,2,1,1,1
117857,4,5,1,2,1,5,4,3,3,4,3,1,1,1
17500,3,5,1,3,1,5,3,1,5,3,2,1,1,1
83617,5,4,2,3,1,4,5,1,5,2,1,1,2,1
56466,1,3,1,3,3,1,2,5,3,3,2,1,1,1
7320,1,3,5,5,5,1,1,3,3,1,1,2,3,1
24370,5,1,3,5,3,5,3,1,3,3,1,1,1,5
125731,2,2,4,3,5,2,2,4,1,5,1,1,1,1
4726,1,3,1,1,1,5,1,1,1,3,1,1,1,1
110121,1,3,3,2,2,1,3,2,1,1,2,1,2,1
15385,3,3,5,1,1,3,5,3,3,1,1,2,3,1
69340,2,1,4,4,5,2,2,2,3,2,1,1,1,1
69022,2,2,2,2,5,2,3,5,1,1,2,1,1,1
129100,2,4,4,2,1,2,3,3,4,1,2,2,3,1
55780,2,1,4,3,1,1,3,4,1,1,1,1,1,1
40655,3,3,5,4,5,2,5,1,1,4,2,2,3,1
67318,4,5,4,2,5,2,2,5,4,5,2,3,4,1
91412,3,3,4,5,3,5,5,5,1,5,2,2,2,1
45409,4,5,2,1,2,4,4,3,5,1,1,2,2,1
88259,4,2,1,5,4,5,5,4,4,3,1,1,1,1
6474,1,3,3,5,5,5,5,3,5,5,1,1,2,1
7175,1,3,5,5,1,3,1,3,5,5,1,2,3,1
74811,5,5,2,3,3,5,3,2,2,2,1,1,2,1
