i,r̄,Mfac,rFac,f1,f2,f3,f4,pa,Sα,singlePeak,doublePeak,rotation,phaseAmplitude,t_char,rBLR,FHWM
45.0,25250.0,5.0,100.0,0.0,0.5,0.0,0.5,360.0,-2.0,False,True,cw,2.3290215650476544e+16,4330.515123344681,7506.579785853431,1800.0000000000016
45.0,25250.0,5.0,100.0,0.0,0.5,0.0,1.0,0.0,2.0,True,False,cw,2.0555515867665064e+16,4332.56152073258,7510.508160037994,2400.0000000000023
45.0,25250.0,5.0,100.0,0.0,0.5,0.0,1.0,360.0,-2.0,False,True,cw,2.4433906520922944e+16,4330.39358088647,7506.579785853432,1800.0000000000016
45.0,25250.0,5.0,100.0,0.0,0.5,0.5,0.0,0.0,2.0,True,False,cw,1.544393346047783e+16,4335.684558914228,7515.96245662098,1800.0000000000018
45.0,25250.0,5.0,100.0,0.0,0.5,0.5,0.0,360.0,0.0,True,False,cw,2.02970940720031e+16,4333.621139877063,7512.385494366262,899.9999999999675
45.0,25250.0,5.0,100.0,0.0,0.5,0.5,0.5,0.0,2.0,True,False,cw,1.872441318914913e+16,5516.104671233059,7513.192638982231,2100.0000000000355
45.0,25250.0,5.0,100.0,0.0,0.5,0.5,0.5,360.0,0.0,True,False,cw,2.5822689466218508e+16,5514.266181234234,7509.034324711767,1499.9999999999682
45.0,25250.0,5.0,100.0,0.0,0.5,0.5,1.0,180.0,0.0,False,True,ccw,2.992937785089013e+16,5814.763305262964,7506.359080977402,1800.0000000000016
45.0,25250.0,5.0,100.0,0.0,0.5,1.0,0.0,0.0,-2.0,True,False,cw,1.7600685903810916e+16,4333.511860333716,7512.19605693512,1499.9999999999682
45.0,25250.0,5.0,100.0,0.0,0.5,1.0,0.0,360.0,-2.0,True,False,cw,1.7600685903810912e+16,4333.511860333716,7512.19605693512,1499.9999999999682
45.0,25250.0,5.0,100.0,0.0,0.5,1.0,0.5,0.0,0.0,True,False,cw,2.341278973624603e+16,5025.774509036638,7510.852456393881,1200.0000000000011
45.0,25250.0,5.0,100.0,0.0,0.5,1.0,0.5,180.0,2.0,True,False,ccw,1.7016673103653738e+16,5028.122193692861,7514.883080041373,1800.0000000000016
45.0,25250.0,5.0,100.0,0.0,0.5,1.0,1.0,0.0,0.0,True,False,cw,2.6982346365341584e+16,5562.366274033388,7508.955887401857,1499.9999999999682
45.0,25250.0,5.0,100.0,0.0,0.5,1.0,1.0,360.0,0.0,True,False,cw,2.6982346365341576e+16,5562.366274033388,7508.955887401857,1499.9999999999682
45.0,25250.0,5.0,100.0,0.0,1.0,0.0,0.0,180.0,-2.0,False,True,ccw,2.048676472595169e+16,4331.54728491624,7508.790441309649,1800.0000000000016
45.0,25250.0,5.0,100.0,0.0,1.0,0.0,0.0,360.0,0.0,False,True,cw,3.0780634616517584e+16,4331.609470684739,7508.898241103439,1800.0000000000016
45.0,25250.0,5.0,100.0,0.0,1.0,0.0,0.5,0.0,2.0,True,False,cw,1.0171383365649226e+16,4332.648122080384,7510.545088434611,2400.0000000000023
45.0,25250.0,5.0,100.0,0.0,1.0,0.0,1.0,0.0,-2.0,False,True,cw,2.329021565047655e+16,4330.515123344681,7506.579785853431,1800.0000000000016
45.0,25250.0,5.0,100.0,0.0,1.0,0.0,1.0,180.0,2.0,True,False,ccw,1.6591026655521456e+16,4332.584867276918,7510.508160037994,2400.0000000000023
45.0,25250.0,5.0,100.0,0.0,1.0,0.5,0.0,0.0,0.0,True,False,cw,1.7590667513695408e+16,4333.56325223868,7512.285145433842,600.0000000000006
45.0,25250.0,5.0,100.0,0.0,1.0,0.5,0.0,180.0,2.0,True,False,ccw,1.3399585692896242e+16,4335.561572914026,7515.74925887847,1200.0000000000011
45.0,25250.0,5.0,100.0,0.0,1.0,0.5,0.5,0.0,2.0,True,False,cw,1.7254776797134748e+16,5333.24855037559,7512.891184241193,1499.9999999999682
45.0,25250.0,5.0,100.0,0.0,1.0,0.5,0.5,360.0,-2.0,False,True,cw,1.6645182076255948e+16,5332.6975398215845,7509.384244890923,899.9999999999675
45.0,25250.0,5.0,100.0,0.0,1.0,0.5,1.0,360.0,-2.0,False,True,cw,2.2761592799149496e+16,5620.017703061915,7507.172235191478,1800.0000000000016
45.0,25250.0,5.0,100.0,0.0,1.0,1.0,0.0,180.0,-2.0,True,False,ccw,1.6014190450999308e+16,4333.4850879973255,7512.149646761031,1499.9999999999682
45.0,25250.0,5.0,100.0,0.0,1.0,1.0,0.0,360.0,2.0,True,False,cw,1.5443933460477826e+16,4335.684558914228,7515.96245662098,1800.0000000000018
45.0,25250.0,5.0,100.0,0.0,1.0,1.0,1.0,0.0,-2.0,False,True,cw,1.948739693107513e+16,5515.417310657925,7509.314846574981,1800.0000000000016
45.0,25250.0,5.0,100.0,0.0,1.0,1.0,1.0,180.0,0.0,True,False,ccw,2.582268946621851e+16,5514.266181234234,7509.034324711767,1499.9999999999682
45.0,25250.0,5.0,100.0,0.5,0.0,0.0,0.0,0.0,-2.0,True,False,cw,1.5394830889123466e+16,4334.350762346468,7513.650303882046,1200.0000000000011
45.0,25250.0,5.0,100.0,0.5,0.0,0.0,0.0,360.0,-2.0,True,False,cw,1.539483088912346e+16,4334.350762346468,7513.650303882046,1200.0000000000011
45.0,25250.0,5.0,100.0,0.5,0.0,0.0,0.5,180.0,2.0,True,False,ccw,1.6648790136002044e+16,4335.174248428312,7515.077827123324,1800.0000000000016
45.0,25250.0,5.0,100.0,0.5,0.0,0.0,1.0,0.0,0.0,True,False,cw,2.7707622304552536e+16,4331.903749935362,7509.408377800281,1500.0000000000346
45.0,25250.0,5.0,100.0,0.5,0.0,0.0,1.0,360.0,2.0,True,False,cw,1.8838912440782536e+16,4334.419702231621,7513.769812020042,2400.0000000000023
45.0,25250.0,5.0,100.0,0.5,0.0,0.5,0.0,180.0,2.0,True,False,ccw,1.657733701263024e+16,6255.31727159873,7517.189084571958,1800.0000000000016
45.0,25250.0,5.0,100.0,0.5,0.0,0.5,0.5,0.0,-2.0,True,False,cw,2.0465773776056268e+16,5632.818557373053,7510.821426029822,1800.0000000000016
45.0,25250.0,5.0,100.0,0.5,0.0,0.5,0.5,180.0,2.0,True,False,ccw,1.771044225825804e+16,5634.02592836805,7515.077827123322,1800.0000000000016
45.0,25250.0,5.0,100.0,0.5,0.0,0.5,1.0,0.0,-2.0,False,True,cw,2.259243299062166e+16,5260.599379224327,7509.609323584729,1800.0000000000016
45.0,25250.0,5.0,100.0,0.5,0.0,0.5,1.0,360.0,-2.0,False,True,cw,2.2592432990621656e+16,5260.599379224327,7509.609323584729,1800.0000000000016
45.0,25250.0,5.0,100.0,0.5,0.0,1.0,0.0,180.0,-2.0,True,False,ccw,2.023884882235959e+16,5779.523392913984,7512.24246610409,1800.0000000000016
45.0,25250.0,5.0,100.0,0.5,0.0,1.0,0.0,360.0,0.0,True,False,cw,2.365193013332162e+16,5778.875974889544,7512.485844127647,1200.0000000000011
45.0,25250.0,5.0,100.0,0.5,0.0,1.0,0.5,0.0,2.0,True,False,cw,2.0966972639066264e+16,6423.162822034017,7514.996826409738,1800.0000000000016
45.0,25250.0,5.0,100.0,0.5,0.0,1.0,0.5,360.0,0.0,True,False,cw,2.50633889604896e+16,6421.466438116286,7510.863318309948,1200.0000000000011
45.0,25250.0,5.0,100.0,0.5,0.0,1.0,1.0,180.0,-2.0,False,True,ccw,2.4702822402343496e+16,6189.179090220749,7509.60932358473,1800.0000000000016
45.0,25250.0,5.0,100.0,0.5,0.0,1.0,1.0,360.0,2.0,True,False,cw,2.194644367143824e+16,6188.560092397686,7513.76981202004,2400.0000000000023
45.0,25250.0,5.0,100.0,0.5,0.5,0.0,0.0,180.0,-2.0,True,False,ccw,1.1546123166842584e+16,4334.387170706084,7513.43484751004,1200.0000000000011
45.0,25250.0,5.0,100.0,0.5,0.5,0.0,0.0,360.0,2.0,True,False,cw,9796452807047036.0,4336.871721366705,7517.974191300378,1200.0000000000011
45.0,25250.0,5.0,100.0,0.5,0.5,0.0,0.5,180.0,0.0,True,False,ccw,2.106896943128785e+16,4332.727668323792,7510.764313160645,1200.0000000000011
45.0,25250.0,5.0,100.0,0.5,0.5,0.0,0.5,360.0,2.0,True,False,cw,1.4301395849771908e+16,4335.19297368335,7515.077827123322,1800.0000000000016
45.0,25250.0,5.0,100.0,0.5,0.5,0.0,1.0,180.0,-2.0,False,True,ccw,2.090634212524056e+16,4332.089132823986,7509.60932358473,1800.0000000000016
45.0,25250.0,5.0,100.0,0.5,0.5,0.0,1.0,360.0,0.0,True,False,cw,2.586011342849321e+16,4331.933544776425,7509.408377800283,1500.0000000000346
45.0,25250.0,5.0,100.0,0.5,0.5,0.5,0.0,0.0,2.0,True,False,cw,1.5663945163182394e+16,6120.962150167467,7516.914151899618,1499.9999999999682
45.0,25250.0,5.0,100.0,0.5,0.5,0.5,0.0,360.0,-2.0,True,False,cw,1.8347637916655024e+16,6119.228564883869,7512.458017028832,1499.9999999999682
45.0,25250.0,5.0,100.0,0.5,0.5,0.5,0.5,0.0,0.0,True,False,cw,2.10696491890356e+16,5631.920320911871,7510.764313160647,1200.0000000000011
45.0,25250.0,5.0,100.0,0.5,0.5,0.5,0.5,360.0,-2.0,True,False,cw,1.856013438597957e+16,5632.915814396301,7510.821426029822,1800.0000000000016
45.0,25250.0,5.0,100.0,0.5,0.5,0.5,1.0,0.0,0.0,True,False,cw,2.5858981495668724e+16,5259.573231300202,7509.408377800283,1500.0000000000346
45.0,25250.0,5.0,100.0,0.5,0.5,0.5,1.0,360.0,-2.0,False,True,cw,2.117252776423944e+16,5260.6688438204055,7509.60932358473,1800.0000000000016
45.0,25250.0,5.0,100.0,0.5,0.5,1.0,0.0,180.0,-2.0,True,False,ccw,1.9130911379364504e+16,5779.512279388141,7512.196056935121,1499.9999999999682
45.0,25250.0,5.0,100.0,0.5,0.5,1.0,0.5,0.0,0.0,True,False,cw,2.5197971891152e+16,6390.405989615043,7510.818862588295,1200.0000000000011
45.0,25250.0,5.0,100.0,0.5,0.5,1.0,0.5,360.0,2.0,True,False,cw,2.056561451009031e+16,6391.9214631834775,7514.801914062796,1800.0000000000016
45.0,25250.0,5.0,100.0,0.5,0.5,1.0,1.0,180.0,2.0,True,False,ccw,2.0610261947755864e+16,6186.96156568993,7513.770519539159,2400.0000000000023
45.0,25250.0,5.0,100.0,0.5,1.0,0.0,0.0,180.0,-2.0,True,False,ccw,8969901370323136.0,4334.383470347903,7512.959536220282,1200.0000000000011
45.0,25250.0,5.0,100.0,0.5,1.0,0.0,0.5,0.0,-2.0,True,False,cw,1.5323186866327724e+16,4332.913399957479,7510.821426029822,1800.0000000000016
45.0,25250.0,5.0,100.0,0.5,1.0,0.0,0.5,180.0,0.0,True,False,ccw,1.858987387191357e+16,4332.769397067351,7510.764313160646,1200.0000000000011
45.0,25250.0,5.0,100.0,0.5,1.0,0.0,0.5,360.0,2.0,True,False,cw,1.195400156354184e+16,4335.211698938388,7515.077827123323,1800.0000000000016
45.0,25250.0,5.0,100.0,0.5,1.0,0.0,1.0,180.0,0.0,True,False,ccw,2.4012604552433824e+16,4331.963339617488,7509.408377800281,1500.0000000000346
45.0,25250.0,5.0,100.0,0.5,1.0,0.0,1.0,360.0,2.0,True,False,cw,1.5139535487073984e+16,4334.446432960169,7513.76981202004,2400.0000000000023
45.0,25250.0,5.0,100.0,0.5,1.0,0.5,0.0,180.0,-2.0,False,True,ccw,1.65087559327754e+16,5844.544468506024,7512.170732529463,1499.9999999999682
45.0,25250.0,5.0,100.0,0.5,1.0,0.5,0.0,360.0,2.0,True,False,cw,1.5156219951088724e+16,5845.543387300784,7516.421811383847,1800.0000000000018
45.0,25250.0,5.0,100.0,0.5,1.0,0.5,0.5,360.0,0.0,True,False,cw,1.9372773952992524e+16,5602.826490303689,7510.6996217311535,1200.0000000000011
45.0,25250.0,5.0,100.0,0.5,1.0,0.5,1.0,0.0,2.0,True,False,cw,1.611647798037771e+16,5261.516628043203,7513.769812020043,2400.0000000000023
45.0,25250.0,5.0,100.0,0.5,1.0,0.5,1.0,360.0,-2.0,False,True,cw,2.0071839557119588e+16,5260.738308416485,7509.60932358473,1800.0000000000016
45.0,25250.0,5.0,100.0,0.5,1.0,1.0,0.0,0.0,0.0,True,False,cw,2.383965037111848e+16,5778.812117542031,7512.385494366264,899.9999999999675
45.0,25250.0,5.0,100.0,0.5,1.0,1.0,0.0,180.0,2.0,True,False,ccw,1.744433849830802e+16,5780.551347447081,7515.9624566209795,1800.0000000000018
45.0,25250.0,5.0,100.0,0.5,1.0,1.0,0.5,0.0,2.0,True,False,cw,1.9394880366727704e+16,6174.691614896907,7514.538497661377,2100.0000000000355
45.0,25250.0,5.0,100.0,0.5,1.0,1.0,0.5,360.0,0.0,True,False,cw,2.4363434605254224e+16,6173.464736244789,7510.765629022264,1200.0000000000011
45.0,25250.0,5.0,100.0,0.5,1.0,1.0,1.0,180.0,0.0,True,False,ccw,2.503454421179252e+16,6080.085347921961,7509.447581260442,1499.9999999999682
45.0,25250.0,5.0,100.0,0.5,1.0,1.0,1.0,360.0,2.0,True,False,cw,1.993943955779164e+16,6081.389104123819,7513.724726844486,2400.0000000000023
45.0,25250.0,5.0,100.0,1.0,0.0,0.0,0.0,180.0,0.0,True,False,ccw,1.5067259494905506e+16,4334.513379441966,7513.932202615214,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,0.0,0.0,0.5,0.0,0.0,True,False,cw,2.018191342252233e+16,4333.370846874979,7511.951608371731,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,0.0,0.0,0.5,180.0,2.0,True,False,ccw,1.5043040559047004e+16,4335.835386288823,7516.223917728099,1800.0000000000016
45.0,25250.0,5.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,cw,2.3548064990662184e+16,4332.685939580234,7510.764313160646,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,0.0,0.0,1.0,180.0,2.0,True,False,ccw,1.6648790136002044e+16,4335.174248428312,7515.077827123324,1800.0000000000016
45.0,25250.0,5.0,100.0,1.0,0.0,0.5,0.0,0.0,0.0,True,False,cw,1.6479462487592288e+16,5402.613689060886,7513.708883335245,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,0.0,0.5,0.0,360.0,-2.0,True,False,cw,1.5402735674901904e+16,5402.491733631794,7513.425119209928,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,0.0,0.5,0.5,0.0,2.0,True,False,cw,1.5044316233878998e+16,5148.13979920316,7516.223917728102,1800.0000000000016
45.0,25250.0,5.0,100.0,1.0,0.0,0.5,0.5,360.0,0.0,True,False,cw,2.018339642400475e+16,5145.638296796023,7511.951608371731,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,0.0,0.5,1.0,360.0,-2.0,True,False,cw,1.912558364733653e+16,4982.768721642019,7510.821426029825,1800.0000000000016
45.0,25250.0,5.0,100.0,1.0,0.0,1.0,0.0,0.0,2.0,True,False,cw,1.657733701263024e+16,6255.31727159873,7517.189084571958,1800.0000000000016
45.0,25250.0,5.0,100.0,1.0,0.0,1.0,0.5,0.0,2.0,True,False,cw,1.6556241603936352e+16,5960.444212117494,7516.223917728099,1800.0000000000016
45.0,25250.0,5.0,100.0,1.0,0.0,1.0,0.5,360.0,-2.0,True,False,cw,1.8549326035554308e+16,5958.551713872265,7511.882150405723,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,0.0,1.0,1.0,0.0,0.0,True,False,cw,2.354874474841e+16,5631.878592168313,7510.764313160646,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,0.0,1.0,1.0,360.0,-2.0,True,False,cw,2.0465773776056264e+16,5632.818557373053,7510.821426029822,1800.0000000000016
45.0,25250.0,5.0,100.0,1.0,0.5,0.0,0.0,0.0,2.0,True,False,cw,1.126035208833216e+16,4336.924684888705,7518.087122063355,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,0.5,0.0,0.0,360.0,-2.0,True,False,cw,1.3470477027983014e+16,4334.391252616477,7513.582066161368,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,0.5,0.0,0.5,180.0,-2.0,True,False,ccw,1.5342129441831156e+16,4333.39156835142,7511.882150405722,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,0.5,0.0,1.0,0.0,-2.0,True,False,cw,1.7066801513188268e+16,4332.767514422608,7510.821426029821,1800.0000000000016
45.0,25250.0,5.0,100.0,1.0,0.5,0.0,1.0,180.0,0.0,True,False,ccw,2.2308517210974984e+16,4332.706803952014,7510.764313160645,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,0.5,0.5,0.0,180.0,-2.0,True,False,ccw,1.3535949418362844e+16,5388.8085592417065,7513.338564217151,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,0.5,0.5,0.0,360.0,0.0,True,False,cw,1.5310838196019526e+16,5388.835206588991,7513.621982957839,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,0.5,0.5,0.5,180.0,-2.0,True,False,ccw,1.5857111331843708e+16,5146.002035733443,7511.882150405723,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,0.5,0.5,1.0,0.0,-2.0,True,False,cw,1.8172763952298256e+16,4982.817350153642,7510.821426029822,1800.0000000000016
45.0,25250.0,5.0,100.0,1.0,0.5,0.5,1.0,180.0,2.0,True,False,ccw,1.5476069486478588e+16,4984.6094510257,7515.077827123322,1800.0000000000016
45.0,25250.0,5.0,100.0,1.0,0.5,1.0,0.0,0.0,-2.0,True,False,cw,1.841315700234324e+16,6216.615486281983,7512.650164104636,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,0.5,1.0,0.0,180.0,0.0,True,False,ccw,2.079439423772272e+16,6216.067558449095,7512.925122223634,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,0.5,1.0,0.5,180.0,-2.0,True,False,ccw,1.755700427848138e+16,5952.671808737089,7511.860882558582,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,0.5,1.0,0.5,360.0,0.0,True,False,cw,1.908474884643698e+16,5951.976081334919,7511.930374327642,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,0.5,1.0,1.0,180.0,-2.0,True,False,ccw,1.951295408101788e+16,5632.8671858846765,7510.821426029822,1800.0000000000016
45.0,25250.0,5.0,100.0,1.0,0.5,1.0,1.0,360.0,2.0,True,False,cw,1.6687654245706902e+16,5634.035290995569,7515.077827123323,1800.0000000000016
45.0,25250.0,5.0,100.0,1.0,1.0,0.0,0.0,180.0,2.0,True,False,ccw,9796452807047036.0,4336.871721366705,7517.974191300378,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,1.0,0.0,0.5,0.0,2.0,True,False,cw,1.2330739406526036e+16,4335.858807911993,7516.223917728102,1800.0000000000016
45.0,25250.0,5.0,100.0,1.0,1.0,0.0,0.5,360.0,-2.0,True,False,cw,1.3776388142042602e+16,4333.452357594623,7511.882150405723,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,1.0,0.0,1.0,0.0,0.0,True,False,cw,2.1068969431287856e+16,4332.727668323792,7510.764313160645,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,1.0,0.0,1.0,360.0,-2.0,True,False,cw,1.648559663090144e+16,4332.816142934232,7510.821426029822,1800.0000000000016
45.0,25250.0,5.0,100.0,1.0,1.0,0.5,0.0,0.0,0.0,True,False,cw,1.4705088407249324e+16,5350.0510195336265,7513.411971699188,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,1.0,0.5,0.0,360.0,-2.0,True,False,cw,1.331757497266756e+16,5350.189332351828,7513.129078171115,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,1.0,0.5,0.5,0.0,0.0,True,False,cw,1.7193186037269444e+16,5145.690475200898,7511.951608371731,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,1.0,0.5,0.5,360.0,-2.0,True,False,cw,1.4705907356697224e+16,5146.062824976647,7511.882150405722,1200.0000000000011
45.0,25250.0,5.0,100.0,1.0,1.0,0.5,1.0,180.0,2.0,True,False,ccw,1.4387188726672906e+16,4984.618813653218,7515.077827123323,1800.0000000000016
45.0,25250.0,5.0,100.0,1.0,1.0,1.0,0.0,0.0,-2.0,True,False,cw,1.8347637916655028e+16,6119.228564883869,7512.458017028832,1499.9999999999682
45.0,25250.0,5.0,100.0,1.0,1.0,1.0,0.0,360.0,-2.0,True,False,cw,1.8347637916655024e+16,6119.228564883869,7512.458017028832,1499.9999999999682
45.0,25250.0,5.0,100.0,1.0,1.0,1.0,0.5,0.0,2.0,True,False,cw,1.5042405596132272e+16,5907.23953071803,7516.029532419643,1800.0000000000016
45.0,25250.0,5.0,100.0,1.0,1.0,1.0,0.5,360.0,-2.0,True,False,cw,1.7325397575456316e+16,5905.731009849091,7511.729938964264,1499.9999999999682
45.0,25250.0,5.0,100.0,1.0,1.0,1.0,1.0,0.0,2.0,True,False,cw,1.5808221918242034e+16,5634.044653623089,7515.077827123324,1800.0000000000016
45.0,25250.0,5.0,100.0,1.0,1.0,1.0,1.0,360.0,-2.0,True,False,cw,1.856013438597957e+16,5632.915814396301,7510.821426029822,1800.0000000000016
45.0,50000.0,0.05,2.0,0.0,0.0,0.0,0.5,0.0,2.0,True,False,cw,4.713873016920933e+16,85.7722830534426,148.6873065806668,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.0,0.0,0.5,360.0,2.0,True,False,cw,4.713873016920933e+16,85.7722830534426,148.6873065806668,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.0,0.0,1.0,180.0,0.0,True,False,ccw,4.747757108558021e+16,85.77422038455775,148.6906649679594,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.0,0.5,0.0,0.0,-2.0,True,False,cw,3.680707803530118e+16,85.7826199692317,148.7052257511997,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.0,0.5,0.0,360.0,-2.0,True,False,cw,3.6807078035301176e+16,85.7826199692317,148.7052257511997,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.0,0.5,0.5,0.0,0.0,True,False,cw,4.4916047454817576e+16,110.43184088102252,148.69770535308703,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.0,0.5,0.5,180.0,2.0,True,False,ccw,4.511619609714961e+16,110.42694919924072,148.6954652766861,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.0,0.5,1.0,0.0,0.0,True,False,cw,4.746075962838198e+16,117.06240018083568,148.69113056500683,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.0,0.5,1.0,180.0,2.0,True,False,ccw,4.711676251542323e+16,117.05177952636984,148.68780051299524,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.0,1.0,0.0,0.0,0.0,True,False,cw,3.657533587497406e+16,85.78261958261696,148.7052250809983,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.0,1.0,0.0,180.0,2.0,True,False,ccw,3.671406239075784e+16,85.78261916894003,148.70522436388427,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.0,1.0,0.5,0.0,2.0,True,False,cw,3.899921568672973e+16,99.54488189677768,148.70108059706615,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.0,1.0,0.5,360.0,2.0,True,False,cw,3.899921568672973e+16,99.54488189677768,148.70108059706615,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.0,1.0,1.0,180.0,-2.0,True,False,ccw,4.524750687731242e+16,110.4345282710426,148.6954897053945,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.5,0.0,0.0,0.0,-2.0,True,False,cw,4.481270004424541e+16,85.77516787470599,148.69230745377345,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.5,0.0,0.0,360.0,-2.0,True,False,cw,4.481270004424541e+16,85.77516787470599,148.69230745377345,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.5,0.0,0.5,0.0,2.0,True,False,cw,4.058090832875109e+16,85.77460560817151,148.6873065806668,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.5,0.0,0.5,360.0,2.0,True,False,cw,4.058090832875107e+16,85.77460560817151,148.6873065806668,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.5,0.0,1.0,180.0,2.0,True,False,ccw,4.385981924898042e+16,85.77344433080705,148.6873065806668,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.5,0.5,0.0,0.0,-2.0,True,False,cw,3.1223012313193824e+16,85.77582243770168,148.69344214676929,899.9999999999675
45.0,50000.0,0.05,2.0,0.0,0.5,0.5,0.0,360.0,-2.0,True,False,cw,3.1223012313193816e+16,85.77582243770168,148.69344214676929,899.9999999999675
45.0,50000.0,0.05,2.0,0.0,0.5,0.5,0.5,0.0,0.0,True,False,cw,4.036203956020742e+16,109.1751333919579,148.6887912253293,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.5,0.5,0.5,180.0,2.0,True,False,ccw,4.053826990373979e+16,109.16825243419368,148.68660235784705,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.5,0.5,1.0,0.0,2.0,True,False,cw,4.39283299756949e+16,115.13374985028902,148.6868118248055,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.5,0.5,1.0,360.0,0.0,True,False,cw,4.421098719548474e+16,115.14073558258472,148.6900669122608,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.5,1.0,0.0,180.0,-2.0,True,False,ccw,3.422620007440176e+16,85.77922152410204,148.69933450480983,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.5,1.0,0.0,360.0,0.0,True,False,cw,3.399180683339112e+16,85.77922055380023,148.69933282277967,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.5,1.0,0.5,180.0,0.0,True,False,ccw,3.681705713832036e+16,99.49381320531695,148.69654446724945,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.5,1.0,1.0,0.0,0.0,True,False,cw,4.24729160993837e+16,110.12973148145848,148.69270580283302,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,0.5,1.0,1.0,360.0,-2.0,True,False,cw,4.281371385102347e+16,110.13390636154996,148.69050236118252,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,1.0,0.0,0.0,0.0,2.0,True,False,cw,4.419854977199986e+16,85.77519005035504,148.69234589553355,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,1.0,0.0,0.0,360.0,2.0,True,False,cw,4.419854977199986e+16,85.77519005035504,148.69234589553355,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,1.0,0.0,0.5,180.0,0.0,True,False,ccw,3.441427234787671e+16,85.76041840286163,148.69063558962372,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,1.0,0.0,1.0,0.0,-2.0,True,False,cw,4.104488850735247e+16,85.75603604027704,148.68733001051578,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,1.0,0.0,1.0,180.0,0.0,True,False,ccw,4.080177182955741e+16,85.76725222000911,148.6906649679594,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,1.0,0.0,1.0,360.0,2.0,True,False,cw,4.058090832875107e+16,85.77460560817151,148.6873065806668,1200.0000000000011
45.0,50000.0,0.05,2.0,0.0,1.0,0.5,0.0,180.0,-2.0,True,False,ccw,2.742038593654296e+16,85.76902234036261,148.68165409447735,600.0000000000006
45.0,50000.0,0.05,2.0,0.0,1.0,0.5,0.0,360.0,0.0,True,False,cw,2.728461776219473e+16,85.76902285187832,148.68165498119612,600.0000000000006
45.0,50000.0,0.05,2.0,0.0,1.0,0.5,0.5,180.0,-2.0,True,False,ccw,3.6907140881108456e+16,105.56022586711956,148.6805410572383,1200.0000000000011
