,class,redshift,spectroSynFlux_i,spectroSynFlux_z,spectroSynFlux_u,spectroSynFlux_g,u,g,r,i,z,petroRad_u,petroRad_g,petroRad_r,petroRad_i,petroRad_z
334234,QSO,2.576545,2.508962,2.85277,1.565598,2.477981,21.88982,21.09668,21.22946,21.12247,20.7056,0.9791796,1.148378,1.073588,0.8627756,1.187261
775978,STAR,3.533841e-05,22.80497,39.73065,1.405123,4.062266,24.18132,21.84511,20.45363,19.14571,18.49397,0.6929428,1.167134,0.9664556,0.9678052,1.049022
75160,QSO,1.511358,1.063905,1.087799,0.3769076,0.3954,22.16732,22.04566,21.90018,21.56823,21.17851,1.010036,1.015739,1.119989,1.344878,1.878216
1055443,GALAXY,0.2885173,31.87202,42.43412,7.273575,9.255018,19.69362,19.28078,18.41869,18.0047,17.60162,1.763103,2.942189,3.272535,3.299736,9.186502
277163,QSO,1.026778,6.482444,6.956967,3.972075,4.869051,20.48989,20.28329,20.07284,20.11791,20.18341,1.729247,1.361748,1.536603,1.758377,1.627084
242454,QSO,2.054065,69.70229,83.60344,66.18526,60.76575,18.02537,18.0236,17.98303,17.84234,17.66383,1.223088,1.165925,1.08699,1.106591,1.016982
155241,QSO,1.236766,3.811653,4.520282,2.782372,2.823795,20.76592,20.89332,20.62752,20.68625,20.77712,1.557726,1.819424,4.041428,1.596931,1.604612
635006,STAR,0.0002236585,122.3883,135.4685,38.69887,70.172,18.82965,17.91026,17.51771,17.3482,17.28828,1.427096,1.181828,1.197227,1.11007,1.1995
336067,QSO,3.773141,3.506737,2.476962,-0.1969191,0.5744839,24.11015,23.04975,21.06164,21.1495,21.66443,4.585168,2.970304,1.04905,1.164356,0.9118887
778505,STAR,0.0004479063,24.58855,24.46832,9.950482,16.44568,20.40002,19.41945,19.13402,19.00465,19.0666,1.458319,1.433701,1.447132,1.365923,1.263518
1052573,GALAXY,0.5693738,7.523025,12.31707,0.3443814,0.6898671,22.97081,21.60934,20.37232,19.46534,18.81712,2.970355,2.969762,3.377969,2.922145,2.32997
452739,STAR,-9.752189e-05,48.29731,50.83546,7.611866,23.2286,20.43815,19.08248,18.49734,18.26207,18.17643,1.344275,1.419665,1.431199,1.268779,1.149502
1303086,GALAXY,0.6602913,6.246436,10.59667,0.2435192,0.6044935,25.97962,23.31135,21.10181,19.87383,19.27358,2.969352,2.969279,2.854415,5.104887,2.525235
67436,QSO,2.604053,8.113273,10.08414,4.665275,6.84427,20.78673,20.18493,20.25067,20.15404,19.81977,1.767424,1.977972,2.051825,2.056942,2.77005
934490,GALAXY,1.1331,3.351755,3.770548,1.950376,2.194531,21.80123,21.77524,21.59533,21.41173,21.36424,68.29633,1.521165,1.346132,2.975996,0.8451551
1084879,GALAXY,0.2956004,17.92831,23.58114,0.3643092,2.484896,24.45137,20.86889,19.28291,18.68817,18.32801,11.30658,3.050935,2.731426,2.594523,2.147106
1074309,GALAXY,0.2295198,49.0765,63.99775,2.5502,8.014723,21.39724,19.19001,17.85487,17.35329,17.04112,2.175376,4.870075,4.996488,5.662443,5.616249
544064,STAR,-0.0003089836,72.96862,74.95338,28.20211,47.30749,19.14763,18.23681,17.93346,17.84194,17.83064,1.581616,1.595572,1.473957,1.44305,1.47976
580582,STAR,-0.0001215593,39.1924,48.49679,2.299487,12.74222,22.06806,19.89161,19.06901,18.79153,18.66384,1.203405,1.492289,1.197192,1.216059,1.196214
994069,GALAXY,0.2798784,29.028,43.53252,1.269854,3.836968,21.11382,19.50105,18.01363,17.4847,17.13451,4.213307,5.028582,4.949332,4.406208,4.88376
342884,QSO,1.504606,11.68017,10.97656,8.628323,8.779435,20.27234,19.95394,19.82922,19.63179,19.84629,2.936124,1.306763,1.348962,1.263457,1.687114
732898,STAR,-0.0003834646,42.21161,43.77005,10.09686,22.70426,20.36557,19.04489,18.61118,18.40655,18.38574,1.501954,1.600352,1.433976,1.387547,1.427216
1090788,GALAXY,0.04741464,166.0793,226.3936,16.54811,51.29143,17.31078,15.97566,15.30791,14.97172,14.68091,7.480299,8.119806,7.92509,7.747361,8.044602
1149485,GALAXY,0.0949651,67.79214,76.13881,13.49676,30.18512,19.30833,18.24173,17.72029,17.35739,17.18648,2.590764,2.574141,2.626712,2.558326,2.817395
1271381,GALAXY,0.5044511,18.28005,28.61798,0.05342887,1.005176,23.56218,21.16652,19.16817,18.21916,17.65441,2.969764,2.402881,5.746141,5.739994,18.01626
743090,STAR,0.0001120463,360.4526,357.1176,105.39,226.2924,17.76305,16.5976,16.24946,16.11355,16.06852,2.015979,1.780585,1.418097,1.355435,1.49577
1301469,GALAXY,0.7686003,5.843647,10.76401,0.04687438,0.2985282,24.5406,25.14539,21.60853,20.54402,19.77334,3.338664,2.969987,1.386475,2.513971,3.176933
1302048,GALAXY,0.8415664,1.659599,2.14055,0.365816,0.5505991,23.62648,22.75208,22.21169,21.72165,21.37836,2.96955,1.790115,1.319772,1.201513,0.9127017
157555,QSO,1.670751,12.88254,13.77064,7.086212,8.989397,20.44276,20.22061,20.11517,20.00645,19.87553,1.575732,1.668408,1.026275,1.454143,1.460971
744690,STAR,-4.52058e-05,335.4355,405.2201,31.3243,113.1751,19.04151,17.28605,16.51721,16.15903,15.95433,1.753081,2.036668,1.789235,1.575458,1.613462
85688,QSO,1.999423,9.867315,11.38281,8.154944,9.837847,20.20317,20.11822,20.12546,20.04117,19.82618,1.833297,1.571923,1.744864,1.403208,1.417805
760947,STAR,0.0006642804,1.028814,0.4269124,0.9196712,1.373096,22.47831,21.79538,21.77773,21.98039,21.45161,2.289313,1.377246,0.9623765,0.9693729,0.8197884
808649,STAR,7.122206e-06,418.1391,531.3033,8.673487,68.72604,20.57225,17.95811,16.5877,15.95196,15.60354,1.13878,1.19684,0.8757891,0.7970185,0.9569373
418257,QSO,2.861057,5.658637,5.580573,1.744896,3.860487,23.21534,21.44662,21.11789,21.11887,21.07472,2.97001,1.447598,1.080816,1.138599,2.472447
797452,STAR,-0.0003607831,159.2246,165.7174,45.90051,93.60779,18.22876,17.36942,17.09293,16.95963,16.96498,1.789748,1.663093,1.55081,1.405296,1.220525
304038,QSO,0.8719363,9.739236,11.16688,4.094983,6.255538,21.13847,20.56428,20.27174,20.02425,19.97595,1.646417,1.420118,1.109314,4.242107,0.7150675
62171,QSO,1.358919,4.00597,4.625318,3.727739,2.854521,21.54335,21.39268,21.07867,20.95744,20.98893,3.224647,2.969295,1.292182,1.780638,1.072158
13244,QSO,2.773989,9.63965,10.77052,4.905096,8.147489,21.02436,20.19176,20.05149,20.20191,19.98107,3.118388,1.237065,1.177232,0.9692927,3.101234
1132521,GALAXY,0.4867413,8.389059,12.46899,0.09914033,0.8001043,25.447,21.97362,20.1445,19.30005,18.75109,2.969873,1.743501,2.86089,2.824584,18.0181
1157346,GALAXY,0.327848,41.83398,55.94662,1.040288,4.541121,22.54507,19.87815,18.20132,17.61265,17.20563,2.969827,4.704637,4.996521,4.135549,4.086002
1254771,GALAXY,0.2333443,31.49652,36.89721,4.443965,9.763617,19.55046,18.75203,17.99647,17.60415,17.38169,6.809206,5.051938,5.2566,5.152676,6.418304
684352,STAR,-0.0002415457,7.713339,14.68033,0.1445312,0.6745501,23.35227,22.68721,21.38122,20.22411,19.78844,0.6617256,1.089581,1.344878,3.644054,1.262612
1253068,GALAXY,0.05677588,60.61591,73.79008,7.322279,20.35631,19.44706,17.86707,17.1566,16.76237,16.44587,4.821606,5.680176,5.726735,5.452995,5.626834
972533,GALAXY,0.1602317,23.32646,28.54933,4.01699,8.838304,20.21498,19.06628,18.45568,18.05951,17.76415,6.277654,3.900488,3.805744,3.725585,10.75048
744094,STAR,-9.931045e-05,112.2165,109.8018,75.99033,110.021,18.53406,17.3559,17.27288,17.29775,17.35566,1.828244,1.864135,1.570884,1.420561,1.320684
458616,STAR,0.0006976313,55.86216,59.92429,11.2702,29.96572,20.0829,18.80965,18.2928,18.10786,18.07035,1.530603,1.20362,1.0932,1.150822,1.100358
344000,QSO,1.533956,6.505287,6.68546,3.501605,3.856467,20.86802,20.75172,20.61026,20.22909,20.62678,1.580861,1.391036,1.263623,1.05722,3.385061
403146,QSO,0.9629898,5.301395,6.119369,5.135572,4.898278,19.21162,19.01303,18.83256,18.91183,18.92709,1.359524,1.2592,1.082619,0.9874378,1.023952
835029,STAR,-0.0002007552,62.70745,63.1671,36.85717,49.64782,19.16879,18.23645,18.01242,17.95912,17.96362,1.733202,1.538802,1.453641,1.349388,1.345318
1309948,GALAXY,0.08334386,57.35563,70.41399,7.940826,19.23795,19.59209,18.27622,17.61188,17.23005,16.94561,8.519297,4.049896,3.969053,3.762611,4.221981
1312468,GALAXY,0.5263413,8.877819,13.84639,-0.1120085,0.534776,24.61543,22.80415,21.00509,20.04211,19.65922,2.969415,2.969501,2.07562,2.717612,2.05053
115037,QSO,3.279638,1.137301,0.8455467,-0.06014032,0.5982421,25.01572,22.08484,21.41469,21.35137,21.27415,7.35851,1.298145,1.245407,1.210637,1.085964
312074,QSO,0.8373111,5.400564,6.853547,3.635793,5.216587,21.24843,20.8817,20.71347,20.69494,20.27488,1.411298,1.264277,1.258499,3.927402,3.779392
446429,STAR,0.001037642,124.5231,131.5315,37.32934,77.71011,18.74051,17.72005,17.41261,17.29687,17.26174,1.388277,1.580525,1.294808,1.291546,1.507371
917234,GALAXY,0.09272929,36.07394,41.54277,4.460577,16.78163,19.39221,18.29226,17.79013,17.43052,17.21722,5.111825,4.59767,4.822694,4.552719,10.63444
1136862,GALAXY,0.5136157,9.046135,14.05527,0.1123206,0.8260282,25.50607,22.03009,20.40936,19.46258,19.0185,2.969629,18.0212,2.399438,3.418123,5.028164
173794,QSO,1.079409,2.008926,2.58079,1.39603,1.406089,20.91461,20.97272,20.65303,20.53178,20.65372,2.122802,1.607577,1.201533,3.118629,27.91802
558869,STAR,-0.0001320467,89.57655,141.3368,3.01712,11.71445,22.38378,19.36292,18.00429,17.2821,16.83233,2.43151,1.749151,1.688006,1.760809,1.859656
507135,STAR,0.0001781174,13.84198,11.17186,12.78182,19.91861,19.59585,19.17542,19.37127,19.57927,19.828,1.366463,1.566792,1.305792,1.470667,1.994715
981932,GALAXY,0.5601197,8.459896,12.79777,-0.008468062,0.669253,24.98816,22.36063,20.64724,19.61441,19.10223,11.30619,2.970558,2.427279,1.766376,3.70647
1180375,GALAXY,0.4634356,10.43573,15.57583,0.1788644,1.021841,22.59362,21.37347,19.81958,18.9878,18.55356,18.02102,2.970418,3.682915,3.520126,4.063931
527288,STAR,-0.0004112202,6.129959,6.341791,0.9604259,2.973723,21.98695,21.15211,20.73578,20.70585,20.43977,1.160944,1.489165,1.297844,1.412916,1.408103
712172,STAR,-7.208106e-05,29.28282,38.22034,4.108277,9.728192,23.00188,20.72546,21.14479,20.28545,21.54102,0.9068531,2.075876,1.733096,1.533542,1.706665
67683,QSO,2.160851,12.25884,15.47802,15.40031,11.93808,20.11165,19.94907,19.95269,19.79489,19.60829,1.431523,1.352718,1.326662,1.280696,1.029945
269860,QSO,1.151571,27.28763,26.19295,17.71285,20.85807,19.68735,19.81903,19.46227,19.45381,19.25938,6.374853,1.306636,1.188961,1.070878,1.285329
208377,QSO,2.117086,8.484611,11.54498,5.127604,5.478363,20.7388,20.46752,20.27118,20.16026,19.93662,2.136535,1.234378,1.212929,1.03283,1.253401
1251025,GALAXY,0.28444,21.71449,29.70509,0.5596426,3.004656,22.30951,20.05036,18.51162,17.94131,17.62453,2.970088,4.853167,11.59835,9.719383,4.492367
884163,GALAXY,0.6052576,6.115354,10.49661,-0.27116,0.2888641,24.90737,23.3185,21.36104,20.10391,19.64804,2.97025,1.117344,2.025398,43.76643,1.936341
149546,QSO,1.163708,5.829841,5.665619,6.294115,5.781631,20.71744,20.70439,20.41784,20.42513,20.3185,1.572817,1.423934,1.744765,1.614562,1.475074
194342,QSO,2.235468,16.82687,20.44727,7.832905,13.83789,19.88585,19.3643,19.24217,19.22519,19.00544,1.132895,1.086454,0.9934767,0.8900419,1.040118
1277242,GALAXY,1.294437,2.880495,4.000819,1.403271,1.906104,21.78197,21.73777,21.55994,21.48766,21.03138,1.186084,1.582543,1.344953,1.81672,1.894827
400318,QSO,3.255385,2.281626,1.718244,0.305653,1.618183,24.64777,21.88679,21.40557,21.37206,21.34211,0.267704,1.043193,0.7849112,0.8661945,1.227717
339032,QSO,1.795371,3.022337,3.300132,1.449889,1.965302,21.89133,21.55493,21.35765,20.98573,22.70736,1.352156,1.226177,1.141813,1.394852,2.969965
1029029,GALAXY,0.7072215,9.707027,15.39953,0.1498139,0.5269583,26.56616,22.33667,20.59097,19.37525,18.87441,18.02583,2.970536,3.811021,3.07287,6.702856
473485,STAR,0.000138867,15.89656,15.23188,10.39721,14.37763,20.66669,19.62882,19.58309,19.64547,19.79062,5.15937,1.767385,1.7082,2.082744,1.768547
331791,QSO,2.41802,16.70273,21.40176,11.43545,15.63764,20.1483,19.51732,19.50779,19.43426,19.31719,1.619989,1.272945,1.297374,1.297212,1.106577
927296,GALAXY,0.4830634,12.52195,18.17227,-0.00668049,1.153107,22.95943,21.27802,19.55222,18.67435,18.26244,11.31061,3.255862,3.768957,3.635327,3.469445
4509,QSO,1.567938,10.36247,10.82892,5.40351,6.486997,20.33798,20.13693,20.07286,19.84628,19.88895,1.655085,1.405967,1.45513,1.24838,1.558807
1150504,GALAXY,0.06465162,95.26424,138.2216,4.259695,20.06991,19.31968,17.3793,16.39936,15.8323,15.3746,7.244274,11.04543,9.13364,7.638178,6.609171
671368,STAR,-9.377184e-05,379.935,463.4529,14.6216,89.10683,20.13506,17.63728,16.49995,16.04678,15.8084,1.053263,1.164574,0.9367118,0.844131,0.9846708
561407,STAR,-3.089113e-05,86.16899,90.02908,18.43612,46.14824,19.69007,18.33106,17.85686,17.68065,17.58451,1.538404,1.617066,1.259341,1.227777,1.271095
1253992,GALAXY,1.003804,2.516315,4.594973,0.3568982,0.649474,23.82354,22.6537,22.32982,21.36192,20.55569,2.970677,2.221069,18.02078,3.32911,3.180003
155328,QSO,1.626199,3.019866,3.025904,1.558383,1.924206,23.37156,22.39169,21.94302,21.79234,23.39271,2.346053,1.956354,1.133045,1.216636,2.970055
74374,QSO,3.339689,12.33859,12.4336,2.42711,11.70781,24.74095,19.91998,19.67138,19.69037,19.79231,2.969766,1.329674,1.440658,1.36855,1.223845
935110,GALAXY,0.4035261,23.05806,34.36574,0.9193999,2.267264,26.09878,21.01517,19.17021,18.5026,18.16088,2.971064,1.865049,3.323431,3.441657,3.619827
1261539,GALAXY,0.3880623,7.614061,11.19138,0.4687825,1.132144,24.8073,22.02425,20.44377,19.62107,19.36623,7.358387,2.969638,3.12989,4.68644,3.751269
272709,QSO,2.76526,2.376116,3.820696,0.9098969,1.895175,24.90935,21.23911,21.40333,21.15815,20.67716,4.583869,1.525256,1.14945,1.192681,1.122172
719011,STAR,-0.0007266809,9.579778,10.70087,1.460899,4.151859,22.52535,22.07073,20.22901,19.9855,19.65366,1.022019,7.357764,1.151355,1.273933,1.293044
1139143,GALAXY,0.06191296,117.0365,136.9404,20.09979,44.00356,20.30311,17.31839,16.74881,16.37445,16.15496,1.473926,4.609918,4.299562,4.153854,3.987216
953841,GALAXY,0.04303866,37.06209,41.21434,10.28668,19.57893,18.36685,17.33424,16.96134,16.71028,16.58969,11.36337,10.31588,9.6886,9.708072,11.16546
278495,QSO,1.384717,3.293854,3.592928,0.5314184,1.377266,21.93275,21.67361,21.20877,21.18458,21.55782,0.9671668,1.5994,1.359363,0.8686153,0.6213789
620005,STAR,0.001038102,10.36328,10.67299,3.085877,6.261664,21.52402,20.62825,20.26427,20.04711,19.69104,3.717396,1.731259,1.585718,1.551609,1.077477
666349,STAR,-0.0005177366,3.664322,3.650281,1.439423,2.729136,22.3627,21.58273,21.44973,21.3282,21.73118,4.583396,1.279067,1.092638,1.162126,0.5365572
210444,QSO,1.504435,5.852714,6.137125,3.787407,3.881564,21.89503,21.75677,21.64154,21.34956,21.33416,2.215149,0.9836127,1.028423,0.9833843,2.970229
816215,STAR,-6.600509e-05,189.1642,348.7895,3.151627,13.9982,22.34645,19.57271,18.15768,16.759,16.01498,2.197866,1.04958,0.9348758,0.8252075,0.9632391
875335,STAR,-0.0001082963,34.16146,39.32998,2.983888,10.97581,21.67455,19.83335,19.0213,18.686,18.47744,1.517671,5.615338,1.233535,1.119594,1.176694
413556,QSO,2.012853,6.843724,9.429501,4.749921,4.765682,21.43474,20.92952,20.58063,20.36996,20.07123,2.08181,1.912289,1.559989,1.82936,2.110491
442705,STAR,0.0002176716,80.80488,85.98703,11.41509,40.68407,19.09014,18.20976,17.86981,17.75363,17.72183,1.966686,1.710317,1.438876,1.585431,1.669008
411596,QSO,0.2240395,27.48687,39.97002,1.554866,4.623845,21.18064,19.7657,18.55201,18.01271,17.73117,3.351094,3.096938,2.901694,3.212132,3.132625
20113,QSO,2.70317,7.970297,7.437497,4.120648,6.471589,21.5232,20.46773,20.40252,20.21326,20.08961,3.15202,1.891746,1.44807,1.285882,1.900959
1184233,GALAXY,0.5328509,10.90584,15.62111,0.2025661,1.103584,24.35674,21.89016,20.35874,19.43782,19.01784,2.970352,2.030331,2.953851,1.80228,3.600573
99995,QSO,5.119467,20.42709,25.36942,4.076562,7.800677,20.8684,20.25596,19.85447,19.3598,19.22819,1.44662,1.298508,1.050081,6.983709,5.392466
760752,STAR,-0.0002514215,37.32425,43.51084,1.430342,9.587468,23.07862,20.18569,19.16413,18.7219,18.4095,0.6645653,1.440391,1.113545,1.054818,1.121195
518061,STAR,-0.0001452592,3.649405,13.93049,0.1058231,0.10992,24.89798,24.23701,22.95267,20.60187,19.04594,4.583833,0.8628743,2.969997,1.509895,1.517253
1264799,GALAXY,0.8237728,1.925559,3.079075,0.276482,0.4556686,23.99929,22.6394,21.96,21.06922,20.55712,7.35986,2.970385,2.241188,2.764546,2.565901
453251,STAR,2.547305e-05,41.63605,45.17691,11.60173,24.17147,20.00484,19.02435,18.67622,18.50833,18.51396,1.532933,1.526624,1.482455,1.300135,1.278555
397396,QSO,4.204628,6.274349,7.309868,0.1798402,0.9577135,24.03916,22.56116,20.9861,20.65087,20.66291,2.970384,1.240426,1.135438,1.204225,1.391062
311368,QSO,0.8162835,5.49997,6.73013,5.758637,6.491026,20.24162,20.05441,20.12052,20.20115,20.06608,1.567998,1.810298,1.308297,1.647514,3.792825
1253102,GALAXY,0.2231714,27.95837,39.77226,1.755398,4.75725,22.11317,19.47485,18.07457,17.5105,17.13555,2.969588,6.798552,5.239258,6.453521,3.511353
450291,STAR,0.0002986669,307.2048,325.5731,52.44674,150.1268,18.44279,17.00058,16.44377,16.26645,16.1792,1.167631,1.178284,1.144517,1.081719,1.210923
808699,STAR,-0.0002474071,25.49885,27.42857,5.506763,12.53936,20.98012,19.68766,19.14212,18.93222,18.84654,1.150553,1.260624,1.160324,1.045677,0.9458507
87665,QSO,1.82159,2.479417,2.562983,6.608145,4.39427,20.76211,20.14449,20.20369,19.7872,19.69511,11.30837,1.941603,3.017154,2.263365,2.98076
161861,QSO,1.810735,3.486435,3.724304,1.349562,2.130261,21.9088,21.74317,21.49726,21.59439,21.10671,2.245827,1.017875,1.022798,1.216422,0.8251982
317002,QSO,0.4333829,5.152476,7.962725,1.077354,1.55324,22.02009,21.62866,20.92244,20.65191,20.29191,1.972108,1.704066,1.439909,1.135646,1.902389
426194,QSO,2.509659,96.67722,126.1315,57.07227,84.15139,18.39996,17.74576,17.74228,17.71955,17.44148,1.29862,1.210545,1.422156,1.112546,1.052504
216303,QSO,2.857561,12.96267,15.36159,3.484047,4.909325,21.59707,20.93074,20.28566,20.01942,19.75174,1.044469,1.211407,1.065682,0.9462517,1.735873
743772,STAR,-0.000207098,4.774478,4.690114,1.960517,3.484066,22.49299,21.11991,20.94869,20.87548,20.53987,3.745018,1.134269,1.381896,1.118801,1.020265
1104694,GALAXY,0.2483001,33.36201,45.90248,1.425144,5.317631,21.17403,19.38587,17.9386,17.4235,17.1305,2.622763,6.748317,5.871107,5.834232,5.44436
306505,QSO,2.746744,0.7292066,1.126561,0.6224852,0.82714,22.68151,21.85879,21.78721,21.89956,22.2104,7.359726,1.48522,1.188608,1.408994,1.08452
828450,STAR,-6.679374e-05,43.84343,50.64329,6.893288,19.69369,20.81764,19.22169,18.60916,18.3655,18.25623,1.234449,1.076623,0.9765479,0.9649924,0.9848294
912690,GALAXY,0.2781422,66.61249,89.98492,3.727279,9.269485,23.94479,19.0451,17.56449,17.00154,16.65408,2.97018,5.295427,4.684029,4.439667,4.1278
568683,STAR,0.0002214408,161.8615,178.768,34.25503,86.6302,18.98573,17.64686,17.17014,16.99993,16.90809,1.19145,1.163916,1.070345,1.047574,1.037848
973784,GALAXY,0.4055975,15.4758,24.22454,0.03082286,0.8826531,24.39065,21.4931,19.50697,18.67219,18.13114,2.969779,1.861628,3.991911,3.135806,3.317563
342447,QSO,1.003013,47.76599,53.61026,34.07711,36.14641,18.74391,18.79738,18.5391,18.51689,18.43457,1.080253,1.097408,0.9571663,0.9957417,1.007669
842718,STAR,-9.834087e-05,1179.54,1453.913,28.22334,246.8317,19.05007,16.50185,15.3056,14.81506,14.54567,1.644815,1.433839,1.222115,1.21265,1.24051
134007,QSO,2.479714,12.24528,13.69032,5.736309,8.459641,21.86442,20.76127,20.53033,20.60158,20.28968,2.359551,1.590608,1.402333,1.210521,3.329465
811926,STAR,-0.0003559049,31.57889,32.53941,8.197553,16.49911,20.60688,19.38375,18.91299,18.71561,18.55552,1.246738,1.614165,1.211879,1.180009,1.257552
805721,STAR,-9.72659e-05,62.28405,65.94117,20.61778,36.31486,19.44969,18.56888,18.1747,18.04279,17.95782,1.268623,1.146649,1.124323,1.059454,1.042707
1240680,GALAXY,0.5354993,7.900023,12.25411,0.3344157,0.9635507,22.40741,21.8783,20.526,19.63435,19.24162,1.302213,2.969543,3.006795,2.828999,3.094615
773779,STAR,-0.0001192152,357.3008,788.4979,1.371286,13.87492,21.86094,19.49928,17.89672,16.09392,15.13278,1.942483,1.310726,1.259632,1.162257,1.163838
1131657,GALAXY,0.1875409,66.57544,87.3502,4.796088,13.32107,22.03063,18.92548,17.6604,17.17418,16.83827,2.970846,4.280445,3.504398,3.543107,2.928271
670482,STAR,0.0004087936,26.31234,26.63048,14.46402,21.1241,20.02311,19.11869,18.94111,18.91502,18.97085,1.433061,1.4215,1.275313,1.120557,1.655072
1179087,GALAXY,0.2599146,24.9815,36.73317,0.9479412,3.473608,22.83664,19.59987,18.13203,17.52943,17.06943,27.92228,5.536596,5.215095,4.871616,4.819162
563786,STAR,-0.0001701182,13.79302,12.44248,11.24167,16.23929,19.88294,19.45941,19.56362,19.60857,19.65337,2.043482,1.553891,1.787991,2.0304,2.580723
230735,QSO,1.249843,2.260611,2.471729,0.7948737,1.52044,22.39765,21.75568,21.52346,21.43296,21.28637,2.923975,1.13528,1.094775,2.513286,1.09537
180103,QSO,1.165931,1.923166,2.697106,0.6372718,1.065957,22.32737,22.13738,21.85676,21.7662,21.09124,2.805385,1.85367,1.692278,1.637098,1.577701
83033,QSO,2.055697,2.889106,3.753958,3.777623,2.345617,21.36096,21.04001,21.03034,20.83998,20.46316,1.937192,1.343782,1.343956,1.284515,1.060509
207122,QSO,3.006442,3.520953,4.583845,0.53833,1.673657,25.45976,21.96454,21.40417,21.31091,20.83329,2.97003,1.031449,1.11132,1.357157,2.98144
24897,QSO,1.632932,26.63077,25.76632,22.41989,24.16278,19.45714,19.23257,19.2194,18.95849,19.08815,1.681357,1.503625,1.722815,1.569588,1.544345
1218312,GALAXY,0.08264222,104.0459,124.9359,14.56075,37.27805,19.27621,17.80286,17.08688,16.73672,16.54384,2.61206,3.562604,3.6308,3.702271,3.762288
729932,STAR,-0.0006994177,59.71539,60.39795,16.83516,38.36269,19.37188,18.5073,18.20295,18.11977,18.08743,1.580029,1.583822,1.441958,1.412526,1.38289
1159770,GALAXY,0.1011209,198.4534,268.5035,12.95994,49.58638,19.39113,17.27821,16.28465,15.85459,15.48413,3.989866,5.014428,4.844663,4.614603,4.628401
566345,STAR,-0.0003052664,269.9594,291.5132,55.18684,135.0905,18.47324,17.10903,16.56475,16.34709,16.23646,1.471882,1.51527,1.345019,1.246356,1.261073
1030781,GALAXY,0.03829522,35.61737,40.65148,14.15045,22.03888,19.03832,17.59813,17.2327,17.01239,16.83459,4.870518,8.018939,7.71278,7.724968,6.26614
561900,STAR,-0.0005855718,32.99327,34.62522,7.787189,16.95789,20.52286,19.33644,18.91047,18.71696,18.6311,1.712065,1.495216,1.393462,1.125043,1.318007
1043528,GALAXY,0.1316437,79.21619,109.0751,6.680037,19.71163,20.63658,18.74015,17.72442,17.27369,16.90433,3.328851,2.966424,2.632954,2.507474,2.699004
266749,QSO,1.078347,6.754923,7.105326,2.714744,3.591247,21.59677,21.10927,20.52141,20.41366,20.35696,7.358263,1.316477,1.160471,1.09518,1.345145
342145,QSO,0.8260248,13.80077,16.83367,7.368346,10.83496,20.17003,20.03282,19.67851,19.6907,19.53371,1.244747,1.074924,1.091266,0.9363161,1.448787
888474,GALAXY,0.04586788,32.36554,39.53974,6.13864,12.50962,18.55043,17.26276,16.73401,16.45004,16.24057,10.4429,10.85782,10.55154,10.33416,9.466191
630701,STAR,3.629277e-05,425.1928,494.9657,33.16622,139.5936,18.93341,17.17702,16.49354,16.2645,16.09701,1.170891,1.244892,1.064042,1.015136,1.160791
126789,QSO,1.352709,3.899665,3.714072,4.182201,3.494041,21.21948,21.32671,21.08646,21.09432,21.09277,1.372486,1.516803,1.560577,1.474875,0.9908875
659140,STAR,-0.000161213,101.0144,106.4314,20.13624,52.17753,19.61204,18.20281,17.65154,17.45875,17.34072,1.361268,1.169186,1.194244,1.078442,1.024694
93215,QSO,2.160257,6.167541,6.508131,5.518584,6.537207,21.35696,20.77628,20.79329,20.848,20.60071,1.986877,1.599134,1.304639,1.021434,1.433295
216786,QSO,1.633554,13.48636,13.48565,12.78728,12.14048,21.09428,20.82918,20.81106,20.59076,20.8169,1.436917,1.585821,1.286825,4.377302,1.000574
131440,QSO,1.371291,2.012929,2.341083,1.828493,1.243914,22.09286,21.89741,21.40114,21.52813,20.94547,2.924792,1.723931,1.008872,1.146785,1.755266
1204078,GALAXY,0.0893136,1.95229,1.723084,0.7880419,1.325328,23.70335,21.92905,22.11653,21.68399,22.94695,1.002947,1.420918,1.324044,1.233178,2.969573
913152,GALAXY,0.1405722,65.61026,86.43378,5.537295,16.4426,20.19034,18.27114,17.2489,16.74968,16.38101,6.263888,5.706325,5.308416,5.128988,4.171998
1071307,GALAXY,0.5019531,13.10033,21.71522,0.1177962,0.991761,25.67454,21.72369,19.90494,18.9756,18.52151,2.969618,2.9695,4.103837,2.758173,2.181805
942442,GALAXY,0.4818144,6.192368,8.609418,-0.1095802,0.6395553,24.96904,21.74761,20.46749,19.55971,19.30753,7.358283,2.97066,3.997325,3.366864,4.108652
970110,GALAXY,0.7952052,2.48556,5.684448,-0.1297304,0.05312477,24.13737,24.48258,21.85354,20.67021,19.66049,0.850413,2.970158,7.359497,2.27852,2.938861
952774,GALAXY,0.03089119,174.6627,217.8664,19.02799,57.4807,16.86746,15.44618,14.7894,14.4537,14.20563,14.86084,14.68402,13.72674,13.42339,12.83091
684361,STAR,-0.0008179721,6.643113,6.893429,1.892603,4.031203,22.28848,21.07654,20.79821,20.54481,20.18725,1.152745,1.261679,0.9452767,1.008306,3.207696
339946,QSO,3.142885,24.4917,24.9201,5.116715,13.18768,21.46114,19.73211,19.39625,19.20143,19.21102,3.472127,1.416494,1.449087,1.342139,2.542019
808667,STAR,-0.0006585969,10.96044,11.9777,3.626842,7.184867,21.40882,20.4781,20.14456,20.02043,20.11103,1.460245,1.52166,1.414535,1.139233,1.157425
