,redshift,spectroSynFlux_i,spectroSynFlux_z,spectroSynFlux_u,spectroSynFlux_g,ra,dec,u,g,r,i,z,petroRad_u,petroRad_g,petroRad_r,petroRad_i,petroRad_z,labels,class
1201866,2.033857,4.617642,6.137659,2.42023,2.811189,146.370318564955,32.039111046396,21.86447,21.51525,21.13474,20.91108,20.58861,1.117108,1.287074,1.183906,1.169862,3.232683,0,QSO
1025659,1.290743,6.419806,7.138002,4.976177,4.696057,215.558290998878,57.1507271145319,20.75245,20.89503,20.67409,20.54258,20.90242,3.150849,1.875796,1.59549,1.507538,1.364839,0,QSO
650837,0.05517723,67.61591,83.55309,11.24418,26.65711,188.281185119382,52.6691859714138,18.82633,17.41551,16.79915,16.38256,16.11197,5.995911,6.4373,6.446428,6.260573,5.909507,0,GALAXY
792198,0.07573379,96.656,122.7671,7.268564,28.62856,167.932581312635,40.9353399240347,20.18864,18.33186,17.44746,17.04777,16.73445,3.971817,2.70833,2.615848,2.511295,2.360249,0,GALAXY
927513,1.160752,32.16298,29.70644,29.16198,29.49875,240.075594115761,49.6225035705312,19.21717,19.10643,18.92962,18.91175,18.97754,1.93164,1.539571,1.464004,1.379032,1.888862,0,QSO
1199504,1.302508,5.998185,4.89758,3.964135,5.371832,133.799087403275,25.9097928404458,20.80693,20.9993,20.6223,20.69401,20.96683,2.694189,1.164682,1.041644,0.9498457,1.39897,0,QSO
406709,-3.115861e-05,1188.965,1311.557,222.7114,595.7101,47.9620691268312,-0.129640322543041,16.57197,15.47688,15.14463,15.03128,15.00296,1.213384,1.184251,1.059487,1.0374,0.9996874,0,STAR
278098,-0.0001110148,8.203448,23.85677,0.09983853,0.942039,135.229170207738,56.7149900034117,24.63466,24.38692,22.18652,20.00645,19.26461,2.970058,2.970193,1.238386,1.417058,0.954704,0,STAR
863155,0.6024674,6.956965,11.47444,0.1109133,0.6207716,29.9331010700599,1.21436643736375,23.32064,21.89661,20.5006,19.46676,18.75827,7.360362,2.622112,2.922024,2.457723,2.151577,0,GALAXY
31541,0.0002461226,4.471584,4.499293,2.47979,4.390283,232.530576555049,54.7787117907921,21.95473,20.99554,20.85886,20.80869,20.44931,1.572097,1.343895,1.160972,1.009252,0.8653458,0,STAR
1232820,1.586481,7.147216,6.513112,4.02806,4.680943,205.57733249033,32.7499844579749,20.37537,20.26234,20.27685,20.08652,20.09166,5.840755,1.656276,1.318431,1.215803,3.928251,0,QSO
463051,0.1374727,136.7437,184.0172,9.072145,30.70819,219.430032609802,-0.253473446789829,19.37475,17.15105,16.04681,15.58611,15.20468,68.30849,8.696012,9.100651,8.613581,7.289305,0,GALAXY
1143854,4.129435,7.65483,7.227445,0.04332381,1.446847,200.393222668649,14.5103323856371,23.50488,22.29178,20.68164,20.60505,21.03053,0.8160199,1.120584,1.333143,1.102055,1.393326,0,QSO
753832,0.3714898,19.40989,28.9129,0.7711016,2.398069,175.584406051579,40.4672436192214,26.65984,20.73196,18.96789,18.33629,17.92144,11.30442,3.187527,3.283032,3.0057,2.481013,0,GALAXY
978323,1.762186,8.941239,8.71298,8.711785,8.774219,165.726479064315,51.50526922584,20.55803,20.554,20.64197,20.43752,20.33664,4.651996,1.403596,1.319592,1.108038,0.9361917,0,QSO
943788,1.280412,12.23386,11.10295,8.909604,9.7116,213.626251918263,59.2139479991876,20.11253,20.03427,19.72025,19.73194,19.86909,2.254851,1.861731,1.909788,1.598069,3.642774,0,QSO
1273651,0.8691748,55.00516,60.43477,46.8925,55.3172,140.80920450142,27.9078764392079,18.09013,17.88424,17.8956,18.11159,18.03769,1.358556,1.265279,1.153436,1.067212,1.070602,0,QSO
1884,6.009555e-05,417.3377,428.5961,82.84872,220.3313,188.928917394454,-0.381481916746724,18.10381,16.62432,16.07437,15.89788,15.82568,1.641825,1.495822,1.398323,1.209108,1.335801,0,STAR
169693,-0.0001557786,458.5801,481.4898,79.20579,232.3663,230.678386961508,50.7135115791033,17.97768,16.54205,15.98506,15.81283,15.70286,1.261417,1.138498,1.046085,0.9801503,1.066102,0,STAR
716140,0.6118569,6.231402,9.926468,0.1432633,0.6241835,134.741258772956,32.0568335490684,22.22112,21.93914,20.39959,19.4544,18.90524,18.02175,2.970114,2.852669,2.457851,2.56987,0,GALAXY
698533,0.04513275,185.82,224.208,35.43057,73.87758,228.101740200964,7.81697449634601,19.92178,17.63289,16.83169,16.40701,16.09131,2.297884,3.378949,3.488617,3.333519,3.911593,0,GALAXY
547266,0.2202514,51.73362,69.76487,4.404487,11.22449,146.019615981751,52.6925082945928,19.83709,18.47474,17.44074,16.9332,16.57276,5.55271,5.481831,5.179082,4.967728,4.743264,0,GALAXY
1231726,3.176456,14.41236,15.38728,2.610682,8.58298,137.382125217004,26.2110672791949,23.0966,20.05578,19.74628,19.46589,19.43348,1.253042,1.386268,1.331116,1.256326,1.021405,0,QSO
485763,0.5818487,10.84772,17.64414,0.5418552,1.209292,146.592893491732,59.1187667264874,22.68344,21.00116,19.59832,18.75012,18.19043,2.969362,2.969777,4.119068,3.973927,2.68328,0,GALAXY
249913,0.0002395252,96.2062,102.8412,32.22631,62.29715,206.755238427106,43.597467886393,18.93834,18.01395,17.7351,17.63071,17.62851,1.658667,1.711915,1.609215,1.585811,1.402252,0,STAR
1275933,1.797619,42.90854,44.81304,27.40125,31.88569,198.392253986435,26.1364061559824,18.5672,18.58182,18.64045,18.38667,18.39657,1.346012,1.346366,1.147744,1.025282,1.152333,0,QSO
716914,0.2875964,18.32052,25.20735,0.6874823,2.626668,192.408039985039,49.8363384840861,22.68098,20.26091,18.69248,18.11636,17.83299,2.969926,2.970217,5.564594,5.132274,3.724626,0,GALAXY
616289,0.4805386,17.17977,27.503,0.3024329,0.9830796,350.611458413694,14.1366377543552,22.7315,21.21836,19.56675,18.66595,18.19024,11.30615,2.459237,5.0012,2.795126,2.652686,0,GALAXY
1038652,1.191941,13.96883,12.33068,7.447156,9.508223,231.895119474586,47.7195791150978,19.94866,20.02676,19.78311,19.77071,19.88652,3.997891,1.279263,1.11788,1.171073,4.583344,0,QSO
1152977,0.6334528,10.71402,10.77855,6.153821,8.175615,243.457525300801,34.9471132826881,20.68397,20.28123,20.30579,20.08827,20.3059,1.700456,1.581347,1.456389,1.289323,2.907694,0,QSO
265960,0.0002392509,35.20544,37.03944,8.724586,18.97102,181.080055211532,10.1798080946539,20.37907,19.26631,18.79397,18.63286,18.5097,1.38168,1.282398,1.208144,1.121532,1.324485,0,STAR
673500,0.2972726,16.75714,24.49397,0.3434838,1.934685,126.055305685944,30.0831516331813,22.89128,21.24671,19.57428,18.97461,18.58101,18.02174,3.456831,2.532415,4.716618,5.818576,0,GALAXY
712764,0.08677451,94.70567,126.2564,6.955841,25.50423,232.690581961174,28.9142848587281,19.75696,17.98829,17.09077,16.66232,16.33191,4.611754,4.368463,4.552575,4.254206,4.937178,0,GALAXY
1231396,2.222831,10.10879,12.89904,5.549988,7.772727,244.177602940344,58.4913239699594,20.80176,20.13021,19.98125,20.08377,19.89296,1.509681,1.297259,1.263808,1.326824,1.0398,0,QSO
822913,0.3840028,11.94357,17.58282,0.5496867,1.382026,20.921554252494,-1.058685446417,25.33014,21.74923,19.77972,19.11937,18.72402,27.91939,1.518373,1.904981,4.587338,8.953435,0,GALAXY
75634,-0.0007127821,15.7002,17.66896,3.613676,8.298279,240.877898352563,46.030680667234,21.65234,20.20385,19.65051,19.38935,19.37003,1.416199,1.512296,1.388693,1.236493,1.263997,0,STAR
853382,0.5067247,5.26888,9.503985,-0.1061823,0.2785431,223.400347065546,6.71775009267176,23.10152,22.1455,20.15695,19.09537,18.38542,18.02023,2.970178,5.139325,4.809229,3.238382,0,GALAXY
997471,2.977165,6.708168,6.562331,3.516939,5.840214,145.584876345792,43.3755922894435,22.68088,20.57149,20.37871,20.47859,20.28513,1.272031,1.417003,1.410877,4.193967,1.026587,0,QSO
1121634,2.849091,17.97082,18.65699,7.654391,13.76256,144.030601249607,12.0221416685494,21.69429,20.07348,19.80473,19.67084,19.50382,1.214884,1.176126,1.012514,0.9318434,0.9773708,0,QSO
429476,0.0001386146,185.7815,337.472,2.119702,14.30824,14.2288276537579,-0.495091261090991,22.72249,19.69277,18.20625,16.90988,16.19491,1.907426,1.207198,1.025623,0.9203642,1.037292,0,STAR
505610,0.07598574,166.8936,219.2458,13.56351,46.27263,169.162996269004,2.4213692852725,19.47721,17.60649,16.69834,16.25949,15.92586,4.052308,4.045093,3.975096,3.694784,3.510457,0,GALAXY
1269344,0.7561087,5.09834,6.889175,2.296388,3.203325,344.554201549405,-0.500285009616693,21.50798,21.20727,20.9636,20.75883,20.76516,3.405788,1.453803,1.193692,3.25409,1.860337,0,QSO
962885,1.085668,7.65495,8.562519,4.383463,5.507788,180.624770679459,58.8214729655622,21.22886,20.8352,20.54229,20.44839,20.21982,4.919339,2.026366,1.686543,1.492965,1.763269,0,QSO
886970,0.9645672,11.46984,18.35768,1.220997,3.093188,28.0695232759352,14.4378392566244,22.68254,21.3499,20.52256,20.01207,19.74579,1.931574,1.430264,1.584083,1.568358,1.533042,0,QSO
308992,-0.000103298,440.8998,485.1791,56.20712,192.2618,356.839456191533,40.0765113017073,18.20574,16.73288,16.13004,15.88939,15.78376,1.150358,1.106136,1.037894,0.9429641,1.013561,0,STAR
17864,0.0001849345,70.52605,77.15833,13.26614,36.75773,110.730994081572,-0.699686498680649,19.86725,18.52438,17.9889,17.79925,17.72268,1.276399,1.336187,1.336152,1.295725,1.246546,0,STAR
1048618,0.2217475,65.44296,70.26461,8.343383,15.76935,133.178020104359,8.16161502122976,20.22941,18.91379,17.88479,17.38099,17.09822,6.465235,4.092955,4.104252,3.912603,3.452296,0,QSO
429672,-9.411684e-05,17.96686,22.51779,1.01482,5.450673,282.934227366643,19.1026130247788,22.0554,20.30848,19.36753,19.03659,18.91133,1.259948,1.342454,1.289849,1.288783,1.033681,0,STAR
598992,0.484552,9.889645,13.91044,0.2368087,0.9984007,35.8934711123864,0.822719904074299,23.28062,22.06075,20.3175,19.42082,19.06121,1.124343,2.970064,7.358534,4.181363,4.216243,0,GALAXY
931650,2.564566,7.605704,9.170105,6.58473,8.434794,140.908661211997,61.1460307407844,22.62256,21.77567,21.80166,21.89853,22.71532,1.598187,1.564771,1.93463,1.400762,1.040226,0,QSO
571563,0.01981541,57.20157,61.05014,25.54168,34.51092,176.240198228787,9.06342285153697,18.20589,17.22202,16.7181,16.55029,16.35956,5.452689,5.383024,9.547535,7.804711,5.980682,0,GALAXY
377060,0.0001614322,26.3278,39.5996,0.3055281,2.873382,164.063560442724,37.2847875279971,26.10015,21.31493,19.67164,18.87889,18.40306,2.969613,1.502503,1.267822,1.213199,1.405363,0,STAR
643459,0.02797293,754.5389,963.9844,85.28725,248.3066,141.090631555076,40.6243868888541,16.77677,15.00251,14.23664,13.87472,13.58924,11.16685,9.877617,8.943323,9.282327,8.212492,0,GALAXY
1155202,2.465038,3.914443,4.357563,1.695466,3.046644,135.197243023902,28.1605305504101,22.17516,21.3889,21.36728,21.76183,21.56682,7.361116,1.745596,1.21388,1.486241,1.771144,0,QSO
318360,-0.0002149605,189.801,282.5326,16.70861,42.6216,67.3135989950272,26.3293438096933,19.82177,17.96399,16.94083,16.365,15.97811,1.662417,1.523819,1.361449,1.304087,1.297626,0,STAR
999477,1.970056,2.661712,3.130664,5.648974,2.187955,172.157525868833,51.8863268148706,20.4877,20.51798,20.66824,20.34016,20.28403,2.413497,1.24176,1.3399,1.177107,2.967683,0,QSO
780915,0.1529041,62.51154,76.49413,9.220482,18.41627,207.230887000963,10.0400952160168,19.83778,18.33586,17.45803,17.0199,16.71502,4.056573,5.069729,4.250936,4.182954,3.556691,0,GALAXY
497927,0.5886409,4.984537,7.95138,0.07856486,0.4823702,171.775581579279,4.83229470339125,22.987,22.61475,20.71186,19.7867,19.58307,7.360408,2.970053,3.036662,3.525469,2.351091,0,GALAXY
949439,0.7480283,1.805277,2.578388,0.8296972,1.4071,132.302050645597,45.4766478189634,22.05072,21.80482,21.66772,21.61003,21.04804,2.036483,1.749421,1.850085,1.675177,3.864864,0,QSO
90951,-2.965989e-05,20.76826,16.75398,25.80987,31.77036,2.7484192182759,13.8025357504001,19.03146,18.74654,18.99341,19.25102,19.49179,1.350387,1.299448,1.175175,1.073469,1.128439,0,STAR
649783,0.4128737,5.63852,7.893693,-0.01590023,0.5604733,119.736915324863,31.2255098504838,22.06508,22.13812,20.66053,19.80567,19.32954,1.136073,7.359272,3.367013,3.060455,1.444427,0,GALAXY
207101,-0.0008681472,71.15594,72.39093,29.5916,46.04374,246.247070015203,40.1397096642733,19.34993,18.37605,18.06979,17.95017,17.88007,1.182971,1.18005,1.005424,0.9679602,0.9575471,0,STAR
705050,0.2051989,59.69203,78.68477,3.537263,10.84556,225.655410022795,10.6147261395176,20.48962,18.6398,17.40235,16.90002,16.503,7.217021,8.042591,7.399321,6.405969,5.952737,0,GALAXY
1298780,2.121651,2.789226,4.291646,1.767959,1.94152,221.956143390193,42.1933494698422,22.26478,21.99708,21.66861,21.5795,20.74797,2.749402,2.095766,11.30794,1.585079,1.130998,0,QSO
749667,0.4770594,12.07736,17.70133,0.0540329,1.102863,190.841843701213,46.8453352728462,23.17779,21.78653,20.06249,19.22804,18.78692,18.01986,18.02243,2.981872,2.643739,3.510847,0,GALAXY
9013,-6.36606e-05,14.88475,11.6528,22.37928,25.10876,179.535585022938,-3.06181510572869,19.01251,19.02243,19.32648,19.56919,19.79047,1.535297,1.438372,1.332939,1.161434,1.822576,0,STAR
942497,4.012681,6.720715,5.03752,-0.0151584,1.488254,151.93218049219,60.2247461662356,25.55467,21.72298,20.08841,20.11231,20.18084,11.30639,1.061581,1.634011,1.1531,1.176274,0,QSO
1077473,1.032778,2.526703,2.918795,1.658422,1.906381,138.253430565665,47.0085816124179,21.53469,21.23475,20.98782,21.11466,20.92695,1.615634,1.582096,1.65771,1.125423,2.128004,0,QSO
198907,0.0001760217,93.77837,94.00861,44.56926,67.58352,133.778592306114,5.16852655790576,18.99373,17.88645,17.61156,17.49979,17.47352,1.68597,1.494547,1.169927,1.085335,1.57363,0,STAR
1043541,2.339018,26.90961,35.74384,12.80103,21.88027,152.065318483489,8.98491649522908,19.7308,18.91986,18.88021,18.74693,18.5348,1.600613,1.604434,1.382761,1.202268,1.316586,0,QSO
548792,0.6572588,9.009318,13.90634,-0.02900122,0.5396289,152.410941445503,54.9629313640477,22.56242,22.54469,20.78916,19.67694,19.12543,1.037178,2.969465,2.832377,1.793116,3.875915,0,GALAXY
911392,1.457589,8.735985,8.084187,9.214692,8.161115,135.58712102993,48.8388840185049,20.77847,20.56923,20.5457,20.40616,20.3575,1.514324,1.69381,3.78327,4.977584,2.817431,0,QSO
159405,-0.0004489738,240.5544,225.2713,224.129,307.4737,248.431990081524,-0.539710307555945,17.37759,16.21189,16.37901,16.52339,16.58174,1.675715,1.574723,1.389022,1.295605,1.271135,0,STAR
592457,0.1020096,50.60422,68.69864,3.860297,12.18442,259.957117072259,27.671554557775,20.40016,18.67543,17.75159,17.25816,16.87026,5.001585,4.240487,4.262245,3.924142,3.932901,0,GALAXY
53365,-8.846014e-05,645.636,1142.634,5.270755,46.58696,161.938366487952,3.70500020590124,20.92237,18.26619,16.76777,15.49875,14.80166,1.802899,1.507512,1.349743,1.346518,1.421296,0,STAR
1302186,3.23158,4.70953,4.144423,1.609888,2.44755,160.793788543475,24.4204997652311,23.09476,21.07198,20.73442,20.52658,20.66097,2.969857,1.016783,1.075758,1.085248,7.359838,0,QSO
941755,1.281481,12.67608,12.63147,6.811069,8.700626,261.335779787965,26.1656285529424,21.37177,20.58644,20.11454,20.07425,19.95703,3.662311,1.30461,1.239712,1.271908,1.608934,0,QSO
415188,-0.0001234323,3.582566,17.69388,0.269073,0.04638976,203.947599389939,27.9479998665657,23.30974,23.76842,23.22148,20.26487,18.68613,0.09792938,2.970069,0.7605165,4.68624,1.285782,0,STAR
961500,1.820849,12.05366,13.41497,6.493605,8.253125,30.7533921426963,-0.966818110944947,20.34476,20.12124,20.11952,19.83453,19.74642,1.476064,1.450357,1.002853,5.613848,7.728058,0,QSO
337188,0.0001742684,33.19471,52.89786,0.01503845,2.870151,134.050873008391,55.3326241813001,25.37316,21.08323,19.58062,18.60547,18.09868,2.970114,1.461143,1.250165,1.191113,1.288245,0,STAR
799165,0.1017082,63.61195,76.35302,7.967285,21.1539,126.586520813275,18.3195392965157,19.49957,18.1626,17.53095,17.1203,16.87041,4.163394,4.463212,3.98075,3.950423,3.787172,0,GALAXY
778727,0.06044183,138.8655,181.9498,10.51433,37.86256,210.341164156608,8.32377204628843,18.98228,17.16202,16.2436,15.77695,15.43234,5.193877,6.059782,5.324283,5.300852,4.912357,0,GALAXY
270582,-0.000187255,13.40612,20.73018,0.3292196,1.981071,249.516097892376,28.0938192674681,23.82774,21.65126,19.70452,18.8879,18.54657,0.8688859,1.849519,11.30666,7.920376,3.115996,0,STAR
970317,2.353361,2.653602,3.618647,1.706222,2.148481,228.10034722127,0.594248737896597,21.94544,21.26476,21.04125,21.04446,20.68106,1.6646,1.426865,1.0389,3.204801,2.411784,0,QSO
1269429,2.285638,5.239945,6.153925,2.386,5.019258,228.259113815216,18.8648458187151,21.11354,20.60106,20.5772,20.69259,20.50806,1.673488,1.589918,1.576764,1.660113,1.216921,0,QSO
1074970,1.755151,10.84205,12.14674,5.151304,6.832987,130.299214917673,55.5850743200169,21.05828,21.05651,20.6729,20.30502,20.05522,1.622572,1.236399,4.408219,1.076137,2.026699,0,QSO
525581,0.6242502,6.765598,9.843596,-0.03373097,0.6267376,251.053991662658,38.5221568185043,26.29157,22.97174,21.63445,20.39916,19.75941,4.585006,7.36022,1.293424,2.079478,1.446639,0,GALAXY
1183962,1.698199,2.604777,1.951913,2.381981,2.18504,20.6114881871749,0.934042694016002,22.41232,21.9961,21.83443,21.59715,22.11779,1.801122,1.427601,1.168033,2.969971,4.583966,0,QSO
1228535,0.7478806,12.41541,15.86402,7.779342,9.909272,118.281692082174,47.4542011647556,20.60752,20.02893,19.91117,19.76839,19.37708,1.719503,1.388631,1.379767,1.835914,1.489335,0,QSO
980442,0.9649601,8.812794,9.178378,10.77899,9.59483,128.664176785038,44.4167647047395,20.50306,20.25833,19.99713,20.03467,19.83237,1.362056,1.408509,1.299103,4.135864,1.144868,0,QSO
732422,0.2167705,8.790823,12.57079,0.2971192,1.531494,130.217636910044,28.8482499889448,23.91545,22.41169,21.10847,20.62682,20.3521,0.8098016,1.362054,1.326954,1.286314,1.173207,0,GALAXY
561449,0.6521849,5.483678,9.698242,0.1765222,0.3509314,134.382915286787,37.3618964143194,25.71747,24.10605,21.56456,20.49375,19.79361,4.584475,4.583812,1.521964,2.188949,2.532128,0,GALAXY
132452,-0.001390252,14.12742,15.76169,5.152997,9.329526,253.366908472137,39.84343510768,21.14132,20.26346,19.91652,19.69546,19.74757,1.177863,1.24055,1.364479,1.263422,1.258235,0,STAR
298703,2.609654e-06,19.30572,24.28122,0.9391533,5.420321,354.723146893398,-0.737684242740894,22.9158,20.9464,20.11667,19.95749,19.25442,2.969604,0.8589793,0.8234794,2.985956,0.8842924,0,STAR
517068,0.8198512,2.492794,5.99042,-0.1982643,0.03685248,139.739369103717,0.819062300190929,23.35948,24.08511,22.01725,20.80012,19.98193,0.8472288,7.361612,1.826724,2.494865,7.361009,0,GALAXY
1025657,1.438546,1.111099,0.8453183,0.9925716,0.7629145,163.162628991076,58.8679221630853,22.33038,22.16899,21.94548,21.8142,21.9568,2.532554,0.9816964,1.30179,0.98623,1.735989,0,QSO
793293,0.2375732,44.09271,58.76419,1.630939,7.233683,164.955135430227,29.3216193865334,21.73327,19.35093,17.9376,17.4442,17.10874,1.885195,6.874973,4.36791,4.316753,3.593972,0,GALAXY
322869,-3.408137e-05,31.1859,48.40051,-0.005765091,2.873644,170.03956623248,40.1306900640067,23.51818,21.24371,19.65356,18.75669,18.2541,4.584603,1.14504,1.183276,6.15484,6.877841,0,STAR
681875,0.135569,85.02652,114.428,7.200635,19.68727,233.201830782054,43.6059879777611,19.9652,18.17764,17.12094,16.66599,16.31212,4.346087,4.687107,4.2793,4.196218,4.110382,0,GALAXY
2114,0.0002196717,48.05864,39.38921,48.87342,75.21083,131.477522376852,-0.53515062135636,18.09196,17.79509,18.08797,18.34858,18.60567,1.390912,1.369623,1.156823,1.141488,1.289092,0,STAR
469764,0.6193898,7.343297,12.8651,0.04726183,0.3106322,215.525221358714,2.94416780098998,22.92205,22.03287,20.37772,19.10696,18.57333,2.969901,18.02196,3.297143,3.315157,6.291,0,GALAXY
783447,0.6162385,5.009026,9.077802,0.3472068,0.5688876,29.7582652969742,6.48576229965333,24.88259,22.23902,20.9325,20.01493,19.50339,2.969946,2.969993,2.689359,3.800342,3.366577,0,GALAXY
1112537,1.585651,3.876986,3.657445,3.021279,3.133723,235.299529096625,39.5487262298394,21.49723,21.40536,21.36993,21.22777,21.2119,1.856411,1.228805,1.327823,0.9526317,2.749871,0,QSO
873602,0.6140065,7.433455,12.48708,-0.0733638,0.3760484,120.442562477865,8.99596720511624,24.28737,24.13245,20.73418,19.52931,18.98336,0.2637221,2.970396,3.371294,18.0213,2.53953,0,GALAXY
709275,0.2526147,8.065295,12.23067,0.2575772,1.006666,246.925938416572,30.041713411766,22.96919,22.06563,20.61309,20.01275,19.68098,0.08881161,1.851344,2.102323,1.613101,1.849808,0,GALAXY
895083,0.4669776,28.26112,28.47502,19.34291,20.77099,184.207713331106,1.88017112908153,19.64512,19.33134,19.34337,19.07935,18.87825,1.452466,1.559632,1.34307,1.241957,1.367796,0,QSO
196809,0.0002285315,185.5473,202.1971,23.14971,82.60609,116.415129809813,29.3515986128289,19.38845,17.61942,17.00011,16.79778,16.6947,9.484149,1.437593,1.19012,1.129278,1.201913,0,STAR
1214070,1.545299,6.688544,7.759359,3.686739,4.380892,197.219568651987,45.3157704098864,21.36371,21.26151,21.03223,20.79952,20.46929,1.749193,1.402019,1.032032,1.167376,1.240029,0,QSO
958992,1.679005,2.103585,2.024323,0.7375388,1.542073,249.390879349362,38.9293804406136,22.06618,21.92467,21.90345,21.75473,22.18346,2.970718,1.662439,1.273856,1.376008,0.6799702,0,QSO
309640,7.083962e-05,12.71637,18.48153,8.815727,11.59852,286.915856336745,78.8818157743981,20.02714,19.83593,20.05627,20.49951,21.55586,1.73836,1.779097,1.462199,3.196855,1.016,0,STAR
104463,-5.526659e-05,126.0427,144.6284,19.34286,52.7576,260.44010137205,26.7837304436044,19.69092,18.16848,17.541,17.27781,17.14301,1.33287,16.87404,1.141136,1.141767,1.179955,0,STAR
553640,0.6955568,4.388519,7.620755,-0.1564406,0.09779306,213.173828027742,47.1356747066493,24.57376,23.38573,22.19914,20.75144,19.88316,2.97055,7.359922,2.254182,1.898806,4.680703,0,GALAXY
545355,0.7801837,3.376209,5.256581,0.2068346,0.4726253,161.061937197334,54.6439263431986,22.60195,22.55198,21.72479,20.71108,19.93156,2.932663,1.404061,2.173972,1.852538,2.261619,0,GALAXY
912829,0.9757881,4.669268,5.507808,4.096107,4.069749,252.006985034097,43.3184636888381,20.48299,20.28383,20.14473,20.13853,20.36391,1.859273,1.549913,1.369066,1.339429,1.512563,0,QSO
1165906,2.658535,3.320229,3.529517,3.311826,3.776717,186.598292577052,45.0680567420744,21.45164,21.09525,20.96489,21.02934,20.62578,3.418295,1.277481,1.179793,0.9022968,1.320863,0,QSO
354599,0.0001807073,6.754194,13.88223,0.0154738,0.3753188,153.726643461414,42.3160187191533,23.8971,23.41607,21.92389,20.51775,19.7518,0.8159632,1.240219,1.87598,3.565607,5.852066,0,STAR
790633,0.2041545,49.71278,60.25216,7.65028,15.23156,166.11809248365,32.7873210624839,19.55066,18.38433,17.62393,17.19695,16.97771,4.025249,4.087496,4.112212,4.089175,3.956739,0,GALAXY
187749,-2.257227e-05,216.0522,240.7177,35.18706,94.94195,195.144726100064,10.740973075123,18.82384,17.49056,16.95689,16.72643,16.59619,1.555314,1.384043,1.333792,1.228285,1.251146,0,STAR
626378,0.5366548,7.143333,10.80823,0.4950165,0.9238884,116.428168315723,29.231961713679,21.43225,21.1906,19.85348,18.98795,18.66618,18.02103,2.137662,5.053821,3.967807,2.857086,0,GALAXY
746389,0.1060818,31.12555,39.17057,3.173326,9.539142,158.072863467059,10.4294586586585,19.73474,17.99969,17.28909,16.91369,16.61803,5.005869,5.947757,6.071112,6.080695,6.491054,0,GALAXY
1050907,1.448039,5.281404,5.928937,5.272676,4.013604,237.34779892494,41.9396082237372,20.65684,20.59507,20.57193,20.4066,20.4733,2.046545,1.411007,1.437672,1.370027,1.405951,0,QSO
563334,0.6036541,8.234451,13.34929,0.1237766,0.5485707,128.877126694034,33.318607297002,25.84044,22.93881,21.25337,20.03975,19.66955,2.970115,2.969947,1.806453,2.449262,3.088021,0,GALAXY
535676,0.2586619,20.62347,27.88643,0.3225107,2.854464,56.1210072418505,-7.10814129198207,21.75713,20.65088,19.33463,18.82323,18.49994,2.658366,2.298699,2.122531,2.748825,2.189228,0,GALAXY
157699,6.971735e-05,114.368,121.7063,29.5838,61.3427,118.08323028886,29.7085828989749,19.27521,17.96795,17.4773,17.29836,17.19164,1.611648,1.394702,1.354071,1.211995,1.220326,0,STAR
1311825,1.942491,10.30745,15.73214,4.433959,3.2337,126.720785250192,42.8049425685652,20.92866,20.72551,20.29767,19.48016,19.19578,1.598693,1.822018,1.960547,1.93103,3.800842,0,QSO
130494,0.0001373496,31.14637,63.36939,-0.5815493,0.9997017,85.4296159288126,-0.240231072653542,23.47059,21.80422,20.08971,18.62563,17.86032,0.775779,1.191358,1.075832,1.022338,5.38667,0,STAR
655991,0.1402883,85.55737,116.533,6.20409,18.92857,163.908439461268,11.6429676728393,20.96042,18.68605,17.55332,17.06304,16.65846,2.700173,3.126171,3.265495,2.921759,2.917561,0,GALAXY
1016144,1.827744,10.86362,10.35408,7.903039,9.40731,122.300118344249,28.2080614631902,20.40411,20.36929,20.32953,20.08294,20.18327,1.689561,1.564068,1.393961,1.235068,1.545735,0,QSO
648354,0.9501927,3.941,5.668456,1.240637,1.642374,162.679730936174,48.9594978609273,22.83008,21.77376,21.42848,21.01236,20.54309,0.7992238,1.241081,1.774708,2.819903,1.117395,0,GALAXY
623635,0.646845,13.61556,17.39454,0.6278793,1.559213,151.102922876094,47.8405158016937,21.99832,21.37952,20.07208,19.24013,18.92483,2.218739,2.581979,1.904685,1.814453,6.876075,0,GALAXY
894945,1.317634,1.704551,1.601971,1.232995,0.8794878,125.316746114005,45.7003942873052,21.97283,22.11965,21.30707,21.39036,21.28845,3.551407,1.588363,1.279044,1.517339,2.521726,0,QSO
374914,-0.0001020139,4.72233,5.123257,0.4948069,2.082669,118.615196874382,46.5407109841292,22.88133,21.76884,21.13725,20.67814,20.16726,2.970863,1.442141,1.141558,1.073175,0.9568443,0,STAR
1280263,2.508125,4.481071,6.356942,3.345373,4.46088,135.569922598195,33.3800805845552,21.04723,20.59048,20.52301,20.60028,20.37758,1.669273,1.380163,1.413556,3.03433,2.911275,0,QSO
576026,0.5173236,5.857936,9.355316,0.06229951,0.4665803,204.918677669515,3.49017452418179,24.72319,21.77102,20.09485,19.27836,18.79101,2.970433,2.970529,3.512796,3.5855,3.789752,0,GALAXY
14508,0.000193067,70.04852,87.96861,4.878214,22.77846,110.044898375215,0.474917406081464,21.44489,19.24727,18.3399,17.98582,17.81543,1.436405,1.220891,1.294163,1.156336,1.199958,0,STAR
733241,0.5019502,9.568918,14.31581,-0.03142332,0.7928627,244.974980919368,38.9759303190089,24.23116,21.84184,20.07934,19.19146,18.67371,2.970247,2.970728,3.182681,2.819525,2.278978,0,GALAXY
