,redshift,spectroSynFlux_i,spectroSynFlux_z,spectroSynFlux_u,spectroSynFlux_g,ra,dec,u,g,r,i,z,petroRad_u,petroRad_g,petroRad_r,petroRad_i,petroRad_z,labels,class
988693,0.6633564,24.13093,29.08332,3.104717,8.56743,168.108161057436,51.3136602579704,21.04779,20.37268,19.72542,19.2681,18.88478,1.403284,1.28414,1.292999,1.330195,1.436487,0,QSO
139535,0.0001524622,10.43511,13.90408,0.168088,1.059189,159.20831680038,54.7397922534317,25.8775,22.1045,20.58515,19.9995,19.67178,2.969912,1.269675,1.05705,1.119886,4.55906,0,STAR
1307488,2.252326,3.805931,4.972138,2.345335,3.776537,157.374329133584,17.8920847688119,22.3807,21.46228,21.56917,21.35733,21.22471,0.9716263,1.595817,1.049648,2.923297,0.7234578,0,QSO
225404,-0.0002350658,967.8088,970.1733,296.2129,590.5596,208.181466007216,54.8020437513329,16.47926,15.37315,14.95806,14.76898,14.96468,1.793842,1.616512,1.458988,1.463085,1.536978,0,STAR
753576,0.05673886,229.1733,296.833,19.49272,67.41254,218.631481151447,9.1250516317958,18.57657,16.66191,15.78704,15.37614,15.03585,6.740092,6.152834,5.942402,6.002536,5.622825,0,GALAXY
362583,-0.001097577,2.796786,3.307368,1.499601,2.478037,359.973946558673,34.0047959813684,22.1086,21.43479,21.26876,21.24092,21.13027,1.845083,1.785537,1.497658,1.506609,3.143532,0,STAR
546743,0.3107303,24.04503,33.90189,0.4458234,2.910057,127.151479431155,3.55733751677052,23.24794,20.43827,18.82741,18.22848,17.80303,2.970082,3.412698,3.60255,3.652451,3.758011,0,GALAXY
1094483,0.6588143,3.562441,4.060054,1.365218,2.224933,230.46145772804,38.8793108835492,21.36134,21.05626,21.07269,20.90055,20.92402,1.050085,1.166163,1.238337,1.042354,0.9565497,0,QSO
664058,0.09378397,95.374,118.1712,10.22622,31.68459,183.690221526691,13.9120382264478,19.16206,17.59721,16.83367,16.46086,16.18989,4.800496,4.905438,4.976552,4.940336,4.543012,0,GALAXY
1188968,1.128132,31.62817,30.2389,20.6231,23.77077,194.316317433576,13.891983986847,19.28581,19.08633,18.75229,18.77736,18.84394,1.484039,1.377899,1.30095,1.144972,1.493769,0,QSO
155330,-0.0005660327,72.84457,72.00637,29.75682,52.19308,214.471030345478,60.498721032612,19.09609,18.22634,17.93473,17.81774,17.81728,2.096217,1.927604,1.941458,1.82918,1.76669,0,STAR
1065009,0.9265937,3.681765,4.875176,2.053186,2.263177,198.166521601003,44.5889268326965,21.6774,21.5198,21.24188,20.99366,20.58449,1.485418,1.666804,1.478795,1.527747,0.9576049,0,QSO
854891,0.1744378,27.87425,34.32606,2.884544,7.646904,226.378986925862,44.0968227824865,19.80685,18.5073,17.73992,17.32664,17.14192,18.01438,5.551862,5.522743,5.448475,4.941802,0,GALAXY
1145072,2.389235,2.814582,3.184488,1.481212,2.606962,188.371765315242,13.6255400591533,21.67583,21.23839,21.25597,21.09272,20.77595,2.537675,1.596506,1.1028,0.9951907,1.089409,0,QSO
316686,-0.0001759375,159.778,187.266,2.608582,35.49707,355.347030258348,-0.651538786521661,21.21559,18.54861,17.39579,16.99922,16.74784,1.361903,1.071927,0.8913825,0.7794442,0.9551235,0,STAR
52711,-0.0001334053,9.616684,21.42363,0.1572257,0.6042455,120.863440606506,45.7065444943527,25.04811,22.87199,21.13026,19.56173,18.62256,43.78218,2.970071,3.08134,5.469178,1.351156,0,STAR
440582,0.2727877,18.62201,28.22437,0.402904,1.592119,58.2237819296803,0.921134445886476,23.98192,21.17664,19.6986,19.04058,18.63657,2.969298,2.636383,2.073648,2.248302,2.399681,0,GALAXY
90672,-0.0002878988,4.09377,4.631683,3.009321,3.829481,141.365294775223,-1.52654780057848,21.86597,21.08957,20.92447,20.57358,20.29641,1.300114,1.627368,1.702604,1.562321,1.312865,0,STAR
1181786,0.9840161,4.686778,5.868008,3.144825,3.29956,341.970404498811,-0.113358299881649,21.06242,20.94472,20.64653,20.55421,20.17134,1.358658,1.48376,1.231896,1.274188,1.659877,0,QSO
258647,0.0002449274,56.98946,60.00314,24.34357,40.74818,162.826405233553,11.8859769935208,19.37463,18.44663,18.16689,18.06095,18.049,1.808449,2.012855,1.432929,1.630956,6.308487,0,STAR
242694,3.3468e-05,798.5422,823.8453,238.7565,486.7647,192.876134707105,58.7458566366676,17.00533,15.77484,15.35041,15.19803,15.14907,2.041698,1.759038,1.996475,1.824493,1.66489,0,STAR
427412,0.0001998891,8.081054,8.146479,4.861001,6.232422,160.26708706678,28.6595391343685,20.89256,20.35774,20.17418,20.05885,19.89546,3.739783,1.37257,1.232267,1.052606,1.390191,0,STAR
220697,-0.0005263119,19.32999,22.99045,0.3960763,4.590064,330.90316255571,-0.771201520397119,23.32966,20.79563,19.6834,19.24381,18.99467,0.09229169,1.243361,1.053767,1.032787,1.24814,0,STAR
204650,0.0001609635,100.2586,107.4393,18.94597,46.24719,170.31304620506,45.5978219184678,19.55533,18.23819,17.69696,17.48762,17.36828,1.746176,1.556976,1.448025,1.423211,1.495478,0,STAR
1282793,2.360138,37.13456,46.58968,13.64543,29.49647,218.382824488308,19.1199021332718,19.7475,18.85736,18.8398,18.7262,18.45201,1.079406,1.219664,1.195262,1.040928,5.297122,0,QSO
754321,0.3561031,26.63457,38.99994,0.6516694,2.853717,172.678812843409,37.4820620528528,22.16996,20.64085,18.93418,18.33432,18.03679,18.02508,2.970476,3.12405,4.652657,3.154437,0,GALAXY
710731,0.5908504,4.307546,6.904492,0.04138835,0.2991434,114.942827936329,44.5521220237826,24.40893,22.82064,21.74289,20.49995,19.9493,2.970439,1.273756,2.312875,1.933935,3.285034,0,GALAXY
202280,-0.0005173832,53.16093,51.66813,28.79287,45.77728,249.181310437275,35.1330450066185,18.86724,17.89638,17.76992,17.74301,17.77085,1.1376,1.210662,1.046595,1.029773,0.999758,0,STAR
1297292,1.267235,63.67817,57.75496,41.05558,48.21486,162.676114489152,16.0155836073919,18.59107,18.40449,18.03748,18.0317,18.07416,1.379114,1.27943,1.173521,1.017975,1.079146,0,QSO
564872,0.5792704,5.652023,9.486423,0.05071884,0.4153687,236.125294682439,52.211314954305,25.00923,22.67675,21.02247,19.83817,19.22129,7.35931,2.969875,2.69296,6.88112,5.304431,0,GALAXY
545916,0.4885871,14.265,22.90715,-0.07148983,0.9627797,157.547574464555,48.1186760151546,25.17288,21.07975,19.525,18.65505,18.19528,2.970496,2.956565,7.770632,4.494223,4.655374,0,GALAXY
951701,1.321229,14.91228,13.84043,14.26484,12.58029,168.912350429219,63.5311541000792,19.78753,19.82149,19.55774,19.60742,19.57037,2.044345,1.59962,2.016294,1.970115,1.352608,0,QSO
691844,0.3779611,12.74896,19.26864,0.1953914,1.233104,245.643240930023,21.321645004586,22.79564,21.37375,19.56167,18.86237,18.37305,2.969434,2.849297,2.948568,2.621073,10.63546,0,GALAXY
889595,0.7008829,4.875714,7.476628,1.301768,2.295018,239.8599841551,50.266174544639,21.12545,20.7504,20.58882,20.37895,19.86622,1.163548,1.195079,1.39731,1.363318,1.404712,0,QSO
130876,2.051564e-05,125.6526,177.75,2.949336,16.91543,5.77084384027216,-0.48633447479037,21.70689,19.30065,17.91722,17.13744,16.70183,2.923378,1.160648,0.9682835,0.954263,1.094021,0,STAR
261989,-9.831899e-05,85.46996,91.1119,17.3483,42.86267,145.047625875275,7.16879932797667,19.64341,18.35582,17.86736,17.67661,17.6034,1.606907,1.445136,1.305478,8.339403,1.259764,0,STAR
526574,0.0422822,252.816,345.3324,18.85319,73.51379,240.491824804711,47.0984064651233,18.07169,16.1841,15.35721,14.95332,14.62856,14.03905,23.81675,25.49295,27.08372,19.70603,0,GALAXY
451215,0.08219051,43.63629,54.57097,4.750912,13.60118,180.783768396227,-1.49002774803154,20.24671,18.60254,17.80935,17.42414,17.12526,3.849797,5.02261,5.237225,5.028751,4.363725,0,GALAXY
721006,0.1126625,145.6237,196.1707,8.911588,34.55373,229.165834001816,28.3801489697233,19.63812,17.6475,16.62588,16.19725,15.82414,5.202654,3.81878,3.630077,3.655214,3.649596,0,GALAXY
640571,0.2974634,51.97148,68.3103,2.022371,6.655197,132.74744328841,43.6349886315535,21.2366,19.39413,17.80973,17.23754,16.89724,166.5321,5.808638,5.904917,5.063504,5.26644,0,GALAXY
61964,-9.730076e-05,37.88879,40.31532,9.116757,21.45321,116.966703576249,42.795819084633,20.27308,19.09155,18.67093,18.52808,18.51527,1.293612,1.196333,1.086314,1.11351,1.134168,0,STAR
1189023,0.6617297,4.259585,5.820373,0.9202804,1.659122,223.150952583001,23.5710276160092,22.88294,21.31018,21.07733,20.54422,20.26333,4.583827,1.463354,1.333618,1.362612,1.71591,0,QSO
19802,-0.0001243508,38.74291,28.63011,79.96915,75.17223,202.975665321412,0.688724542045211,17.38552,17.72546,18.2133,18.55996,18.9,1.60071,1.404442,1.424816,1.393604,1.355155,0,STAR
451256,0.1143826,34.9771,39.53281,4.714963,13.35953,246.056508709427,45.1235789277316,19.64663,18.31437,17.68193,17.35061,17.1396,5.803798,5.47437,5.321434,5.037088,5.29071,0,GALAXY
733765,0.2120802,33.10448,42.73404,1.893356,5.965218,35.9208119866393,0.864499186854975,23.08483,20.54489,19.11325,18.58599,18.33728,1.766429,2.239991,2.12138,2.152503,2.16106,0,GALAXY
198313,-8.458537e-05,644.9243,683.843,143.5182,341.2914,169.255394175196,9.1586602227861,17.4583,16.13849,15.64971,15.47221,15.4144,1.501301,1.30725,1.385921,1.126091,1.209493,0,STAR
872402,0.4669736,8.790148,12.59796,0.2437924,1.074797,225.164951475554,56.037619595734,23.22109,21.63626,20.1307,19.37749,18.89193,11.30558,2.043647,3.034362,2.992445,4.706105,0,GALAXY
342085,2.230299e-06,768.7491,985.3285,13.26207,135.3297,8.47486078465994,-1.18078912940272,19.55754,17.03269,15.75587,15.21879,14.91754,1.224072,1.062482,0.9748951,0.9406099,1.002742,0,STAR
370379,-0.0001641945,182.8898,201.5252,12.53821,66.0025,352.5595779415,0.449959534910856,19.35013,17.65122,16.98661,16.75913,16.64409,6.728519,1.073627,1.020855,0.8997105,0.9636621,0,STAR
376270,-0.000238115,149.7043,197.6505,3.713542,28.17337,213.50468049265,11.3481162626787,21.60322,18.8511,17.63562,17.16031,16.92137,1.155763,1.143806,1.057676,0.9903327,1.117821,0,STAR
129859,-5.420891e-05,4.96262,5.066033,1.635649,2.922351,124.86825520794,39.5488187677671,23.52643,21.44201,21.65674,21.45648,20.70481,0.5426815,1.36924,0.5647247,0.5707224,1.283464,0,STAR
834508,0.1410007,85.29996,112.7497,6.565378,21.32573,236.383325128656,35.2112782648346,20.40976,18.5866,17.55645,17.12061,16.76803,3.359905,3.086159,2.771715,2.799184,2.54212,0,GALAXY
796744,0.1687766,89.08221,122.1346,9.300923,19.69398,215.278092463996,0.953811610684807,21.23001,18.73193,17.51415,17.01447,16.63357,2.211025,4.094444,3.503585,3.464158,3.751086,0,GALAXY
105005,0.000125878,19.27594,19.09774,9.235026,13.7988,118.977985789631,35.7506675337773,20.68617,19.62885,19.34795,19.27939,19.34531,1.373354,1.466929,1.192533,1.178534,1.382894,0,STAR
526671,0.7003254,1.145666,1.84665,0.7841303,0.7417151,115.525071736978,31.2901015056556,22.55485,22.30773,21.90223,22.19931,21.33677,1.28738,1.624639,1.510224,2.951511,0.956685,0,GALAXY
794399,0.8414175,2.043637,2.637267,0.6186725,0.778914,28.3801257251611,-0.0562250091942448,22.82085,22.72485,22.41761,21.60911,22.38009,1.303478,1.104215,1.419533,1.345397,1.018643,0,GALAXY
171110,-0.0002204034,32.14927,34.70332,7.049127,15.83177,17.2066495965751,47.1227643382944,20.79057,19.54843,18.96148,18.71719,18.69402,4.131423,1.496914,1.381146,1.285016,1.271547,0,STAR
768911,0.1256497,54.76889,78.85223,6.25515,13.42159,215.066286732053,1.04762577360999,20.432,18.56471,17.521,17.03637,16.61369,18.02374,5.542752,5.783375,5.569487,5.705424,0,GALAXY
31582,-0.0001668896,67.4975,72.55957,6.537573,29.56244,129.359581935262,49.8708398988425,20.13852,18.74534,18.19133,18.06431,17.96802,3.471144,1.750527,1.852014,1.915217,1.956273,0,STAR
1029225,0.4977111,8.395222,11.59231,0.9768224,1.33167,246.395324963695,35.9776778631673,22.26945,21.19821,20.06956,19.2565,19.00307,1.233987,3.714532,106.7135,2.923731,106.7146,0,QSO
588097,0.5220204,5.410662,6.889352,1.433973,2.276695,134.086855594596,43.8943728737899,21.52227,21.04811,20.76302,20.28376,20.24004,1.161122,1.242971,1.60764,1.413804,2.338656,0,GALAXY
641694,0.3910948,15.90534,23.23194,0.3497048,1.618476,151.189053014618,48.893010899754,21.22343,20.66736,18.9012,18.23603,17.79231,18.02025,3.646324,3.72387,3.543332,3.929453,0,GALAXY
304200,0.0001096488,486.7314,539.3868,32.846,173.6904,145.719432932002,10.994830452594,19.09839,16.96649,16.09952,15.78379,15.64642,1.272895,1.186982,1.285312,0.9248516,1.007472,0,STAR
620241,0.5267879,9.220186,14.51464,0.04905228,0.7119452,224.179222646588,39.2997234915742,24.64082,22.54893,20.61841,19.70081,19.34002,2.970401,2.970411,2.069588,1.922278,2.422917,0,GALAXY
946108,1.53892,6.582323,7.334915,5.248254,4.085072,198.563198090006,5.20303489958289,20.82248,20.61768,20.70287,20.37343,20.346,1.842086,1.458498,1.323344,2.818158,1.53059,0,QSO
278497,6.282804e-06,5.514159,10.16073,-0.0183534,0.359389,120.985968540273,24.0802729510235,25.62013,23.09005,21.86477,20.62715,19.87537,4.585421,0.9956087,1.230275,1.172719,2.384732,0,STAR
602113,0.5122343,13.50956,21.10522,-0.06244794,0.920887,198.047465305511,60.325730898279,23.52003,21.91767,20.3131,19.40764,18.89935,18.01791,2.20838,2.390374,3.345013,3.09772,0,GALAXY
1175601,1.8959,2.075439,1.643513,1.984048,1.902396,352.797384513772,1.09382578829917,21.67391,21.58389,21.7672,21.27933,20.98455,1.915541,1.408236,2.021644,1.173733,1.183636,0,QSO
138751,-5.579671e-05,10.36579,20.48348,0.07405901,0.8361315,149.731481867199,49.2534590986901,24.57984,22.28735,20.94147,19.87148,18.59182,0.2625064,1.298003,1.156855,1.402891,1.07426,0,STAR
720856,0.8644043,2.841462,6.076498,-0.2438,-0.06548068,156.89861693432,45.2127856991812,24.93272,26.08331,22.01916,20.87433,19.9628,2.970172,2.969637,1.9562,1.941998,1.968658,0,GALAXY
662739,0.456753,10.07574,15.86484,-0.2620811,0.6400036,243.245779540716,39.0474885848418,25.86334,21.7222,20.2411,19.46848,19.08198,7.358951,2.132772,2.805725,2.34314,2.41288,0,GALAXY
1071201,1.959784,1.836719,2.032394,1.903259,1.378055,142.820352607787,39.5028977553081,21.87951,21.73533,21.48707,21.23451,20.92646,2.784908,1.35686,1.335285,1.147508,2.022409,0,QSO
1274581,1.272012,2.007538,2.309315,1.049827,1.106175,348.735928186778,0.857330405929506,22.07318,21.91684,21.55647,21.54538,21.27429,2.512429,1.348063,1.166526,0.9270682,0.6447502,0,QSO
1193437,0.9973847,7.289052,9.893062,3.855219,4.320549,192.719973555261,41.4833710348997,20.82885,20.73962,20.36099,20.28814,20.06297,2.056852,1.450071,1.392396,1.28428,1.772772,0,QSO
1077196,1.535707,13.49898,14.45633,6.624354,8.632092,145.409681096771,40.5392769765777,20.95861,20.59968,20.3102,20.03477,20.02243,1.685289,1.547847,1.370837,1.248596,1.87181,0,QSO
158819,1.150988e-05,48.10724,82.5111,-0.2862859,3.878142,353.309980982456,-0.900191216589997,24.32747,20.94679,19.42558,18.29056,17.66818,7.358771,1.260323,1.054822,1.029125,1.283452,0,STAR
2439,7.81029e-05,125.875,384.0059,-0.5985838,5.470279,86.4283209489649,-0.017180281721394,23.02919,20.54461,18.93748,16.85475,15.66128,11.30464,1.111572,1.043582,0.8935006,0.8579182,0,STAR
1230020,1.986964,1.666351,3.246576,0.5896364,0.3895457,133.137107328554,26.9198347781814,23.71358,22.92203,23.82172,21.43542,20.86242,0.6343595,2.970805,2.970989,1.174954,1.900494,0,QSO
333224,-5.115024e-05,613.9703,1033.843,7.009818,57.69834,244.893745749289,8.04665248728127,20.43183,17.97173,16.51856,15.4741,14.88913,1.024562,1.066684,0.9344155,0.9681925,0.9935178,0,STAR
1243445,1.86954,5.300492,5.634594,4.450473,4.544274,142.134512125257,27.5352360937339,21.35171,21.51625,21.48543,21.22893,20.99165,1.461561,1.033627,1.413287,0.9653527,0.660695,0,QSO
628336,0.05660524,102.5946,125.1593,9.299455,32.45158,127.788334621902,38.2181374615973,19.89048,18.15694,17.30801,16.92193,16.62187,6.309259,2.900941,2.866056,2.775971,2.954775,0,GALAXY
1016664,1.097264,2.204555,2.37353,1.925439,1.883771,126.485601221806,40.4075809428294,21.94834,21.73486,21.38075,21.31743,21.06611,4.093181,1.762619,2.471061,1.186151,1.274763,0,QSO
308278,0.0001547553,448.6459,454.2884,188.0506,305.7387,202.732545923646,12.9343330253032,17.22779,16.35883,15.99535,15.87449,15.84141,1.66742,1.269638,1.317441,1.278328,1.171379,0,STAR
885284,0.9447659,2.457162,2.718765,0.7519925,1.424994,244.757141060282,47.6007218626233,22.16786,21.93662,21.78259,21.74982,21.2108,1.005359,1.35417,1.060682,1.384573,4.208995,0,QSO
855769,0.577879,5.673352,9.199963,0.63854,0.9600468,145.594521721119,6.70930627389994,24.321,23.04384,21.28719,20.24953,19.73159,2.969455,7.359528,2.038343,2.87399,3.133215,0,GALAXY
1244470,2.658331,1.39036,1.500212,0.9871417,1.291871,230.953996311221,26.2062907683821,21.84781,21.18417,21.01163,21.3387,21.22664,2.757431,3.257634,3.166764,1.065802,3.049943,0,QSO
334136,-0.0002954004,279.2762,288.6264,76.04313,164.8612,239.236809853768,27.2223081525531,18.23851,16.91388,16.51218,16.36131,16.31914,1.665223,1.528361,1.112126,1.04909,1.229703,0,STAR
399844,-0.0002513553,45.02007,46.51027,18.12169,31.84532,263.262696978467,27.0886553944118,19.56963,18.68029,18.39914,18.31994,18.27119,1.532739,1.521447,1.320843,1.500354,1.341667,0,STAR
1271223,0.5279688,8.971189,13.68091,0.5078828,1.211281,252.937535712855,47.8079214787864,23.38993,21.98474,20.83173,19.81602,19.5555,0.5677053,1.738964,2.026086,2.949181,1.729735,0,QSO
603203,0.9220147,2.471148,3.362072,0.3660311,0.669615,132.289052365665,29.983382753114,22.3188,22.19383,21.77635,21.13012,20.63995,7.358696,1.477503,2.11967,1.285281,1.860044,0,GALAXY
775788,0.1068082,41.8861,50.04374,5.837771,15.37768,314.641774104674,1.11272169761304,20.00486,18.73791,18.10069,17.76462,17.51313,5.159301,3.791391,3.740346,3.661588,3.181991,0,GALAXY
587729,0.2160491,15.73139,19.4866,1.145547,3.256384,51.9738136538434,0.431659434486558,21.94254,20.50079,19.53158,19.05362,18.66472,2.97027,2.589399,2.556433,2.382813,2.863298,0,GALAXY
1225100,2.145732,5.566623,8.0825,2.943059,3.6472,118.786995572227,50.7749628903099,21.14452,20.45374,20.21889,20.13958,19.80184,1.39195,1.288074,1.380347,1.497104,3.735533,0,QSO
755776,0.568016,11.65992,18.03827,0.06601291,0.9066995,179.544937287787,25.5846255148178,22.94139,22.16672,20.29116,19.13078,18.75872,11.30955,1.597431,2.782346,2.886424,2.605818,0,GALAXY
224836,-1.945134e-05,7.821221,16.17075,-0.2097901,0.129174,243.112516113823,37.8578556028999,25.11806,22.93271,21.5338,20.17731,19.34414,2.970247,1.063789,1.356483,1.287591,1.489588,0,STAR
1221914,0.4673671,15.96963,18.4207,8.942863,10.1287,198.660981308703,34.8154300946411,19.6944,19.37673,19.29353,19.10979,18.86981,1.471578,1.188064,1.366806,1.224569,1.292588,0,QSO
52163,0.0002433208,20.89082,22.81915,10.34114,16.80173,219.700755615446,1.30170847306569,20.15141,18.8746,18.84551,18.87433,18.85583,1.588534,1.604605,1.442994,1.147716,8.201753,0,STAR
63671,-5.415724e-05,61.63249,41.75365,146.675,130.0082,186.845203076987,2.25207191448278,17.02082,17.28106,17.74088,18.11079,18.35239,1.572185,1.586364,1.291862,1.230503,1.28986,0,STAR
1063229,3.100663,5.585152,5.234558,1.414478,3.759367,182.809935942717,56.2255309921701,23.54562,21.84892,21.69505,21.70518,21.13027,7.361093,2.477682,1.105612,1.316111,3.031469,0,QSO
897983,1.015147,17.51758,16.21733,13.75587,12.84551,196.56837705646,-2.98537996836898,20.01799,19.76725,19.52222,19.47793,19.26925,9.461985,2.143545,1.745375,1.847963,2.454778,0,QSO
270067,-7.791056e-05,224.7881,269.896,3.936429,55.8572,241.464844568132,31.0743336724857,20.62529,18.01615,16.98262,16.62582,16.42602,1.253886,1.213993,1.171758,1.096505,1.014154,0,STAR
491346,0.08283093,163.1317,221.7965,10.6562,39.97055,135.036300943382,48.3832180267986,18.50105,16.76962,15.85358,15.37757,14.99307,7.4928,8.027089,7.488955,6.844448,6.60497,0,GALAXY
579834,0.494756,11.77042,18.38576,-0.0164602,0.8595622,221.329400987335,6.64782021323273,25.73656,21.57334,20.04394,19.11416,18.62591,0.496102,2.969743,2.604576,2.646942,3.945946,0,GALAXY
1119382,1.461524,11.8666,11.58088,9.146265,8.643399,199.24769078551,45.9369377633117,20.85405,20.48288,20.18154,20.01324,19.71877,4.531409,1.596778,1.542001,1.676745,2.967283,0,QSO
1046630,2.417721,2.350914,2.845103,1.81474,2.655622,193.624274816831,53.6122784985414,22.41901,21.70796,21.78824,21.60609,20.90975,68.30978,1.47731,1.021321,3.671433,0.7621348,0,QSO
286832,3.515176e-05,7.416874,6.94585,10.93413,12.5598,180.770791841144,44.8997932202264,20.09405,19.68044,19.95909,20.18041,20.53101,1.682552,1.573007,1.33426,1.591493,1.829397,0,STAR
831967,0.3368425,27.39933,37.9843,0.7447817,2.820586,165.675815235186,40.8353974295605,23.25066,19.77685,18.18083,17.62809,17.27979,0.05764658,5.61854,5.146189,4.956849,4.889526,0,GALAXY
132423,7.826976e-05,6.349125,12.61993,0.02455788,0.4482464,249.721039769342,41.6380925650643,25.90831,23.15931,21.7897,20.56048,19.90503,4.583513,1.20734,1.279292,1.12204,1.338136,0,STAR
