,redshift,spectroSynFlux_i,spectroSynFlux_z,spectroSynFlux_u,spectroSynFlux_g,ra,dec,u,g,r,i,z,labels,class
340209,0.0001708249,5.243461,5.683779,0.1798206,2.022362,185.479919364899,10.7368504531841,24.65863,21.59421,20.96833,20.74711,20.67072,0,STAR
1054381,2.748849,16.42251,16.73501,7.448206,11.83986,225.67219257288,59.7526300222223,20.75454,19.8463,19.51014,19.34042,19.3404,0,QSO
830657,0.5096927,6.878288,10.586,-0.0289905,0.5273656,124.771005052481,28.6084310759786,22.9254,22.41481,20.46256,19.62961,19.17476,0,GALAXY
1114240,3.069738,9.96172,9.924563,2.851299,7.435178,195.825275663667,60.9833205192832,21.9059,20.66908,20.42597,20.56266,20.45741,0,QSO
326675,-0.000714072,79.56077,80.21624,29.91895,49.88251,208.132061413892,40.9905609597052,19.15463,18.19529,17.88717,17.75566,17.71611,0,STAR
343785,-0.0001840601,95.80747,103.4146,13.92713,43.06276,154.705545835815,43.2944597362003,19.80774,18.29799,17.75032,17.53616,17.47117,0,STAR
905154,0.6325371,4.303854,5.767997,0.3730459,0.6344523,211.714080858053,41.0341289424122,22.33868,22.72426,21.38315,20.63678,19.91489,0,GALAXY
1022970,2.18266,5.050468,5.769443,5.636115,5.203249,155.615027897709,-2.21981168601787,20.95601,20.61595,20.56359,20.43554,20.19474,0,QSO
215420,-4.266201e-05,14.01685,55.44987,-0.04122033,0.05281971,114.050822716688,33.0645535800876,24.24571,25.17298,22.54176,19.47646,17.82706,0,STAR
1167778,2.462026,2.355254,2.868863,1.619715,2.361954,230.525421295904,49.7968772980544,22.50742,21.46032,21.34973,21.4247,20.81238,0,QSO
440075,-0.0001754523,490.5096,506.2979,162.7701,322.9284,168.550750644934,37.783489229877,16.97069,16.09959,15.8302,15.73034,15.71715,0,STAR
285435,0.0001603408,7.383156,7.668021,1.888027,4.318369,158.889111258792,49.9948203383552,21.83108,21.0537,20.72854,20.54858,20.1006,0,STAR
1211807,0.5761462,6.419177,8.014796,0.9031419,1.97937,155.903507924124,7.21152268786789,23.06129,21.41718,20.77639,20.33572,20.00186,0,QSO
941350,0.2330997,72.5295,92.49802,3.211694,11.08918,229.876703959162,6.04844721407181,21.03486,18.88612,17.42601,16.8559,16.47492,0,GALAXY
1169150,0.6552769,2.750792,2.881782,0.2459913,0.8085902,212.290093893439,50.5679078110497,20.48845,20.20146,20.19468,20.11182,20.00154,0,QSO
583531,0.6150821,7.16991,11.02547,0.02109322,0.6491356,221.536263849376,6.53118435638086,25.155,22.13776,20.61694,19.51272,19.12453,0,GALAXY
387266,1.57655e-05,8.56895,14.33036,0.2209733,0.7940681,242.061844964939,7.60374810713984,24.98763,22.95359,21.03465,19.95111,19.3718,0,STAR
1191939,1.275628,4.032802,3.418008,1.847016,2.465785,208.599779517675,56.6254614041922,21.49331,21.62597,21.07204,21.20679,20.72601,0,QSO
1172457,1.793944,3.02647,2.906374,1.94364,2.322818,116.008365901393,25.2908139789752,21.33913,21.3966,21.42261,21.37236,21.44902,0,QSO
829388,0.8602817,1.211906,2.058141,0.1160041,0.3399442,151.830371665917,30.2066216933523,22.88113,22.69267,22.19931,21.14797,22.65393,0,GALAXY
1484254,1.44207,7.474977,7.48332,7.183249,5.90654,170.228667678354,23.526484611107,20.7926,20.90604,20.70219,20.67767,20.76809,0,QSO
1171583,1.216426,3.699127,3.962953,1.428239,1.958444,191.790497268276,55.6330828628589,21.66399,21.78972,21.41594,21.41642,22.82634,0,QSO
18010,0.0002314823,373.2493,439.8878,8.512536,95.30769,120.571901918662,1.20771209947659,19.69987,17.46679,16.47814,16.10259,15.87594,0,STAR
344311,-0.0004417576,29.31973,29.79545,11.83903,21.8402,141.896083392347,36.8015657170733,19.82957,18.91829,18.64572,18.57158,18.54898,0,STAR
132777,-0.0006565968,107.8674,109.4179,42.29324,75.76781,238.55977412907,50.0250945740351,18.74259,17.80824,17.53388,17.43228,17.41793,0,STAR
141220,-0.0001446289,32.97377,84.6955,-0.3974485,0.2784335,237.131115559539,2.99885353089943,24.44843,22.28673,20.71342,18.71672,17.59797,0,STAR
342386,5.105773e-05,842.5351,910.5312,151.649,416.832,142.156930996554,7.58077669438837,17.33666,15.90199,15.35645,15.16351,15.0787,0,STAR
1081502,2.480472,8.941552,12.32359,4.646114,7.503892,252.78582177562,41.7347541689465,20.85985,20.16163,20.19332,20.13759,19.85945,0,QSO
575063,0.07443315,31.68857,38.69223,4.747361,11.36785,174.761739428328,4.599740468111,19.74232,18.08937,17.41566,17.00998,16.73606,0,GALAXY
692078,0.4077692,7.816218,11.50865,0.09210588,0.7815686,126.547284983138,40.3703854293568,23.13726,21.92822,20.43311,19.64734,19.25208,0,GALAXY
1108782,2.189201,1.864323,2.928046,0.8825405,1.342203,115.189097177588,28.009366990432,22.23521,21.92048,22.0169,21.54904,21.13078,0,QSO
167433,5.696923e-05,385.4808,506.1698,6.731664,57.65698,136.191803846176,4.58024828183066,20.93458,18.0601,16.68711,16.05237,15.66879,0,STAR
1223986,1.731621,2.168948,1.62291,0.8105925,1.220797,225.796671736565,52.101609111745,21.01312,20.93021,21.0154,20.68583,20.89109,0,QSO
1388676,1.678229,2.328804,2.650322,1.138078,1.202521,21.225517965339,0.708764086784495,22.48825,22.07595,21.8327,21.18571,21.54053,0,QSO
117565,-9.964441e-05,5.323611,4.403896,5.455089,7.219702,134.606376228161,48.2616557547779,20.91289,20.37978,20.64434,20.81057,21.086,0,STAR
492643,-6.952501e-06,309.7831,321.6341,61.69475,164.7827,316.105980252899,-0.561610944504303,18.01641,16.86688,16.35747,16.2897,16.2155,0,STAR
1252002,0.5883093,5.647085,5.940741,0.7880792,1.540411,201.940319015788,39.8053019305467,21.76737,21.34632,20.8324,20.27246,20.34756,0,QSO
388310,1.763171e-06,25.55986,77.28881,0.4943697,0.5643954,136.554679329213,26.3366500435945,24.80565,22.95582,21.38826,19.01153,17.61411,0,STAR
460067,8.11061e-05,33.34211,76.65114,0.4170031,1.938076,54.7247904897125,-0.531599298438043,23.6406,22.01878,20.31714,18.42904,17.43492,0,STAR
304436,0.0002983277,588.554,607.5788,221.0108,378.6676,141.208949164148,8.42060451880438,17.1367,16.07758,15.72769,15.60238,15.57788,0,STAR
237615,-0.0005967114,27.76607,28.86189,8.796596,15.57223,4.19890822603838,35.6531125382302,20.4811,19.47805,19.08329,18.894,18.83314,0,STAR
678765,0.2816714,41.67006,56.19008,2.079868,5.329187,135.784871248647,43.0508302461759,20.91508,19.41598,17.85279,17.27057,16.87502,0,GALAXY
1353849,1.07608,4.842373,4.959362,2.183806,3.051795,122.716161804491,55.3909584197636,21.4912,21.48553,21.14467,21.05172,20.78383,0,QSO
45272,0.0001127229,8.592592,18.00165,0.1271255,0.4872158,247.608453769413,43.8006497889667,25.49895,22.63943,21.14073,19.7813,18.99286,0,STAR
260421,-9.721142e-05,8.407157,31.26095,-0.4193638,0.1390396,203.766438997496,44.8607243836611,25.04254,24.40632,22.26074,20.03878,18.52571,0,STAR
745962,0.1326467,36.81919,46.63152,4.853321,11.93522,145.059971789529,51.6594455767935,19.6528,18.49295,17.72346,17.31777,16.98605,0,GALAXY
1073126,1.322095,17.39539,19.22464,4.497844,6.25958,213.196054239184,58.2691685591178,22.1843,21.08595,20.24556,19.89621,19.76264,0,QSO
1437409,2.318137,4.934116,6.22299,2.825808,4.344707,192.268330369098,19.3673287417189,21.55797,20.9444,20.93546,20.85572,20.65748,0,QSO
1455641,1.536066,3.217645,3.021217,0.9107746,1.551295,112.256787230739,39.1029222741056,21.18595,20.85464,20.6876,20.44847,21.23756,0,QSO
530618,0.570011,8.296178,12.64573,-0.1466397,0.5048334,146.261930476765,58.2186546454437,23.657,22.01113,20.36046,19.10883,18.74862,0,GALAXY
411142,0.0001685072,27.12301,38.58773,0.3713035,3.529681,4.70721923398892,0.518112303389748,23.49837,21.1369,19.61751,18.95013,18.5402,0,STAR
737297,0.7554909,2.16253,4.195642,-0.0980075,0.1027564,182.9050597806,49.2591473656306,25.42483,24.41682,24.4246,22.20346,19.79916,0,GALAXY
544411,0.01855001,36.11827,41.92678,11.21086,18.46594,179.898004450409,-2.19170427987628,18.36635,17.24521,16.83348,16.61658,16.46998,0,GALAXY
759502,0.0575335,33.124,38.79792,5.828254,13.45742,187.366735625176,14.9991559603096,19.05472,17.7853,17.24945,16.95178,16.78418,0,GALAXY
28599,1.952831e-05,401.0723,442.7456,74.50717,196.6785,94.4988186668859,0.989660893103034,18.09839,16.7229,16.13046,15.87395,15.6924,0,STAR
131363,-0.0006929873,300.7867,308.6176,114.0857,210.7695,325.265056475295,-0.783377891430661,17.72956,16.75829,16.42874,16.29688,16.27214,0,STAR
613458,0.09560979,173.8348,230.7202,10.9667,44.65271,152.256703542374,0.0503052010477658,19.01047,16.80246,15.79162,15.35812,15.02092,0,GALAXY
555731,0.4527543,7.043887,11.22023,0.2659037,0.7181967,137.926778179913,-0.288094376854275,25.42356,22.35947,20.67781,19.77221,19.3328,0,GALAXY
787957,0.5191288,7.775609,12.12645,-0.06976806,0.5710818,191.498903816618,48.6482084720005,24.65609,21.98049,20.2156,19.20744,18.57964,0,GALAXY
875155,0.03015006,807.0359,1071.505,52.71955,231.6311,150.798493463233,12.1266541098756,17.25867,15.26344,14.38503,13.94956,13.61184,0,GALAXY
49483,-0.0003206471,24.47522,24.56028,8.917393,16.07695,8.31061752978478,-9.20327468388456,20.49998,19.45109,19.08718,18.94587,18.95276,0,STAR
137167,-1.168387e-05,2.349578,2.710144,0.8226227,2.551195,218.660811100607,3.23747774902995,23.31201,21.65541,21.65502,21.78972,21.41044,0,STAR
1240978,2.625037,1.909401,2.205698,1.330835,1.543265,190.726740487626,56.6923969997755,22.84014,21.92221,21.72592,21.72008,21.22012,0,QSO
399263,-0.0003168869,13.50558,19.28737,12.6776,10.72987,239.640156735142,30.1247335986527,19.58059,19.83061,20.05778,19.61195,19.24722,0,STAR
1439410,1.773916,1.210366,1.442708,0.3352767,0.5694492,183.319394499077,38.9907043651247,22.44233,22.08507,21.88579,21.5425,21.00541,0,QSO
24162,3.877781e-05,11.96685,12.06649,3.508084,8.740098,30.6290608706387,12.4304569264336,21.36237,20.29056,20.06368,19.99985,19.72872,0,STAR
1427098,0.3527195,29.35592,47.62403,16.86673,16.92156,258.460667187221,40.0311996834298,19.77719,19.48594,19.02512,18.86622,18.27884,0,QSO
155216,5.286545e-05,36.26629,31.97715,14.04857,24.35039,8.78720203099692,1.14986234377329,19.9577,18.98797,18.6808,18.59142,18.4972,0,STAR
580366,0.6868067,7.381732,13.06048,0.1582858,0.3713509,205.340268984547,3.88930440274649,26.70466,22.16296,20.40628,19.14679,18.64289,0,GALAXY
57229,-0.0001120107,430.9315,443.4492,73.53525,214.1281,147.668492175211,63.2503579129682,18.01876,16.58487,16.03756,15.83789,15.74904,0,STAR
345724,1.434263e-05,16.89219,46.86792,-0.2471076,0.7293428,247.275229598563,19.3353869395211,24.59941,23.29572,21.84071,19.35274,18.1164,0,STAR
1450153,1.221109,4.38797,4.779721,3.857979,3.410321,238.757126262428,35.4437532142542,21.55108,21.46351,21.16917,21.14177,21.26014,0,QSO
1302858,1.38129,4.245378,4.643284,4.021496,2.609429,246.767602925033,32.7019550631938,22.01595,22.09304,21.54753,21.38385,21.57503,0,QSO
101217,-0.0008768661,370.241,333.9373,536.125,569.7089,230.984320156556,53.0207179514181,16.91788,15.70942,15.90582,16.08978,16.19812,0,STAR
1458601,2.071431,3.066503,3.924184,3.887119,2.817455,252.891349984864,48.502557996064,21.83366,21.31589,21.34314,21.24807,21.24642,0,QSO
406493,0.000167469,20.68263,30.33564,0.6600085,3.186617,181.94670455472,47.76488164133,23.11614,21.17803,19.79185,19.11537,18.74016,0,STAR
103608,-0.0002308083,95.34657,104.5555,15.4332,43.27956,217.182215450709,59.4757061500026,20.00409,18.36356,17.75654,17.50982,17.39859,0,STAR
573453,0.1455531,44.86758,54.66512,6.250019,14.04175,337.21449987017,-9.74408909489435,19.5166,18.42864,17.72984,17.33721,17.06976,0,GALAXY
703854,0.7385927,1.237627,1.816923,0.1227517,0.3783832,29.4431041017316,0.813300316514123,23.39849,22.69823,22.91656,21.77514,21.73037,0,GALAXY
1075433,2.250016,6.382603,8.762437,3.464928,5.311631,214.858908947427,5.04695181358933,21.06433,20.55257,20.52368,20.53493,20.41397,0,QSO
1434722,1.645034,3.227101,3.409723,0.6233528,1.500417,345.199582566174,-0.141282313682601,23.2553,22.41023,22.02443,21.6788,21.64964,0,QSO
1257660,1.784896,5.861049,5.530395,3.608262,4.481691,143.827939587794,37.4897135532024,20.53135,20.54674,20.5093,20.26725,20.10078,0,QSO
1282338,0.9147381,2.691875,3.533675,2.560081,2.298505,149.496764168817,36.4631320049127,21.6337,21.81222,21.58525,21.42926,21.50153,0,QSO
1218796,1.695462,38.43635,41.50158,29.39645,32.18651,175.77472711433,49.5952073642694,18.98339,18.86269,18.8203,18.61368,18.6517,0,QSO
1487752,1.016734,6.045497,11.01699,0.2878278,0.3296078,3.40962827808664,-7.14114115992607,23.43344,22.38254,21.15611,19.75926,19.29106,0,QSO
517766,0.358352,22.99962,34.09452,0.1375526,2.014504,144.053183609141,0.281555632669358,23.37185,20.04461,18.27938,17.63575,17.27906,0,GALAXY
784609,0.01402994,708.751,932.7618,115.3997,264.7793,122.525288628748,24.9221024515098,16.19173,14.62434,13.9113,13.55111,13.29663,0,GALAXY
915909,0.06525165,50.45055,55.60675,9.836383,28.57464,198.704474410802,39.3398696909553,19.13175,18.1144,17.82038,17.53256,17.46844,0,GALAXY
40989,7.685897e-05,17.35127,36.47415,-0.02026027,1.088037,137.669625430909,55.4761869210536,24.91227,22.21891,20.76147,19.45397,18.77706,0,STAR
101111,-5.352209e-05,38.51785,133.8724,1.110574,0.5994487,186.608257592759,64.2029233391601,25.57005,22.87873,21.18733,18.50385,16.88176,0,STAR
1191685,1.586483,11.80857,11.18024,4.298134,6.693518,239.290794660774,39.8991417928546,19.8205,19.29271,19.18829,18.93681,19.06108,0,QSO
325248,-5.478909e-05,23.62395,60.01781,0.2727324,0.6263281,256.7909238018,22.3613026532574,23.6813,22.78814,21.05906,18.95666,17.79446,0,STAR
856085,0.1911947,12.95053,20.17011,0.4946346,2.112623,129.040983241363,31.3716920744893,22.28404,20.81215,19.49443,18.92504,18.52132,0,GALAXY
1192031,6.408578,13.39383,20.65289,-0.3916359,0.7169713,121.004433548161,23.1562750089754,23.48902,22.45498,20.27783,19.43278,19.04802,0,QSO
779767,0.9649785,1.906665,2.642928,0.4624139,0.7755365,319.282460836925,0.338228933966273,22.65074,22.65962,22.13664,21.45536,21.95692,0,GALAXY
131587,-0.000560953,65.44265,67.42422,17.68299,37.44193,128.407215343945,48.0041577410048,19.68985,18.5491,18.12355,17.93515,17.8181,0,STAR
1358103,0.3044659,58.28396,107.5955,25.49145,35.78516,315.738973191606,-0.176959801904996,19.2464,18.74486,18.27285,18.23877,17.47641,0,QSO
598740,0.2979357,1.779582,2.140018,1.296265,1.366905,247.262936270172,43.4516229734924,21.73881,21.96725,21.58954,21.84978,21.85677,0,GALAXY
243003,-0.0007302329,76.33431,79.33055,24.23276,49.23459,242.279236084029,38.1974902345729,19.21152,18.25395,17.95237,17.82878,17.82549,0,STAR
1306955,1.512921,2.946594,2.957506,2.039745,2.157191,172.345905862277,41.3710233094658,21.18953,20.90251,20.93012,20.61192,20.74785,0,QSO
12814,3.35205e-05,262.5845,266.6095,91.13052,162.8416,122.987966143095,0.290511971651899,18.13902,16.96799,16.53654,16.38371,16.32237,0,STAR
955335,0.08435487,171.5291,262.3265,5.87614,32.52037,4.23169587147277,7.58495351826978,19.64029,17.43353,16.31403,15.78228,15.33446,0,GALAXY
670199,0.3365587,24.17266,36.09865,0.5387585,2.488928,236.526094136792,50.1652492796435,22.42531,20.56368,18.90008,18.29184,18.04713,0,GALAXY
1472658,2.369233,3.998389,5.140594,2.206727,4.226423,198.815447437138,15.9487543530465,21.63474,21.16177,21.26379,21.31279,20.84798,0,QSO
385130,0.0005379462,2.26387,2.577201,0.7205851,1.484775,173.32983638203,15.1344520210341,24.58623,22.07011,21.79417,21.5737,21.17736,0,STAR
45338,-0.0002501119,4.781684,10.38131,0.04455386,0.1642539,118.543289125821,45.5826816688107,24.08641,23.59862,22.0769,20.67184,19.94187,0,STAR
693694,0.145567,66.34577,89.1523,3.196974,14.34522,166.205861542776,40.3768777599676,20.71324,18.79753,17.6785,17.25041,16.87044,0,GALAXY
580537,0.01972159,23.81539,27.73758,6.604469,11.17199,181.265828912362,2.56706269028241,19.20898,18.20425,17.7529,17.53688,17.33019,0,GALAXY
1185822,2.391663,1.317449,1.960161,0.4373102,1.016441,147.546273503842,10.1992501128246,22.66028,21.85141,21.92133,22.21529,21.61209,0,QSO
929523,0.5033867,12.44729,19.53971,0.08895207,1.029289,358.096226615999,8.33448819639586,25.4984,21.81777,20.14889,19.17233,18.70391,0,GALAXY
516606,0.1462719,65.72681,95.13396,4.539635,14.58183,129.541415603243,0.340353326067719,19.54954,17.80101,16.79371,16.30976,15.9578,0,GALAXY
177821,9.492728e-05,192.434,236.7836,5.939692,42.20132,124.927674118675,31.6177246571523,20.99338,18.41199,17.22845,16.74793,16.49222,0,STAR
1176145,0.8722074,10.80843,13.82709,4.515214,6.50784,202.138941687879,48.7805913419224,20.51247,20.23158,19.93063,19.71577,19.34094,0,QSO
212521,-0.0006441486,90.20324,95.65723,30.82603,57.27424,182.875087873261,57.7111771838356,19.00499,18.05565,17.79042,17.67609,17.6741,0,STAR
609964,0.4057759,19.28111,27.76273,0.2522806,1.929694,146.040741205968,45.1355540711022,24.27056,21.36474,19.5802,18.91904,18.4707,0,GALAXY
1261270,2.426305,2.989288,3.762745,1.631124,2.737427,243.322616079883,39.7578518035735,22.2993,21.62807,21.48238,21.3922,21.03203,0,QSO
473834,-9.559455e-06,930.0946,1112.158,33.33063,238.923,216.53412884018,28.9755375264449,18.81414,16.4861,15.50183,15.13071,14.92248,0,STAR
406326,-0.0002014594,3.755513,3.801122,0.4137759,1.792831,110.598622193616,42.1396761278022,24.36618,21.57679,21.06802,20.8947,20.95055,0,STAR
867419,0.5426189,6.812979,10.80618,-0.002271322,0.5088501,205.325749059401,11.3627158193693,24.39915,22.66379,20.93046,19.86801,19.56219,0,GALAXY
443670,-0.0003570599,35.5349,35.5738,9.729871,17.63368,163.957226042196,27.0442642340219,20.13877,19.22212,18.78854,18.6301,18.49736,0,STAR
716926,0.08850481,3.77903,6.935276,0.2080004,0.6042122,118.681696724611,31.4932231234501,23.64443,22.69304,21.47435,20.4523,19.73691,0,GALAXY
922091,0.369241,15.51243,22.68506,0.4407886,1.67915,260.298098544171,35.4208003636354,22.95074,21.45501,19.43754,18.77478,18.63659,0,GALAXY
160673,0.0003810757,59.14947,75.95759,2.032733,12.63102,134.305421553041,45.8981923968785,21.85031,19.62214,18.49205,17.9644,17.69868,0,STAR
1312491,1.254739,2.202553,2.471637,1.438949,1.465073,248.194360084853,31.0639031684774,21.93398,22.11254,21.69359,21.79232,21.89753,0,QSO
18973,0.00016789,31.18937,24.94165,34.95157,51.70715,197.296521276026,-1.66298547099262,18.05491,18.1548,18.47146,18.72854,18.98961,0,STAR
1472470,3.138476,12.7159,13.46884,4.757791,9.800058,213.355802684509,28.8931425983688,20.6263,19.35324,19.14421,19.17876,19.28653,0,QSO
342438,-7.770575e-05,5.576261,3.05642,5.460035,7.698353,175.337611406544,12.9630800908956,21.56167,20.14624,20.37399,20.48108,20.95576,0,STAR
490890,-0.000608565,6.697935,7.203913,1.18172,3.620647,256.09094365428,41.5270836235326,23.66286,21.16553,20.69056,20.52943,20.42427,0,STAR
900066,0.6789697,5.830497,8.930518,-0.006457987,0.3411136,223.91584217484,10.2545607555763,24.00883,22.89141,21.15637,20.02773,19.68548,0,GALAXY
828687,0.4576297,8.999119,13.79427,-0.02167461,0.7781045,319.370211259285,-1.81721422617099,25.14219,22.47037,20.61189,19.66022,19.21054,0,GALAXY
431606,-0.0003385316,137.4476,157.9343,3.605058,37.57952,238.139478486106,9.46292491240933,20.83938,18.33027,17.29396,16.93739,16.72512,0,STAR
1134452,1.347903,8.013799,8.003888,6.787362,5.425839,170.939177316953,52.5401727674408,20.59858,20.47807,20.01949,19.94678,19.82367,0,QSO
421632,-0.0003371838,7.649655,9.123907,0.8186914,2.690051,323.066026781657,0.324556725667669,22.61903,21.13027,20.63731,20.43073,20.47077,0,STAR
1279882,2.219404,3.944165,5.082052,3.515411,3.995408,218.406109754321,40.0957012312791,22.0004,21.32452,21.40152,21.25241,20.68048,0,QSO
273907,2.251346e-05,698.3964,742.67,119.1981,335.9175,183.027363654924,50.8169052664652,17.58802,16.13973,15.55683,15.34374,15.22599,0,STAR
1420844,1.250033,2.184708,1.853663,1.683484,1.70829,162.949293358418,31.092567138481,21.89545,22.01753,21.66597,22.10114,22.30905,0,QSO
1151373,1.6462,36.21066,40.33215,17.13687,20.63742,163.132587211183,8.10246700611142,18.7042,18.53897,18.4575,18.25094,18.16269,0,QSO
569527,0.5939153,6.500142,10.26897,-0.2043667,0.2940252,238.566196656669,50.400738329084,21.86774,22.13283,20.53339,19.53593,18.89024,0,GALAXY
1110554,1.320888,6.726987,7.430042,3.214126,4.089476,124.272787408581,32.387164977749,21.11474,20.75395,20.35492,20.30775,20.03571,0,QSO
1312935,0.6893278,20.37254,22.6358,9.813011,15.33076,117.062573903327,47.7506376814651,20.31363,19.75797,19.57557,19.47845,19.42781,0,QSO
631701,0.03486361,24.58268,25.47708,6.652613,12.01315,137.715733614122,50.0387212412081,19.03926,17.75985,17.29794,17.07483,17.34286,0,GALAXY
337039,2.001783e-06,653.0187,736.8168,44.41616,223.1461,124.749153271224,22.9900085598964,18.58222,16.51847,15.75107,15.48899,15.33119,0,STAR
175303,3.713002e-05,296.5545,305.1898,53.01645,164.5663,13.0389107811331,-0.153449163020035,18.30228,16.99644,16.53126,16.38045,16.34382,0,STAR
826454,0.5612354,7.300326,11.91535,-0.07101322,0.4232483,148.893479812455,33.2473670147146,26.01757,22.53445,20.6077,19.40987,18.97025,0,GALAXY
983579,0.3995985,16.22646,23.81927,0.01364701,1.39387,329.611588455975,6.50488625905791,24.90848,21.26424,19.28605,18.66123,18.12807,0,GALAXY
777837,0.5874176,6.328501,10.42648,-0.5942132,-0.1409617,134.08683296299,29.6434918958015,22.38829,22.52774,20.75961,19.69723,19.29165,0,GALAXY
1311319,1.019728,9.723365,11.43163,0.7357031,3.059774,39.8075966777632,-0.832632847801173,22.84526,21.26989,20.49638,20.28026,20.23418,0,QSO
711474,0.1675267,19.53968,21.2472,3.00219,8.193501,225.68529470467,40.9134242904757,20.20854,19.28894,18.64772,18.3229,18.23601,0,GALAXY
