,redshift,spectroSynFlux_i,spectroSynFlux_z,spectroSynFlux_u,spectroSynFlux_g,ra,dec,u,g,r,i,z,labels,class
28362,-3.754234e-06,26.96485,28.9426,5.742745,14.43408,124.960944162282,47.2863008717397,20.69043,19.51085,19.07718,18.91303,18.80076,0,STAR
800319,0.5285485,11.00782,16.75328,0.1053045,0.8992613,176.240660055379,34.4483569309753,22.98535,21.34311,19.54648,18.69991,18.24523,0,GALAXY
38853,0.0001871429,19.65539,29.96049,-0.2122026,1.873358,16.3337269869783,-9.31200265440786,23.48382,21.48082,19.97492,19.11606,18.63255,0,STAR
84781,-0.0002435556,8.701668,10.60846,0.1997687,2.591547,127.453971183023,50.5288830924442,22.5734,20.99509,20.16081,19.81603,19.46871,0,STAR
334656,1.03015e-05,317.8421,367.5789,10.69931,93.38683,209.797556567603,40.5430617583824,19.75461,17.51869,16.53609,16.15718,15.95858,0,STAR
1491749,2.259082,3.598705,4.538845,0.8893518,2.300175,261.158825372545,32.7473488692499,22.44241,21.48644,21.61685,21.34754,20.81827,0,QSO
201440,4.767306e-05,2.015351,2.433982,0.818945,1.998956,168.895349834988,58.5278455140816,22.75539,21.60543,21.5593,21.54387,20.88957,0,STAR
1144724,2.286265,12.60756,17.55141,2.190133,4.966905,136.332867560959,41.1485794528215,21.99053,20.68108,19.98557,19.58298,19.22839,0,QSO
87342,-3.209382e-05,11.54359,19.63436,1.000895,2.401127,219.452732885421,-1.57111352681433,22.89573,21.30494,20.09905,19.24935,18.76791,0,STAR
378221,0.0001296398,51.53429,82.24664,0.7796257,5.149035,51.5459974251982,0.200557166750902,23.2569,20.6371,19.11302,18.15422,17.69162,0,STAR
808166,0.1773699,98.00069,123.5897,9.198644,23.829,235.969406828342,42.4552894092282,19.76654,18.29471,17.3129,16.83584,16.49848,0,GALAXY
1431027,0.6594988,28.37542,34.20856,1.17402,9.310182,154.762995425014,36.3426455330676,22.13467,20.36744,19.56331,19.01158,18.83003,0,QSO
366952,0.000186442,839.6435,874.4819,237.3018,470.0443,160.330629001082,45.5976720373224,16.82326,15.77734,15.3214,15.14329,15.08925,0,STAR
1449421,2.473672,4.713045,6.009656,3.453799,4.992675,205.011585096236,24.4501753624468,21.14805,20.60847,20.57671,20.59765,20.40894,0,QSO
712135,0.1510252,97.00452,130.1782,7.923717,19.74272,189.275181383666,56.4683171991745,19.58663,17.88376,16.86968,16.37444,16.03972,0,GALAXY
799022,0.5872372,4.712889,7.710586,-0.04708494,0.2873749,211.33721232909,51.8421170490161,24.91752,23.45921,21.53458,20.52363,19.75351,0,GALAXY
563966,0.144858,51.45654,60.17473,8.550106,16.58641,213.465656913895,4.36915584842136,19.78584,18.50564,17.73819,17.3577,17.08068,0,GALAXY
1397325,0.6762327,11.25765,12.1897,5.740633,8.818125,225.564502483573,34.8085807505895,20.94256,20.40813,20.2696,20.04156,19.82077,0,QSO
808472,0.6669112,6.940357,10.93538,-0.1970733,0.3977203,179.226651335033,36.7197822930942,24.25745,24.26369,21.20534,20.17165,19.47524,0,GALAXY
120105,-0.0008500623,7.182567,6.949799,3.820045,5.695323,243.678255290346,51.7902497098,21.35535,20.63518,20.41879,20.3224,20.03659,0,STAR
1313981,1.739159,9.525631,9.288938,8.294661,8.182246,168.938309223676,38.6391943797631,20.28002,20.27122,20.27171,20.08158,19.99844,0,QSO
45244,0.0003104396,43.14852,46.22723,15.9132,27.18914,114.832140433344,37.5376639348691,19.8241,18.89065,18.5237,18.36447,18.31511,0,STAR
243265,-7.45783e-05,488.9769,789.0661,12.94826,72.14665,68.9874827626512,26.431992482468,19.78591,17.41508,16.07779,15.36867,14.90691,0,STAR
333037,-0.0008358836,3.371207,3.225348,1.704556,3.126116,241.962017838201,28.2637089557049,22.08755,21.15038,20.96911,21.04689,20.77488,0,STAR
1409814,1.229736,7.038225,6.579045,4.051727,4.616499,130.847729017639,20.3852887635898,20.63025,20.34236,20.09193,20.01471,20.18591,0,QSO
1322704,2.206808,3.318458,3.288339,3.749571,4.07986,183.72665912288,45.4884057513647,21.46009,21.05568,21.09072,20.97819,20.70509,0,QSO
857884,0.5058033,6.226478,9.640785,0.0607423,0.5256361,173.317972957042,25.6083460196149,26.18905,22.45536,20.57294,19.61977,19.23967,0,GALAXY
974925,0.6555183,8.828718,14.16932,-0.09076368,0.5031788,229.637590674405,13.1546835559836,25.6261,22.75398,20.94894,19.65659,19.24667,0,GALAXY
1130695,2.161205,7.710072,10.07668,3.639638,4.685131,160.129998400577,53.9147577852372,20.9488,20.33172,20.05049,19.75512,19.39559,0,QSO
641063,0.5571966,6.10293,8.767221,1.080891,1.363693,134.484225135017,45.6380599757753,22.62321,21.31304,20.2858,19.57846,19.37141,0,GALAXY
318164,-0.0003671853,7.407888,8.641561,0.1231578,1.783129,198.138447496488,52.1553869588605,24.06469,21.73409,20.71116,20.35243,20.19219,0,STAR
780853,0.4983798,10.87646,17.14272,-0.1952625,0.7719813,178.926246332521,9.64456396329405,23.63096,21.88995,20.29012,19.30351,18.97035,0,GALAXY
363179,-6.669552e-05,991.9656,1104.072,59.71037,342.2122,44.6999637864897,0.0152138502709995,18.24622,16.13495,15.268,15.63381,14.76247,0,STAR
306232,-9.611384e-05,717.6301,881.5546,25.39169,178.9069,251.76229448156,22.0934278542579,19.30512,16.85913,15.78787,15.2968,15.10713,0,STAR
1221232,0.9029437,10.96245,13.3623,7.771281,9.591816,181.736759670842,48.2535023800911,19.86095,19.52726,19.37372,19.49021,19.34622,0,QSO
285970,-0.0003606584,70.50614,73.72896,20.0071,43.90689,227.963579271561,34.2601637262511,19.26744,18.36693,18.08284,17.96425,17.95035,0,STAR
1178283,0.9046423,4.771434,5.630872,4.355998,4.648737,161.724839991589,52.8173883104722,21.01979,20.72626,20.5456,20.64929,20.45546,0,QSO
238685,-3.000611e-05,18.1187,38.98855,0.2939232,0.9229314,213.655936482347,53.0936740710451,24.79679,22.16877,20.69029,19.28397,18.57805,0,STAR
317473,-0.001016952,2.677598,2.597435,1.016143,2.098463,245.159570686996,20.0504059155723,22.1844,21.44731,21.18242,21.08312,20.73999,0,STAR
120677,-0.0001938959,197.3626,231.4855,23.39469,78.45245,39.4035000436081,-0.992255971650654,19.09448,17.62097,17.02536,16.76883,16.64092,0,STAR
1226697,0.576369,8.81215,8.903043,7.901109,7.75654,155.103343534351,56.3378146294512,21.41381,20.97721,20.8198,20.46369,20.31852,0,QSO
802881,0.7780136,3.885449,7.580601,-0.1739518,0.09441747,178.150619910628,38.3483611996088,26.47148,23.23574,22.18286,20.69555,19.95957,0,GALAXY
1255114,2.156501,6.417865,8.690713,3.809486,4.119542,196.11191316063,44.9664494875749,21.38848,20.73409,20.65781,20.39946,20.13766,0,QSO
932080,0.1645597,49.15741,65.21568,4.552929,10.80298,125.415659621401,17.3231736261258,21.46832,19.01076,17.84591,17.30543,16.99674,0,GALAXY
588118,0.1094153,73.22209,98.14049,6.345589,19.22401,217.773737866793,4.11331664969241,20.6557,18.75917,17.77111,17.33665,16.99049,0,GALAXY
169492,8.002676e-05,345.8247,366.1403,66.88168,182.2846,309.604939438892,0.979920932828427,18.17048,16.86243,16.38427,16.23096,16.15411,0,STAR
1156225,1.368914,9.904974,10.07657,9.840112,7.201908,167.625835767083,52.9939203386298,19.57312,19.56255,19.37215,19.34435,19.49174,0,QSO
235519,-0.0001252134,1054.945,1156.409,111.7352,460.3664,180.59444700045,48.98789030961,17.63305,15.79373,15.13476,14.92556,14.8142,0,STAR
888828,0.05833114,325.198,430.7374,23.4423,87.3916,164.455215025289,40.1228041694162,17.98969,15.99557,15.11854,14.68738,14.33704,0,GALAXY
842189,0.03830517,21.23733,25.49995,4.56214,8.843543,244.535259070513,41.7659986313685,19.34127,18.0913,17.57038,17.25939,17.14251,0,GALAXY
1445839,2.594302,1.657053,1.75628,1.068672,1.349146,187.432445447068,19.5106543209357,21.94029,21.42717,21.21058,21.12141,21.07357,0,QSO
130463,0.00105089,33.6306,35.47808,11.91627,20.99973,137.67233257495,3.30983110793733,20.12613,19.20219,18.85589,18.71166,18.70186,0,STAR
1201449,0.9379832,8.058786,10.60732,6.374877,6.207542,231.441317839961,44.3084951874466,20.25202,20.18654,20.06514,20.01524,19.77388,0,QSO
1406803,1.044598,3.739297,4.244524,1.512512,2.028555,21.3722865644653,0.511385840134636,22.18402,22.06741,21.42762,21.44367,21.00793,0,QSO
541319,0.07691785,168.3477,224.3155,11.28751,43.93413,186.098135330401,2.66295324407471,18.9147,16.93198,15.98074,15.52199,15.1821,0,GALAXY
1203891,0.0844035,203.8725,217.4839,95.79762,101.0463,242.027832928275,42.6827419855727,16.85999,16.15738,15.68209,15.29648,15.12872,0,QSO
104199,4.288575e-05,58.32142,107.9995,1.312252,4.709709,22.3486139212543,-9.77767409769849,22.40522,20.51392,19.14856,17.73096,17.05355,0,STAR
161193,-0.000198337,31.92288,57.22734,0.5021235,3.105378,116.983428259417,22.5884014066341,24.84232,21.39812,20.06519,18.80838,18.2434,0,STAR
426227,-7.402608e-05,40.2459,44.2653,6.550625,18.95617,44.1767128157967,0.117697596325246,20.6791,19.26546,18.74733,18.53189,18.48094,0,STAR
716220,0.1683374,72.21674,96.12201,3.581782,13.66257,338.778645355463,-8.00593129674749,20.79774,18.85384,17.64775,17.15971,16.77492,0,GALAXY
1391101,1.576835,5.58591,5.087004,2.973514,4.181681,147.08542041274,28.6194473909296,21.25153,20.99205,20.91638,20.69408,21.12439,0,QSO
762669,0.4870659,8.07515,12.89122,0.1594229,0.7742325,238.036733644797,40.8500732408252,22.89834,21.71342,20.44251,19.58366,19.17729,0,GALAXY
1049847,1.930664,16.5809,20.76082,6.241528,8.0844,219.551490530262,57.6476801911453,21.22256,20.86764,20.4901,20.40775,19.66326,0,QSO
705591,0.456505,15.46414,23.87865,0.2214303,1.409527,126.392819992014,33.0879253316289,23.43611,21.82645,19.92652,19.08866,18.58233,0,GALAXY
1069606,1.381379,16.69487,18.24835,9.703496,9.170629,330.559335705883,-1.1947712101269,20.18099,20.14455,19.90524,19.85551,19.85541,0,QSO
299072,0.0002729813,17.04333,19.8001,3.246571,8.479568,172.391102609962,15.6090486809229,21.09265,20.09918,19.65936,19.47088,19.52977,0,STAR
834895,0.6406671,3.454391,4.934265,0.1777254,0.4459432,215.099275427573,53.802182024561,25.50539,22.61415,21.33169,20.25666,20.08937,0,GALAXY
299808,-3.154117e-05,21.52778,22.96492,2.650076,9.724992,115.449075489929,18.2883508994313,21.51007,19.96045,19.37725,19.17104,18.95495,0,STAR
1004124,1.595775,4.021584,4.332253,1.864299,2.057182,114.83573988248,37.4786922274159,22.0439,21.83286,21.43148,20.93973,20.60439,0,QSO
263507,-0.0005516399,12.9035,13.03127,1.224171,6.096551,132.830114412013,44.0792870956954,21.82627,20.45078,19.7041,19.44678,19.3956,0,STAR
1027105,0.4651989,10.02573,14.536,0.8750579,1.945268,125.352824609873,45.7196214591513,23.63455,21.2552,20.14291,19.46601,19.02128,0,QSO
418533,5.242035e-05,217.7442,343.3135,5.953168,30.869,18.069247460394,0.431547199850856,23.56493,21.22974,19.62535,18.0978,17.4297,0,STAR
755908,0.7696369,5.134213,9.140075,0.01041954,0.3053429,181.893179505963,55.3221432357114,22.94069,23.12014,21.32222,20.07564,19.27572,0,GALAXY
543441,0.3138298,38.53563,50.42144,0.8159308,4.352014,32.6937293836212,-10.0807219542529,22.59391,19.96359,18.24792,17.68568,17.36038,0,GALAXY
387610,-0.0007026421,23.13296,30.77595,0.4815,3.859077,142.511484603988,32.5591882426871,22.86667,21.46573,19.55603,19.05705,18.76905,0,STAR
313267,-0.0001154921,2.547693,12.87712,-0.01804986,-0.02825884,202.97194558228,39.0433899408632,25.79482,24.97156,23.71441,21.1894,19.53342,0,STAR
466450,-0.0003176432,23.9946,35.62434,-0.9456517,2.209775,190.777121464099,15.0243069777193,24.1389,21.34574,19.88165,19.04535,18.57312,0,STAR
1062552,1.145359,5.647598,5.33401,4.267102,4.672208,152.762621161116,57.6359336204921,20.42958,20.39805,20.10048,20.06732,20.04941,0,QSO
1187330,1.448175,11.9995,12.24512,10.83639,9.737302,236.429465456266,46.3387330785357,20.23208,19.94204,19.82425,19.7109,19.67002,0,QSO
734916,0.758876,3.299165,6.06987,-0.1489526,0.09376035,229.660530986509,50.2735933189017,26.39533,24.26866,21.69237,20.62228,19.89554,0,GALAXY
1392608,2.221658,12.24791,17.10478,6.730166,8.429648,156.903416733377,13.1054050882576,20.48677,19.92515,19.57345,19.50242,19.21461,0,QSO
1388015,1.458708,6.414554,7.305395,6.744655,5.796104,135.810688398563,33.3664653112867,20.8044,20.51474,20.44763,20.26581,20.44592,0,QSO
698638,0.8569705,2.590795,3.746628,0.08560164,0.5507891,18.8429844858064,-2.13174804113729,22.44621,21.88391,21.50467,20.7874,20.68469,0,GALAXY
120195,-0.0004932717,8.153723,7.659496,2.995234,5.777103,30.4353300673431,13.0895108307124,21.5336,20.68999,20.2633,20.08691,19.93407,0,STAR
150099,-0.0007064454,30.61418,31.70703,11.94071,19.41186,182.156556174182,50.2618034783098,20.14983,19.26115,18.91062,18.76187,18.75835,0,STAR
661751,0.1410825,77.31351,98.23451,8.75956,21.8219,235.07680127433,42.3361898545065,19.47557,18.05428,17.17083,16.7265,16.39731,0,GALAXY
1018875,2.566177,11.38261,15.49493,2.53056,4.7418,181.237058235557,2.62602860514808,21.28483,20.75202,20.32203,20.09036,19.60719,0,QSO
462102,-0.0003382586,81.42842,83.7909,23.54491,47.16985,324.424644026188,0.41270421655062,19.34055,18.27709,17.84755,17.71157,17.6296,0,STAR
412769,0.0005610283,516.8698,570.2678,68.88342,206.4307,136.633834691657,62.2743833373606,17.99559,16.58434,15.97692,15.7155,15.56566,0,STAR
342243,-6.840462e-05,178.4251,362.6266,0.7477796,10.27793,4.37016245046817,0.448153820876425,22.29716,19.79214,18.35026,16.84694,16.03362,0,STAR
345599,-0.0001629216,144.9912,291.6448,1.577709,9.408427,14.2024090358592,0.478662173597956,22.57907,20.10782,18.70021,17.14511,16.29073,0,STAR
404873,-5.468011e-05,43.41208,45.39319,14.19985,24.08442,12.4305395847081,0.958439163232392,20.07814,19.07965,18.60853,18.40419,18.31287,0,STAR
465652,-0.0004217978,86.47305,97.01511,11.23712,36.27645,230.470215143124,8.05909653126546,19.97755,18.52731,17.88191,17.62864,17.458,0,STAR
436314,0.0003036853,5.985278,6.796541,1.320612,3.406685,134.596942771021,29.4729758455371,22.40653,21.01971,20.45208,20.24947,20.10799,0,STAR
1106616,1.879319,2.983625,2.930352,1.863647,2.039408,134.4098256833,42.1816788094607,22.04794,21.88635,21.84065,21.54125,21.40371,0,QSO
511582,0.4522643,13.40442,20.63146,-0.1708622,1.054292,150.387202338261,59.4445758612018,25.17178,21.58478,19.92366,19.14961,18.68295,0,GALAXY
616523,0.5849467,4.498711,7.17945,0.2860065,0.6294225,121.107897620237,28.4929939322072,24.65972,24.19275,21.53261,20.38523,20.01073,0,GALAXY
1409323,1.194609,17.64385,20.47521,8.895449,10.56173,137.925892440849,29.7085758462408,20.49646,20.53185,20.29039,20.19942,20.11657,0,QSO
245731,-0.0009065041,30.11092,37.2768,1.318142,5.865604,158.683124818054,44.8711127662626,23.38693,20.51643,19.2757,18.79368,18.49594,0,STAR
657973,0.07564158,93.02534,122.4621,6.431027,24.64839,185.183986506787,3.87202121613079,20.13676,18.31908,17.41142,16.97665,16.6503,0,GALAXY
597911,0.4524536,6.577091,10.48191,-0.00487528,0.5863405,221.299073691691,6.6613697654947,25.31422,22.28859,20.55586,19.7292,19.34217,0,GALAXY
1368992,0.9744039,5.833475,7.967854,3.948342,4.048449,182.57361998306,39.3581840060568,21.38447,21.10647,20.90025,20.83892,20.61837,0,QSO
1211067,3.572539,8.752383,10.14383,1.230652,2.778883,184.994864668783,55.5154972854886,23.71472,21.55804,20.66852,20.5,20.50224,0,QSO
268064,-0.0003640609,253.1118,271.3754,86.72121,166.8044,225.840788487807,51.4993270895687,17.84531,16.93769,16.62465,16.51714,16.47182,0,STAR
607194,0.06304343,216.3642,273.2068,16.68485,64.60461,139.913168306446,42.7607655753558,18.97606,17.1637,16.33352,15.92844,15.65165,0,GALAXY
383731,-0.0002549122,141.5074,158.4648,5.569134,38.69448,334.382468843125,-0.55509259939824,20.55481,18.38383,17.47354,17.11683,16.92837,0,STAR
603692,0.2808793,49.18543,63.17182,2.724863,6.314038,161.957152410985,4.0291009024532,22.61857,19.684,18.0999,17.51361,17.16514,0,GALAXY
108093,-7.36013e-05,49.89083,56.06355,6.426819,20.59049,242.359708799896,3.72474061223531,20.65323,19.15045,18.53843,18.32489,18.16916,0,STAR
91191,-0.00013477,377.2176,426.3748,46.23433,157.2307,9.03290942992362,-9.29944802997812,18.69562,16.98676,16.32195,16.05137,15.92296,0,STAR
1031128,0.2284263,122.383,117.986,109.1993,95.56812,196.070830227923,2.09363844909839,17.4376,17.38725,17.19371,16.97175,16.99846,0,QSO
881878,0.02331007,384.1165,486.2685,35.47988,121.7963,211.485298545104,9.02642305748386,16.85881,15.17172,14.41062,14.03321,13.74288,0,GALAXY
240496,0.0001045658,126.4563,159.6144,1.349345,21.70654,113.094320621241,17.2699744029877,22.64603,19.30305,18.00526,17.3506,16.96739,0,STAR
570756,0.4386792,15.91759,22.99581,0.2861614,1.693318,237.477570972007,51.509398043423,23.63544,21.42686,19.82663,19.03815,18.52997,0,GALAXY
1147954,2.898885,2.784756,2.143859,1.712748,2.919071,184.311778642246,65.6860570561387,22.54801,21.80431,21.52972,21.94521,22.299,0,QSO
98847,-7.347289e-05,1915.657,1903.986,1006.12,1693.885,111.054669706012,30.7164310369207,15.63116,14.37506,14.29298,14.32011,14.37338,0,STAR
738131,0.06073768,134.3395,180.5048,11.03694,40.91916,178.019439394928,59.3315280496043,18.86909,17.04955,16.23069,15.83303,15.54988,0,GALAXY
451871,-0.0003793509,10.26779,10.66586,3.342375,6.719798,203.476745211567,9.51840640692702,21.19112,20.44782,20.24587,20.15308,20.26905,0,STAR
202622,9.96728e-05,150.7365,162.0058,30.24588,80.13812,248.677007511433,-0.996585124522877,18.98904,17.57558,16.99881,16.76318,16.64854,0,STAR
1323487,2.237123,2.939883,3.78328,2.027666,2.69675,20.197977999607,0.912002128831874,22.52813,21.92204,21.84054,21.9077,21.34434,0,QSO
583657,0.1518063,78.20823,101.7254,5.203432,16.01899,229.40524936381,53.3593164127497,20.90561,18.78341,17.64958,17.15289,16.83235,0,GALAXY
1948,-4.708583e-05,737.2942,782.7353,163.0505,394.9879,162.611023849051,-0.890844708665695,17.33813,15.96866,15.49672,15.33282,15.27834,0,STAR
634520,0.4596026,8.970971,12.94957,0.8047178,1.773947,158.536340175638,48.42307353381,23.58524,22.23689,20.93355,19.95552,20.55612,0,GALAXY
1282327,2.583696,2.624629,3.206867,1.897735,2.522495,196.104567658716,57.5611489864661,21.9774,21.55041,21.36773,21.49543,21.65767,0,QSO
1013808,1.754619,8.009977,7.722287,4.745756,5.983971,120.571968562038,46.6576338621952,20.51677,20.39748,20.32559,20.06426,20.14021,0,QSO
1336016,1.027095,3.953892,4.944423,1.996225,2.528199,191.090408705272,52.1943898845037,21.95117,21.73096,21.4051,21.1405,20.68539,0,QSO
42523,-0.0007842789,22.61906,22.72046,10.88069,15.6033,23.1142680095497,-10.2166307289868,20.39823,19.47492,19.23657,19.1081,19.07205,0,STAR
1350618,0.8908018,3.062479,4.511353,0.7739071,1.790394,336.900837083607,0.791045282464274,21.92789,21.83266,21.54156,21.44902,20.94774,0,QSO
1433660,0.5970927,28.74938,27.62103,17.5613,20.06514,205.671634029342,7.09417510004686,19.7488,19.20381,19.07864,18.85728,19.00524,0,QSO
264994,3.474224e-05,11.75314,14.37433,0.2498965,2.894124,254.537902452462,29.9094065751985,24.39512,23.01674,20.54444,20.10522,20.9325,0,STAR
12440,0.0002271914,203.048,240.4933,4.783801,58.31996,197.939964144188,0.914748957809006,20.2753,18.02318,16.9992,16.59817,16.3726,0,STAR
1098303,0.5488097,33.69456,34.41187,18.82917,22.49007,224.979673477116,-1.80233934630716,19.41366,19.06977,18.99951,18.78712,18.6845,0,QSO
198786,-0.0002901703,37.50821,36.65963,12.20489,25.38981,187.489711620665,51.7071871374281,20.25491,19.08283,18.77286,18.65573,18.63125,0,STAR
5899,0.0002126752,29.10685,35.02506,0.6443584,4.252563,212.692584564691,-1.22561043582263,23.93671,20.7511,19.2999,18.85486,18.68525,0,STAR
267250,0.0004478056,9.994594,11.69902,2.428878,5.772491,122.916561331486,5.74643738297083,22.40415,20.63738,20.27519,20.00565,20.10325,0,STAR
630396,0.5659934,4.646807,7.56855,0.1722796,0.3771982,30.7196533977379,-0.884160913959383,23.42861,22.73308,21.02704,19.99125,19.95139,0,GALAXY
1176105,1.67602,6.575438,7.174705,4.370962,5.064008,235.67658336075,44.5282462418381,20.85092,20.70067,20.58696,20.40471,20.45016,0,QSO
235018,-8.051222e-06,41.28393,52.61823,0.6604928,7.042155,119.046994853999,28.8884503092235,23.3218,20.40282,19.00114,18.50465,18.17405,0,STAR
1188584,0.09349871,373.1432,339.1444,232.9141,235.351,153.543585153647,42.3965173074416,16.79991,16.57557,16.3691,15.94132,15.9397,0,QSO
802841,0.571362,5.794623,9.501561,-0.2163283,0.2611884,129.933568368743,4.74732952200357,24.30984,22.68432,20.43598,19.36633,18.83155,0,GALAXY
1092786,2.374609,1.037916,1.346405,0.592384,1.175058,128.322003412051,42.390533646281,21.99914,21.44873,21.49577,21.20367,21.14189,0,QSO
874662,0.6589264,3.736097,6.120696,-0.07335852,0.173873,201.010843937435,29.9205505156196,24.22684,23.91993,21.85693,20.68236,19.84422,0,GALAXY
1477759,2.680014,3.624358,3.896632,2.926182,3.916451,204.029820487427,6.61855812752653,21.86393,21.16455,21.01485,20.98642,20.98743,0,QSO
1020751,1.110404,2.882417,2.865903,0.988034,1.826037,237.81535570289,56.6755503754566,20.32141,20.30739,20.09525,20.06994,20.39871,0,QSO
302160,-0.0004890735,506.7177,514.9106,107.6474,278.5397,255.724473313942,37.6876394942788,17.70699,16.36706,15.92231,15.7536,15.70302,0,STAR
244264,-0.001031585,28.94063,27.83849,8.670807,16.67459,177.950177048947,50.8636204556845,20.52823,19.40328,18.97367,18.83824,18.77386,0,STAR
1225123,2.550937,4.438384,4.963509,2.76684,4.236281,211.729428788736,54.8068936604552,21.97397,21.12323,21.09329,21.01376,21.05767,0,QSO
1245379,1.396429,3.527172,3.820301,2.69006,2.525125,138.999980135521,38.0947253258804,21.29375,21.28569,21.05453,21.00821,20.87951,0,QSO
148738,-9.092601e-05,76.26612,83.58635,15.63234,37.77229,254.256621206257,38.7499157523109,19.87514,18.51395,17.98073,17.74956,17.62906,0,STAR
807942,0.1371279,33.93348,42.89302,3.427391,9.994649,156.438107626614,33.291691733747,19.63906,18.33747,17.59222,17.23224,16.96365,0,GALAXY
924090,0.7889276,1.739713,2.558608,0.381832,0.5255858,137.672454198504,14.8546926119131,22.27749,22.39204,21.86653,21.27321,22.33168,0,GALAXY
834632,0.3526236,18.3793,26.6528,0.3586283,1.806031,142.362283229945,29.6495220724926,26.13263,21.06955,19.23902,18.67381,18.39219,0,GALAXY
426500,-0.0005588104,4.962177,4.773774,2.572678,4.723694,37.1105035084535,0.453664018265541,21.6616,20.80287,20.76644,20.76916,20.8954,0,STAR
311078,-0.0002418372,92.48131,91.44268,35.07979,65.56738,214.18257147351,36.4865976469423,19.04089,18.04975,17.76297,17.63817,17.64488,0,STAR
791573,0.3286054,24.43306,34.99011,0.4643066,2.751299,195.371901230427,60.7939736269036,22.47551,20.24518,18.64469,18.04111,17.74636,0,GALAXY
69194,-2.478202e-05,157.6245,176.0676,17.22026,58.96177,18.8604545676896,-10.7856862065383,19.87717,18.06558,17.31607,17.02078,16.89733,0,STAR
1164771,1.50033,4.874284,5.215231,3.316366,3.687929,154.945567852424,53.8683077249051,21.20028,21.01892,20.70872,20.52822,21.00619,0,QSO
63268,-3.115007e-05,72.25273,84.19332,9.223764,27.84474,344.396980385287,-8.72708690777507,20.55827,18.87623,18.1081,17.80946,17.65584,0,STAR
137266,7.971837e-05,227.1863,263.1489,9.811243,74.13531,148.682569037626,52.7665535328687,20.33043,17.82606,16.85191,16.51468,16.3319,0,STAR
574508,0.5585442,9.382251,14.43721,0.4433868,1.290785,134.372244365771,48.6890141954404,25.54434,21.2867,20.00889,19.22209,18.84029,0,GALAXY
791323,0.5954669,4.842179,8.540253,0.2734334,0.3246239,123.813240734226,24.2839106255727,25.52411,23.31703,21.43392,20.25203,19.48595,0,GALAXY
436990,-0.0003567396,462.0525,472.7257,164.4865,292.3871,238.642275729994,29.0102918876446,17.23235,16.24858,15.91487,15.77725,15.7441,0,STAR
1284006,1.623735,3.171907,2.766556,1.545027,1.600578,186.619635686317,48.2991466177027,20.83427,20.60975,20.52554,20.23947,20.13538,0,QSO
334666,3.667833e-06,25.48079,51.47826,0.337024,1.903252,175.223927350234,46.6848191981835,24.67037,21.70559,20.30253,19.01088,18.27899,0,STAR
502557,0.1124882,78.53123,105.7354,5.934248,19.92548,166.729841377251,-1.01112798254737,20.05892,18.08942,17.12294,16.67502,16.31577,0,GALAXY
710400,0.5714775,7.772694,12.98074,-0.09024306,0.4347635,208.296059987546,45.0631194732243,23.64503,22.69765,20.80527,19.73439,19.22345,0,GALAXY
751505,0.6043432,5.820196,9.723854,-0.06805309,0.4020862,226.864333591106,5.92400706604916,23.37472,22.74611,21.099,20.13775,19.99554,0,GALAXY
465022,-0.000352562,13.55365,24.05616,0.4976716,1.526488,240.828641152369,58.3792421915716,23.08515,21.34546,19.90185,19.11623,18.54378,0,STAR
471831,-0.0001368346,11.18415,17.70682,0.1913504,1.951611,240.996096412474,23.5828979703885,24.7594,22.52456,21.66868,20.31906,20.1084,0,STAR
190692,-0.0001375345,98.79803,101.5102,25.94903,55.53254,148.242480310396,43.000960523395,19.54289,18.11449,17.65547,17.48166,17.4392,0,STAR
1421538,1.223063,25.76208,25.50191,10.76675,17.35098,18.9472625276998,25.3753287019102,20.06751,19.36478,19.16415,19.15745,19.14381,0,QSO
689026,0.7009777,6.583054,9.995863,0.510511,0.893592,183.964307066034,56.6756383775947,23.67837,22.16286,21.20075,20.05279,19.58238,0,GALAXY
777425,0.5382668,6.819104,11.33834,-0.1061554,0.3387671,233.930721564924,27.6646028815848,24.89451,22.5998,20.71861,19.70009,19.20084,0,GALAXY
156578,-2.290696e-05,7.792723,13.97906,0.2087112,0.4751702,118.715393306049,25.3135851065182,24.49197,22.92095,21.50234,20.37382,19.89191,0,STAR
442193,-0.0001881453,66.26104,78.49431,2.02658,16.86042,49.44400762101,-0.653876203435481,21.59083,19.36379,18.33664,17.95812,17.72167,0,STAR
1197016,3.626917,19.51227,17.61157,2.317158,8.608684,147.639044224753,5.10184089894633,23.35166,20.40418,19.56772,19.56011,19.54544,0,QSO
878209,0.5649853,5.170952,8.889571,-0.06503598,0.199523,148.342293098919,26.6531397807354,25.68385,22.26743,20.8485,19.7214,19.28476,0,GALAXY
1071329,0.4005816,30.03305,43.22498,29.06822,30.89915,239.060588093751,48.7332343571624,19.70717,19.28944,19.21211,19.14101,18.66978,0,QSO
1287059,1.026862,9.21311,9.698067,3.627494,5.339344,212.009918416246,38.2424620895529,21.4631,21.05661,20.58804,20.70015,20.73047,0,QSO
300412,-0.0009054201,4.984428,5.35189,1.576124,2.810298,250.661849029616,31.5362334665895,22.56977,21.52185,21.02972,20.96169,20.87546,0,STAR
835810,0.4224597,7.348623,10.98516,0.03584653,0.7275143,144.998825655956,25.638886724614,24.71163,21.51551,20.03725,19.28486,18.87044,0,GALAXY
