,class,redshift,spectroSynFlux_i,spectroSynFlux_z,spectroSynFlux_u,spectroSynFlux_g,u,g,r,i,z
810870,STAR,-0.0003006552,385.4626,320.9075,508.8202,632.8126,15.22206,15.03175,15.36016,15.6555,15.96003
1027615,GALAXY,0.08303259,131.3588,176.437,9.70165,35.20302,19.92232,17.96629,17.01011,16.56807,16.24245
1297540,GALAXY,0.6577356,8.465774,13.89667,-0.1890822,0.4039016,25.21085,22.83655,20.95868,19.79179,19.45829
1417189,GALAXY,0.4019127,8.708494,12.52788,0.07746655,0.9531108,26.87954,21.8176,20.38115,19.57738,19.13896
1407827,GALAXY,0.108871,84.88376,108.0229,8.808789,24.32641,19.32119,17.73392,16.86028,16.45691,16.1467
530526,STAR,-0.0002930948,6.414465,6.952861,0.5035188,2.631617,22.09214,21.07051,20.60934,20.31692,20.10303
1016102,GALAXY,0.5048974,13.09327,21.08125,-0.05081093,0.880457,25.34791,21.41493,19.64517,18.72871,18.32808
416218,QSO,0.8540201,28.04783,31.31433,26.20746,30.20895,19.01886,18.83412,18.86297,18.91321,18.7297
1054283,GALAXY,0.5497867,5.547837,9.026708,-0.1512214,0.3577515,23.11572,22.61979,20.87193,19.90318,19.74853
1027207,GALAXY,0.1825555,5.773002,9.243918,0.6969146,1.385399,24.70614,21.89269,20.87881,20.04975,19.85385
792234,STAR,-0.0002522307,10.45031,9.426639,8.396266,13.59711,20.03523,19.64102,19.87173,20.00655,20.27706
685611,STAR,0.0001704844,10.62761,14.70092,1.435076,4.097194,22.65942,20.96143,20.32192,19.90565,19.48839
238050,QSO,3.232544,8.522309,8.409482,2.576164,5.51163,23.03392,21.31573,20.88872,21.10278,20.99786
1190588,GALAXY,0.3454829,13.75382,19.66629,0.1602788,1.30849,23.47423,21.29116,19.47918,18.83995,18.57104
1177874,GALAXY,0.7631096,2.669846,5.255891,-0.0006376795,0.1052755,24.13187,22.70694,21.11497,20.06419,19.29719
848484,STAR,-0.0001529758,13.46755,15.22216,0.1760917,4.99072,25.57393,20.54842,19.70283,19.46601,19.32525
857453,STAR,4.274088e-06,19.38155,23.9494,0.5285277,4.255201,24.11145,20.81196,19.69677,19.56383,19.02163
792912,STAR,0.0003350405,59.54744,61.24905,16.10268,32.68005,20.0933,18.65259,18.20748,17.98593,17.97346
17957,QSO,1.442319,6.09268,6.309163,4.995385,3.714082,22.58022,22.04129,21.38064,21.31078,21.20863
889367,STAR,-0.0006431336,33.2508,32.5166,20.2844,33.60808,19.70583,18.63894,18.62531,18.66315,18.80704
86371,QSO,2.25659,1.717091,2.112092,0.9210904,1.800626,22.61014,21.87935,21.985,21.93547,21.56404
297512,QSO,1.111612,9.912148,10.4331,4.727806,5.811592,20.18344,19.9162,19.55403,19.44399,19.4096
1019033,GALAXY,0.3440201,20.2629,27.8291,0.8611515,2.183517,22.30631,20.72104,18.83974,18.19983,17.92359
793361,STAR,-0.0006330192,16.61882,22.26414,0.3810979,3.149074,23.99164,21.17406,19.53039,19.19129,18.52225
317925,QSO,1.746033,8.544552,8.562016,7.797085,7.733221,20.44485,20.37174,20.34346,20.12438,20.22923
921733,STAR,0.0003744688,44.15854,40.48554,29.00645,55.0645,19.85136,18.60862,18.45188,18.35786,18.36358
659634,STAR,0.0005751034,16.52026,17.5247,5.232808,10.70048,21.0566,19.88154,19.61165,19.58657,19.57663
728894,STAR,-8.853652e-05,691.1989,767.2678,73.79559,284.3394,17.99063,16.32145,15.64764,15.38861,15.2623
1370338,GALAXY,0.1324305,31.41492,43.93773,2.798046,8.276133,21.03149,19.10305,18.12854,17.72318,17.37529
1488474,GALAXY,0.542868,5.373905,8.638683,0.2706874,0.5628392,23.32666,22.65376,20.64639,19.46256,19.00167
459088,QSO,1.309047,17.25128,17.02061,13.40241,13.22295,19.84035,19.82468,19.57256,19.54364,19.63518
869957,STAR,-0.0003705393,29.32677,35.41784,1.770286,8.105587,22.04995,20.14112,19.21544,18.78161,18.48316
129650,QSO,1.036585,11.46994,10.70509,8.357457,9.766312,20.10294,20.05692,19.75431,19.88471,19.95625
705602,STAR,-0.000177817,8.845642,9.364944,0.7875424,4.392642,22.53156,21.14495,21.77685,22.05119,20.10638
1004367,GALAXY,0.645443,6.182621,10.93763,-0.1144,0.1956442,26.52446,23.2585,21.11113,19.73305,19.27054
25217,QSO,0.8462593,1.924125,3.020394,0.3785024,1.393561,21.68915,21.18641,20.99707,20.88719,20.95968
1012806,GALAXY,0.5991954,9.526937,16.29309,-0.07185037,0.5421163,24.61921,22.10419,20.32938,19.16318,18.69582
86195,QSO,1.650765,11.18716,10.10409,3.728253,7.876226,20.13121,19.87789,19.66442,19.30922,19.39207
39343,QSO,1.924323,12.70432,13.92678,3.330916,5.904183,21.95031,20.6641,20.07084,19.74394,19.578
465476,QSO,1.663808,5.87044,6.15077,3.997663,4.889545,21.22906,20.90728,20.70076,20.50826,20.53336
403662,QSO,2.745656,17.93959,22.67409,6.070993,10.22551,20.9446,19.75007,19.39874,19.06633,18.82369
273670,QSO,0.2840908,34.32264,49.04219,18.75876,20.45921,19.23471,18.98821,18.57752,18.4232,17.93185
1308162,GALAXY,0.08087754,70.49853,100.5597,4.115953,16.36845,19.95398,18.2779,17.31424,16.80286,16.36523
771205,STAR,4.257586e-06,67.49335,70.54673,28.8974,44.03188,19.36106,18.37091,18.07154,17.92732,17.87275
719599,STAR,-0.0005899167,87.23728,89.43924,28.69853,58.60457,19.08755,18.15145,17.84285,17.73166,17.70828
1312523,GALAXY,0.3473219,18.8976,27.89735,0.2086564,1.776017,24.22979,21.31942,19.44554,18.78546,18.42796
317259,QSO,0.6306581,5.364655,6.189363,3.730497,4.219057,21.42266,21.13823,21.18326,20.71975,20.73698
1448279,GALAXY,0.05430011,10.65631,12.57995,4.988037,6.951997,22.19114,21.7453,21.95788,22.16199,22.14865
1307329,GALAXY,0.1793434,17.57131,18.91462,3.307972,7.069991,20.66428,19.82641,19.30696,18.94689,18.80425
1051496,GALAXY,0.4427715,10.20534,16.71165,0.1555344,0.803094,25.95014,21.74614,20.12077,19.33341,18.83342
1033202,GALAXY,0.03532897,388.3118,498.5961,37.56267,123.5962,17.78675,15.8928,15.09135,14.69865,14.39981
512905,STAR,0.0001971262,946.6486,1046.999,110.5641,378.5742,17.51929,15.98294,15.3943,15.16985,15.07016
1396149,GALAXY,0.02713366,55.30911,67.04285,7.411907,19.60558,19.13913,17.50418,16.79535,16.47417,16.2848
1157264,GALAXY,0.5843478,7.277742,10.82885,0.1059065,0.731155,26.2085,21.8623,20.5207,19.56637,19.19656
157557,QSO,0.1384422,87.64239,109.905,11.76157,22.90236,18.47786,17.05175,16.20817,15.78824,15.48269
1029655,GALAXY,0.06337364,96.44054,119.8648,6.139061,27.80319,20.08368,18.15226,17.27098,16.843,16.54201
678380,STAR,7.206931e-05,5.198027,10.33957,0.004105391,0.3437473,25.05672,23.3224,21.73321,20.50945,19.85979
64166,QSO,1.993563,4.30425,5.262661,4.666914,3.030487,21.56913,21.62041,21.42983,21.13813,20.93493
4775,QSO,1.70141,47.7898,44.87011,38.85476,44.91989,19.15624,18.89108,18.84035,18.58821,18.66684
939198,STAR,4.184738e-05,186.4927,199.0812,37.66496,92.99178,18.77382,17.50908,17.01551,16.79513,16.69274
958518,STAR,-0.0004120894,181.0635,185.4062,88.53577,129.8192,18.1471,17.18364,16.92708,16.82882,16.80506
620827,STAR,-0.0001045358,9.932069,17.49598,0.1538967,0.8898159,23.71792,22.22513,20.80499,19.70598,18.99848
623113,STAR,-5.335162e-05,7.181983,16.32229,0.5373343,1.747792,25.23507,24.26327,22.70298,20.94927,19.85919
387580,QSO,1.017419,18.74781,16.80134,25.8692,19.30499,19.88571,19.60947,19.33604,19.51435,19.51149
299668,QSO,2.295953,5.346001,6.562973,2.153892,5.057197,22.24043,21.54466,21.68996,21.42071,21.16118
1002652,GALAXY,0.2646364,3.26925,3.845359,1.060226,1.614567,22.52101,21.85028,21.21566,20.86612,20.31985
387377,QSO,1.407733,3.183153,3.276798,3.080643,2.759217,21.65384,21.42794,21.35382,21.20729,20.66697
165625,QSO,1.525908,3.779448,3.70827,1.986158,1.956864,21.80715,21.58607,21.25359,21.01575,22.18637
74463,QSO,2.192967,2.02748,2.560778,1.448223,2.141803,22.73343,21.60432,21.68477,21.46414,21.74423
1094349,GALAXY,0.6265285,5.335735,8.776422,0.02770831,0.3238237,25.02101,22.62956,20.94921,19.85559,19.02434
1317549,GALAXY,0.1160669,83.51019,110.0635,7.277484,22.44959,19.74448,17.75196,16.78233,16.33746,16.02979
1147401,GALAXY,0.3690047,25.25101,35.88876,0.6988474,2.71624,22.67541,20.55094,18.82571,18.17596,17.7532
1491452,GALAXY,0.0845353,149.1294,198.6235,10.10734,39.17899,19.54011,17.52623,16.56905,16.14023,15.78017
464289,QSO,1.608139,5.139046,5.343982,4.099784,3.961422,20.17669,20.01084,20.01708,19.82645,19.82027
715888,STAR,-0.00011663,125.0592,147.9496,7.976026,42.6271,20.56396,18.48696,17.63137,17.30216,17.1144
1487951,GALAXY,0.1154059,84.01496,111.3131,8.530918,22.58241,19.51871,17.98115,17.10821,16.6294,16.30951
1315514,GALAXY,0.2355859,79.15223,104.2706,3.572099,11.75467,20.74836,18.497,17.04253,16.50991,16.16071
846231,STAR,-5.98776e-05,23.50154,31.77977,0.621381,4.449261,23.33091,21.09571,19.70768,18.91882,18.72575
460699,QSO,1.435741,5.448305,5.497783,3.645652,3.618942,20.81608,20.76163,20.5352,20.40542,20.46044
427168,QSO,0.5156155,7.134444,10.48822,1.685588,2.351514,21.28214,20.66831,19.64008,18.85858,18.32594
773159,STAR,9.795784e-06,4.985102,5.022805,1.313723,2.987908,23.58904,21.3055,21.03152,21.01601,20.62672
1461649,GALAXY,0.183816,88.55437,117.9087,5.653884,16.75362,20.06906,18.17493,16.89399,16.42391,16.05759
714927,STAR,-0.0004395616,145.0435,152.1687,36.80011,77.59488,19.02573,17.75431,17.27628,17.10455,17.02471
955894,STAR,0.0001927436,491.4723,491.5678,249.9566,416.4092,17.00104,15.97815,15.7411,15.66211,15.67056
1040282,GALAXY,0.07073595,104.6011,142.4991,5.428922,25.77082,20.23111,18.04257,17.08571,16.60995,16.22284
1302158,GALAXY,0.5715294,7.368348,11.59518,-0.03147039,0.5422468,23.27493,22.29163,20.7114,19.65127,19.0562
768026,STAR,-9.801009e-05,35.6503,85.13107,0.08656489,1.253004,24.74202,21.88836,20.35633,18.44497,17.38713
87116,QSO,1.977003,1.11068,1.738995,1.525701,0.7234052,21.87121,21.76721,21.87604,21.68874,21.31906
610146,STAR,0.0002295423,52.57145,95.82954,-0.00804626,3.290866,23.70184,21.05324,19.42231,18.07068,17.34577
1361669,GALAXY,0.1136226,24.61874,29.53904,4.187676,9.353919,19.2042,18.15479,17.62615,17.32249,17.18659
408846,QSO,0.8163832,1.869949,3.619586,0.2269474,0.6578289,21.9115,21.52021,21.44948,21.36255,20.86832
1175565,GALAXY,0.523543,5.963687,9.965523,0.04569051,0.4290159,23.01935,23.21931,21.11021,20.15022,19.49976
1295610,GALAXY,0.648338,6.813263,11.15776,0.08637084,0.4378076,25.78017,23.8794,21.2236,19.58789,18.79658
1244278,GALAXY,0.3007599,23.21115,31.40016,0.9659828,3.50028,22.4318,20.45103,18.8096,18.23441,17.90404
492587,QSO,0.9149475,13.19178,15.30113,8.933759,11.8387,19.75535,19.66118,19.53341,19.55157,19.4143
457344,QSO,0.9962822,2.704283,3.178927,1.679652,1.792994,21.73605,21.57582,21.39144,21.36798,21.55033
1132019,GALAXY,0.5319186,6.686748,11.0805,-0.1152276,0.312896,23.81252,23.25949,21.41482,20.32072,19.57365
234013,QSO,1.337554,11.73912,11.71116,10.28264,8.325356,20.51768,20.40263,20.15316,20.11381,19.98848
143719,QSO,2.551952,6.423121,8.520921,3.624911,5.241673,22.07105,20.96632,20.85673,20.78148,20.28185
198786,QSO,2.355356,2.345258,3.022928,1.110822,1.981769,22.22831,21.85626,22.07365,21.79849,21.35687
1420914,GALAXY,0.4925511,7.144686,11.3887,0.3439806,0.7876228,25.44102,21.48651,20.22441,19.44735,19.17261
1165633,GALAXY,0.04209334,33.75325,37.26557,8.550171,16.30802,18.47771,17.22425,16.79718,16.51714,16.453
404749,QSO,2.086414,1.639911,2.501436,0.2682604,0.9487342,24.0699,22.56155,22.11289,21.8918,21.58433
25502,QSO,0.5923771,7.267309,8.533755,2.215163,3.148368,21.75912,21.22974,20.89395,20.56125,20.19059
78513,QSO,1.836686,10.08952,9.223613,5.541129,7.166646,20.4921,20.29112,20.16542,19.83628,19.80696
1459162,GALAXY,0.2689137,14.36769,18.62446,1.577596,3.345325,22.12658,20.76591,19.62102,19.12021,18.73898
1370253,GALAXY,0.4983004,7.549652,11.56235,0.03016906,0.6522962,23.3032,22.07726,20.34172,19.49799,19.01649
885210,STAR,0.0001028394,6.745856,12.40537,0.08952788,0.5791521,23.13065,22.642,21.26726,20.11634,19.37308
687173,STAR,-1.635576e-06,164.2696,168.9175,65.9975,102.2665,18.31097,17.43828,17.10179,16.94629,16.90421
451858,QSO,2.298579,1.704073,2.624493,0.6356667,1.465634,26.27691,22.18975,21.60005,21.90466,23.89483
140312,QSO,0.8770872,22.33139,24.12964,14.3813,16.53552,19.29444,19.08832,18.91125,18.91804,18.90248
1078248,GALAXY,0.2425174,29.14134,40.21215,1.11202,4.618121,21.37462,19.35335,17.98468,17.46743,17.07357
1480717,GALAXY,0.6581439,5.003005,8.509369,0.02777602,0.2646002,22.90199,22.89318,20.57934,19.37365,18.93268
1237958,GALAXY,0.6774645,4.128068,6.763521,0.09003741,0.3565239,26.57285,23.59176,21.64238,20.60351,19.7962
122905,QSO,2.185433,1.416209,1.370376,0.2014955,1.014509,22.41046,21.68467,21.55708,21.47759,21.94601
1109397,GALAXY,0.8601502,3.050964,6.153703,0.1625955,0.4530599,23.31357,23.07524,21.75178,20.68183,19.76732
699630,STAR,-0.0005289423,26.3927,31.04143,2.236426,10.30629,21.73882,20.03116,19.36317,19.09854,18.98624
64838,QSO,1.235366,7.336662,7.338211,4.230824,4.85268,21.17039,21.51315,20.8399,20.94118,20.92484
239643,QSO,2.142143,1.812215,2.433744,1.356065,1.440769,22.63936,21.73398,21.73261,21.48225,20.92307
1262292,GALAXY,0.6419901,6.925976,11.63129,0.170304,0.5725909,22.76989,22.57234,20.85894,19.64335,19.13752
1245671,GALAXY,0.3767486,16.71786,23.29238,0.2086898,1.729625,25.08902,21.47711,19.57871,18.90492,18.53419
1103441,GALAXY,0.1108493,58.62375,74.96579,6.270605,17.73552,20.16772,18.51229,17.61415,17.20152,16.8681
1447407,GALAXY,0.6889024,6.928825,12.14785,-0.02212201,0.3480572,25.72535,23.32038,21.50156,20.08133,19.42533
412814,QSO,1.975159,84.41573,103.99,43.46981,53.06098,18.5072,18.26551,18.01001,17.72278,17.58837
315317,QSO,0.8421351,11.42846,14.87252,9.057858,11.3584,19.99126,19.66003,19.61242,19.69282,19.62578
766354,STAR,4.676748e-05,53.95172,87.1025,0.2730857,4.244764,23.53795,20.7543,19.2956,18.14997,17.63904
804548,STAR,-4.837644e-05,69.28546,76.48651,8.818387,28.75236,20.77028,18.93287,18.20139,17.93464,17.80598
713007,STAR,-0.0004280629,21.28147,23.05338,14.92698,20.6887,20.32447,19.10873,19.06379,19.08968,19.1946
1390651,GALAXY,0.1533461,37.19329,51.85386,2.973532,8.997579,20.87777,18.83325,17.60043,17.05889,16.65603
261172,QSO,0.8384524,3.692549,7.871509,-0.4947292,0.4672612,22.48307,22.73792,21.7242,20.70054,19.64091
141032,QSO,2.045744,2.009355,2.288723,3.026556,2.133503,21.30396,21.48096,21.46832,21.18321,22.19859
1019170,GALAXY,0.09304075,47.26213,64.0732,3.957996,12.30352,19.60872,17.98559,17.09866,16.63447,16.2845
642047,STAR,0.0008276534,7.006827,6.72758,2.802866,5.104864,21.76448,20.62136,20.3862,20.33412,21.03732
87917,QSO,1.086058,6.225643,7.051579,4.661367,4.896132,21.34105,21.37857,20.91665,21.05516,20.74784
1197680,GALAXY,0.4067082,20.91325,28.85536,-0.3846523,1.073406,26.01912,20.91555,19.10854,18.39521,17.9966
708725,STAR,0.0003090517,85.94619,90.45617,32.15274,58.69347,18.98508,18.03725,17.73227,17.63042,17.61644
1440168,GALAXY,0.4898822,8.468356,13.32683,0.04171625,0.6955617,23.99478,22.04517,20.13104,19.18022,18.7664
186113,QSO,2.293655,5.243519,7.097788,1.698665,3.194258,21.87534,21.29056,21.20299,21.10448,20.49298
1282713,GALAXY,0.4762515,16.00715,25.71265,0.03433846,1.268458,22.66961,22.09292,20.25876,19.42461,18.88457
649029,STAR,-0.001605344,3.475,3.028867,0.9070514,2.363315,22.72985,21.50415,21.41643,21.44241,22.35534
116746,QSO,2.173826,8.144271,9.364762,4.743417,6.176248,20.92887,20.64893,20.52633,20.55006,20.18165
9201,QSO,1.632269,20.07321,19.11003,11.90196,15.46974,19.584,19.34875,19.38099,19.18621,19.1675
1151538,GALAXY,0.02959833,2.01596,1.990242,0.859792,1.756049,22.69457,21.78285,21.97849,22.27166,22.95717
881936,STAR,-3.127391e-05,212.6579,252.1298,6.930994,63.32594,20.11785,17.88424,16.95217,16.61453,16.44019
449190,QSO,1.756585,28.96639,32.63194,11.51403,18.12283,19.59858,19.30185,19.1604,18.97918,18.75684
569291,STAR,0.0001376615,53.79644,92.19395,1.142644,5.93726,22.815,20.23307,18.94773,17.96046,17.46143
550575,STAR,-0.0001440026,697.5046,743.7252,113.5592,360.4763,17.41934,16.04211,15.54282,15.36572,15.30053
794043,STAR,-0.0001841196,18.91855,19.35955,5.412755,14.04153,20.14273,19.25502,19.23534,19.13063,19.08364
1099944,GALAXY,0.3409439,22.31378,33.35032,0.5362128,2.295793,21.90627,20.36474,18.65613,18.0318,17.63918
1226688,GALAXY,0.9975716,1.820669,4.339284,-0.03095737,0.1575037,26.85028,24.86214,22.23608,21.12477,19.92247
508011,STAR,-0.0002204746,7.735358,16.18925,-0.05926958,0.6386518,24.22447,23.60485,21.16976,19.96788,19.22146
1308468,GALAXY,0.5912358,7.428244,12.62223,0.01397078,0.5157174,21.91505,21.672,20.18705,19.19716,18.69758
1071120,GALAXY,0.0861714,83.69366,112.0993,9.571206,21.6345,19.14706,17.42568,16.58022,16.12386,15.78901
819548,STAR,0.0002219709,25.21248,26.71621,8.527608,15.11774,20.48164,19.45012,19.12374,19.01182,18.91404
1205507,GALAXY,0.4623951,7.764348,12.57172,0.03204537,0.6441645,24.93092,22.58597,20.79066,19.8786,19.29664
1216356,GALAXY,0.5785382,6.609661,9.361073,-0.04737877,0.5427862,23.53143,22.57977,20.67359,19.80898,19.54352
1367914,GALAXY,0.3650073,17.67546,25.03516,0.26182,1.91265,26.06758,20.99048,19.15888,18.5681,18.10401
552461,STAR,-0.001041661,77.1605,81.62493,25.91532,49.97853,19.23555,18.29176,17.93127,17.77697,17.74506
1047857,GALAXY,0.577819,4.564947,6.830998,0.5080808,0.7752155,22.69728,22.22411,21.19936,20.18497,19.70514
1282590,GALAXY,0.1125576,169.4338,228.072,11.35287,42.15018,19.65315,17.53347,16.52644,16.10941,15.73704
639452,STAR,-0.001064508,3.664568,3.752709,1.742422,2.94279,22.40638,21.19212,21.03654,20.96872,21.1978
106942,QSO,2.047874,10.3554,15.68948,4.65104,3.375531,21.34004,21.07616,20.35992,19.90306,19.391
1194073,GALAXY,0.83385,3.350528,4.118378,1.66197,1.835404,22.2371,21.90132,21.45268,21.24675,21.28536
1428778,GALAXY,0.3242469,15.16922,23.8501,0.5575576,1.700606,22.82616,20.41171,18.91209,18.19999,17.78642
759652,STAR,8.16203e-06,59.31247,71.53948,9.043495,26.50481,19.97342,18.55788,17.93314,17.66468,17.55207
971135,STAR,-0.0003957255,184.5831,187.2619,52.75296,120.7451,18.19903,17.21124,16.89552,16.78579,16.75218
767578,STAR,-3.691912e-06,186.9258,212.8585,26.61605,77.05517,19.38094,17.74129,17.08628,16.80686,16.6367
371385,QSO,2.376868,1.89142,3.244808,0.7778408,1.164379,22.18911,21.62637,21.43161,21.32617,21.07608
411999,QSO,1.488932,3.891752,4.062704,2.410263,2.440945,21.75545,21.50698,21.32111,21.25474,21.45281
1202185,GALAXY,1.020174,3.573129,4.336363,1.351895,1.997512,21.71649,21.86963,21.83008,21.41218,21.15828
609620,STAR,-0.0001415205,16.23441,20.66501,1.201246,4.898161,24.63466,21.09608,20.42826,19.63066,20.36489
687249,STAR,-0.0002440226,38.15244,37.58756,17.96408,27.31472,19.76437,18.8526,18.62866,18.53923,18.56097
1450577,GALAXY,0.03638021,31.08083,37.17825,5.730611,12.29016,18.24543,17.08003,16.53403,16.26787,16.11832
906835,STAR,-5.172439e-05,18.03365,18.9828,6.520808,11.8297,20.61214,19.84867,19.49488,19.39365,19.40713
1092305,GALAXY,0.1238748,185.6756,252.7434,13.21388,43.88006,19.41773,17.37382,16.26264,15.79655,15.43935
1279122,GALAXY,0.510532,6.829522,10.33045,0.02567633,0.5676187,25.49638,22.2121,20.88242,19.89908,19.38101
14805,QSO,2.510912,0.7862704,1.157888,1.546777,1.541427,22.4282,21.34511,21.21864,21.31278,21.14912
1016969,GALAXY,0.2031855,34.03836,46.11089,2.480356,6.448596,21.56884,20.18669,18.82474,18.3723,18.00166
125451,QSO,2.947045,8.172458,7.904792,3.17394,4.828165,22.43098,20.99383,20.53308,20.27733,20.26028
510786,STAR,0.0004027876,4.097984,3.801224,3.747146,5.076581,21.45181,20.74339,20.49887,20.47519,20.23615
285138,QSO,0.9257877,5.816173,6.413351,6.14397,5.760851,21.49246,21.13684,20.92322,21.06704,20.53189
1216574,GALAXY,0.1856174,44.16621,62.67561,1.830118,7.600821,21.70741,19.00843,17.757,17.20152,16.88248
642713,STAR,-0.0006258222,12.16005,12.38427,3.967691,7.894814,21.27175,20.10886,19.9209,19.85837,19.77021
564600,STAR,-0.0001511254,3.969351,4.053444,0.6311907,2.192125,22.09128,21.67815,21.2319,20.90306,21.19014
313656,QSO,0.1369817,95.95551,115.998,15.0204,26.90703,19.09847,17.98216,17.08102,16.62577,16.33404
319515,QSO,2.002254,6.4744,7.899303,7.355511,4.873352,20.54855,20.40552,20.28605,20.15524,19.91787
372947,QSO,2.38897,6.034064,7.423553,3.278597,5.450802,22.20524,20.9722,20.89344,20.76953,20.43389
625941,STAR,-1.032754e-05,12.08404,9.739949,23.676,21.02668,18.7539,19.09395,19.59769,19.94175,20.17085
873277,STAR,-0.0001739251,9.739322,12.69269,0.3036489,2.097673,25.69704,21.81177,20.32748,19.73475,19.27252
117855,QSO,2.402595,3.950907,5.345212,1.036746,2.546155,22.65854,21.77149,21.52313,21.47933,21.38018
1097094,GALAXY,0.4251155,16.23811,24.25725,0.3130836,1.62471,22.11319,20.63606,19.07105,18.35928,17.82936
425986,QSO,1.055579,9.5729,11.52876,5.68733,6.843239,21.26831,20.52922,20.20769,19.95887,19.61871
912938,STAR,7.285774e-05,8.656122,15.58385,0.08288105,1.000051,23.32967,22.10081,20.6523,19.57229,18.94965
421879,QSO,1.421565,12.94411,12.96002,11.18217,11.19764,19.71591,19.5342,19.51109,19.49702,19.67864
774872,STAR,-9.69889e-06,1341.307,1420.715,230.7953,659.2761,16.811,15.3846,14.86602,14.68338,14.63297
1390086,GALAXY,0.2501958,61.55221,78.07992,2.403586,9.27122,20.75154,18.52199,17.03759,16.47429,16.15128
753150,STAR,-0.0001180192,70.2298,79.67602,5.804235,26.17108,20.63391,18.85403,18.1579,17.87372,17.72497
1158233,GALAXY,0.6550102,6.241954,10.57806,-0.05928804,0.2342649,25.38836,23.39807,21.56023,20.35658,19.67056
861019,STAR,-0.0002306755,13.44925,14.61522,2.581759,5.808874,24.63465,24.53261,20.4301,24.36447,22.3714
