,class,redshift,spectroSynFlux_i,spectroSynFlux_z,spectroSynFlux_u,spectroSynFlux_g,u,g,r,i,z
1123096,GALAXY,0.4563131,5.596666,7.706045,1.202463,1.725324,21.86658,21.67299,21.00623,20.61034,20.22469
270864,QSO,2.349576,3.732839,4.636086,1.815409,3.021263,23.10482,21.57336,21.47878,21.61925,21.01579
1104693,GALAXY,0.7617788,8.838203,9.681423,6.189856,6.063334,21.19959,20.74937,20.61033,20.20728,20.38279
599545,STAR,-0.0001799998,148.1457,162.7916,20.75574,64.2896,19.35629,17.93305,17.27778,17.02185,16.89315
747700,STAR,3.346221e-05,12.15108,13.86396,0.994113,4.457889,24.45862,20.80741,20.05088,19.72925,19.58673
522572,STAR,-0.0006476372,5.713202,4.160621,5.549877,8.209924,20.45339,20.11713,20.36193,20.53963,20.65743
359473,QSO,1.133514,3.169065,3.450822,1.196685,1.809708,21.75073,21.72549,21.23567,21.14999,21.32871
658748,STAR,-1.039405e-05,5.080688,5.484749,0.9296739,2.787176,23.79355,21.3408,20.87708,20.77753,20.75895
790228,STAR,-0.0001883193,154.0676,159.0642,50.91819,94.74467,18.37581,17.434,17.12836,17.00159,16.95766
778075,STAR,0.0001950026,42.87681,77.2757,0.8714576,3.343025,26.01308,21.28367,19.69727,18.41489,17.72231
517546,STAR,0.0003083458,24.36779,26.80465,3.834857,10.31093,21.36912,19.8551,19.29392,19.09337,18.97954
282231,QSO,1.368467,22.46288,21.94454,16.8152,17.76344,19.49592,19.33235,19.12851,19.07063,19.08607
336993,QSO,1.363468,2.661955,2.781765,2.445709,1.969385,22.1499,21.87907,21.60619,21.36719,20.80978
609221,STAR,6.553104e-05,40.38089,81.62179,0.2117638,2.225493,23.6987,21.51282,19.95442,18.40861,17.52933
1019542,GALAXY,0.5996175,7.535209,11.85628,0.00637151,0.5585997,22.92962,22.32249,20.45045,19.43631,18.82816
633084,STAR,0.0002052268,13.22471,13.16795,1.614346,5.528463,22.02982,20.39883,19.84015,19.66673,19.43106
797648,STAR,-0.0006165797,5.637757,6.536961,1.388998,2.996029,24.40021,21.22412,21.10753,20.69364,20.8217
1100693,GALAXY,0.5019382,6.748888,10.3669,0.4031234,0.9992837,24.75611,21.85047,20.55018,19.71945,19.3514
1001429,GALAXY,0.06983577,81.6078,103.2903,11.34667,27.2408,18.71194,17.38428,16.72403,16.34995,16.0904
982222,STAR,3.676892e-05,3.407954,18.18419,0.02691584,0.06983965,24.00131,25.54291,23.4505,21.17834,19.41199
506392,STAR,0.0006472096,575.1768,623.6235,124.1452,284.3411,17.65652,16.34587,15.81389,15.60615,15.50667
967982,STAR,-2.087224e-05,214.9312,220.9478,35.62204,110.8721,18.87985,17.36446,16.81264,16.62428,16.54336
493037,QSO,1.717085,2.488969,2.782299,1.865975,2.010361,22.62837,22.17793,22.0362,21.92115,21.39497
267430,QSO,1.474095,8.571842,8.543504,10.29767,6.622835,20.37699,20.34178,20.14371,19.99686,20.01188
767199,STAR,-0.0002306522,68.98133,69.74697,20.58788,46.44841,19.11015,18.14579,17.87216,17.75217,17.71836
30871,QSO,0.9452872,2.758534,4.379959,1.972314,1.611801,22.51247,22.29716,22.02573,21.74537,21.26461
778912,STAR,-0.000557991,7.108905,6.354053,2.590947,5.903797,21.38367,20.35694,20.13584,20.49799,20.20408
1222724,GALAXY,0.4877242,12.66517,20.7828,0.4433003,1.197829,25.36621,22.13782,20.60385,19.69199,19.25469
600464,STAR,-0.0003985345,68.30944,71.53575,17.7292,39.72408,19.19195,18.29765,18.00196,17.92407,17.8831
449445,QSO,1.060213,13.67721,12.32264,15.27276,14.2291,20.50616,20.06019,19.70527,19.84542,19.8979
1401052,GALAXY,0.0740027,240.2207,304.8565,24.52733,74.20101,18.34718,16.54351,15.74239,15.36006,15.06711
1412735,GALAXY,0.4944341,7.934144,11.99475,0.0839095,0.7698476,23.15686,21.90588,20.35476,19.58056,19.16087
1201166,GALAXY,0.1577907,37.5493,46.09655,4.789737,11.69261,19.00368,17.69492,16.94598,16.55826,16.29374
222414,QSO,1.48297,2.43438,2.51642,0.8815026,0.9734288,21.73395,21.48392,21.2695,21.05523,20.81347
1131870,GALAXY,0.1338871,8.908546,10.69174,0.8374616,2.558051,22.65656,21.3529,20.46157,19.89479,19.81845
583841,STAR,2.241197e-05,149.9719,208.0662,2.959089,25.70288,20.66109,18.36287,17.18454,16.68581,16.34519
1317040,GALAXY,0.4629802,9.332458,15.34243,-0.09334494,0.3679933,24.79031,21.89956,20.12012,19.30621,18.84841
1231891,GALAXY,0.4810468,9.174266,14.48204,-0.04779396,0.6636525,25.78256,22.35188,20.69254,19.82712,19.32004
478558,QSO,3.042139,4.103813,4.184124,1.947184,3.163379,22.61361,21.33732,21.22316,21.3792,21.32351
1143152,GALAXY,0.5073091,8.548966,12.79245,-0.1144529,0.6796301,23.0728,22.38718,20.72552,19.79939,19.16671
332119,QSO,3.359658,1.149938,0.9420625,-0.03088134,0.4108442,25.27658,22.56916,22.01936,22.04461,22.61242
843103,STAR,0.000199891,5.08838,11.61023,-0.0143433,0.1583563,25.09369,24.40389,21.94316,20.6187,19.84288
1268101,GALAXY,0.6074575,3.679683,4.727417,0.5309829,1.03126,23.13703,22.16345,21.46546,21.026,21.27599
1340491,GALAXY,0.5479826,8.164447,12.80259,-0.0961956,0.6052206,27.01583,21.75137,20.16993,19.20208,18.66212
390117,QSO,2.012517,2.002592,2.712629,2.531789,1.537272,20.40172,20.18685,20.25703,20.11255,19.80735
399071,QSO,0.1407805,96.95477,99.02479,31.04978,36.64688,18.49827,18.11227,17.61705,17.13545,17.02921
1374844,GALAXY,0.08059947,102.0306,134.7256,7.935503,27.58259,19.75817,17.89298,16.98205,16.5172,16.16823
773547,STAR,0.0005861547,47.74065,49.12936,24.84745,33.95469,19.57775,18.68513,18.38159,18.24813,18.24852
1450743,GALAXY,0.03820689,138.8997,187.9501,10.68544,40.59871,17.47415,15.80959,15.06299,14.68474,14.40975
1235432,GALAXY,0.6149058,5.418561,9.376253,0.2629915,0.4574359,25.53557,23.91378,21.39118,20.1849,19.19209
664647,STAR,0.0001467789,370.8318,361.7542,254.4109,385.5027,17.2501,16.00449,15.99144,16.03661,16.08484
1234812,GALAXY,0.5741495,5.709923,8.644097,-0.04468995,0.3733141,25.66133,22.67101,20.92265,19.86498,19.38451
601011,STAR,0.0005218168,307.697,307.0398,131.1279,212.5261,17.56836,16.65047,16.38692,16.30186,16.27608
720075,STAR,-0.0005665629,8.225295,9.336088,0.7076169,3.46681,25.02316,21.13292,20.34813,20.11283,20.11157
1380654,GALAXY,0.1406035,86.3288,116.9902,5.410643,18.54655,20.35561,18.39348,17.29821,16.82096,16.50429
1469982,GALAXY,0.182666,32.49861,39.347,6.731992,10.27436,19.33207,18.34332,17.66346,17.24056,17.07943
1342764,GALAXY,0.5012849,11.09084,17.28814,0.132816,1.086127,25.23651,22.19061,20.47069,19.54968,19.08777
692988,STAR,-0.0002076431,25.49508,27.43371,5.449675,12.84573,20.91819,19.69856,19.20271,18.96545,18.8672
161248,QSO,0.8464768,1.455836,2.814063,0.3559909,0.6896318,21.71591,21.38311,21.22408,21.20033,20.96447
1297386,GALAXY,0.7623866,5.47749,9.069674,0.1608972,0.4162209,23.16232,23.02154,21.46067,20.25571,19.4973
1133636,GALAXY,0.5104879,5.015316,8.154445,0.1884293,0.4625657,24.34469,21.47107,20.18512,19.39849,19.12681
68674,QSO,2.175186,7.709732,8.180904,8.678395,8.577294,20.0099,19.50178,19.36857,19.332,19.17499
976752,STAR,1.989796e-05,13.35717,16.49645,0.1558432,2.795808,24.63559,21.36514,20.22427,19.82034,22.82651
638783,STAR,-4.56771e-05,933.0848,961.9352,174.241,490.5797,17.11571,15.7352,15.21547,15.04901,15.01041
736969,STAR,-0.0005812676,72.40872,73.90035,24.79533,43.85392,19.35522,18.36689,18.00004,17.86456,17.80712
406230,QSO,1.552469,19.62962,19.42909,7.391448,11.76096,20.32125,20.07854,19.79676,19.50945,19.55386
705401,STAR,-0.0003461055,10.01423,10.14479,2.437063,5.746329,21.50957,20.44113,19.84934,19.68835,19.53343
849102,STAR,8.4352e-05,16.41358,20.4369,0.8444168,5.077948,23.81471,21.09773,19.91662,19.62321,19.38899
598885,STAR,-5.222828e-05,7.587807,14.24068,0.1015157,0.8901722,24.57192,22.78106,21.57762,20.36954,21.30301
830799,STAR,-0.0003990935,49.52783,50.66688,20.22442,35.74091,19.48535,18.59346,18.30146,18.20822,18.21796
531581,STAR,-0.0002694043,14.9188,15.3427,3.583174,7.628879,21.44589,20.27966,19.84844,19.60926,19.48812
544719,STAR,-5.792775e-05,28.40681,20.63193,75.36949,68.39812,18.25375,18.10386,18.48014,18.76347,19.1005
681949,STAR,-0.0001583053,20.15277,48.26307,0.09406316,0.1739357,23.25204,22.74592,21.12577,19.30341,18.25615
268434,QSO,1.843494,6.642436,6.059949,2.675184,5.050165,20.62069,20.56036,20.44357,20.13163,20.06027
532155,STAR,0.0008842347,5.678245,5.539902,3.26564,5.24723,21.1261,20.58662,20.25979,20.26917,20.13799
813282,STAR,-0.0001594522,114.3876,120.5493,39.96014,66.73006,18.82889,17.85236,17.49572,17.35893,17.29523
350489,QSO,1.512391,24.61908,23.84088,19.4648,21.13911,19.49261,19.16584,19.10761,19.0095,18.97998
539691,STAR,-0.0001829358,1578.268,1817.477,74.46354,471.4314,18.10952,15.83983,15.54005,14.55948,14.38393
596335,STAR,0.0009053655,49.96803,69.21095,0.3405387,5.11738,23.10424,20.64108,18.97917,18.2877,17.89676
545565,STAR,2.78868e-05,1787.219,1910.722,306.7588,871.3796,16.53038,15.10749,14.56889,14.36336,14.29129
778506,STAR,0.0002461581,1.917811,1.496314,1.868801,2.007203,22.40914,21.54648,21.59387,21.66716,21.44036
826221,STAR,0.0002133814,8.302091,8.48464,2.861606,5.623556,21.99635,20.71083,20.40253,20.3026,20.33446
1283052,GALAXY,0.4406995,17.87837,28.89384,0.6561373,1.899743,23.24398,20.52584,19.01919,18.2823,17.84293
1345030,GALAXY,0.4116713,17.13741,24.42374,0.3215926,1.490442,23.60961,21.43337,19.45734,18.65924,18.2246
80105,QSO,2.638381,11.60004,12.37938,7.762555,11.78051,20.39344,19.55577,19.52502,19.50129,19.4817
768856,STAR,-0.0001113946,29.44793,32.27917,5.035548,13.34079,21.01558,19.61765,19.05561,18.87608,18.80923
713193,STAR,-2.244008e-05,110.9423,117.0002,12.80993,51.75296,19.76146,18.12988,17.53316,17.34255,17.25929
1332087,GALAXY,0.09088969,53.14202,63.31844,7.587071,18.03424,19.77777,18.49245,17.78551,17.38475,17.14298
930434,STAR,0.0001191363,5.473911,10.39893,0.1780171,0.4933609,28.22124,20.11163,19.5917,18.7206,18.42619
144846,QSO,1.734083,3.129306,2.923414,1.216758,2.436229,21.93157,21.85714,21.64103,21.55442,21.72073
644893,STAR,-8.324584e-05,115.5936,127.6295,26.89585,54.54447,19.11725,18.0553,17.56542,17.35775,17.26647
1391477,GALAXY,0.7320337,3.679614,7.040883,0.3139972,0.5371533,25.33181,24.36284,20.9997,19.78017,19.34181
1398110,GALAXY,0.2495968,109.5702,133.4025,18.91856,31.4024,19.09259,18.16179,17.06966,16.60239,16.3021
237600,QSO,1.263429,30.76505,28.58574,23.75612,24.66723,19.10603,19.04535,18.87897,18.79504,18.79518
1149742,GALAXY,0.5104474,10.42349,15.72629,0.8310127,1.547557,22.07781,20.98169,19.75307,18.98496,18.62491
550297,STAR,-0.0002664565,30.97605,45.17045,0.5437718,3.669115,23.67573,20.95604,19.50974,18.70107,18.29282
1065019,GALAXY,0.04078811,167.8246,215.7405,18.83735,54.20805,18.74064,16.92418,16.07313,15.68074,15.39086
112113,QSO,1.461223,22.85025,24.17813,17.56258,17.00946,19.9495,19.488,19.35551,19.21124,19.17445
441573,QSO,1.269664,12.51733,13.2777,5.158473,6.559991,21.10622,20.86503,20.2828,20.19246,20.05906
121711,QSO,1.194594,21.26389,20.15835,12.56053,14.59002,19.67595,19.5799,19.24616,19.22006,19.29418
408151,QSO,2.470183,13.0745,15.21578,8.333274,10.72847,20.96953,20.04712,19.75845,19.70153,19.37866
1307904,GALAXY,0.619012,6.613699,9.051977,0.398445,0.9847748,23.29304,21.8771,20.69138,19.83838,19.44166
1311574,GALAXY,0.1489345,70.63455,93.36675,4.696026,15.8613,19.5461,17.72827,16.71304,16.26684,15.91027
1205499,GALAXY,0.4519976,6.288571,9.449332,0.2326692,0.6908033,22.96702,21.81564,20.39676,19.60645,19.1039
1158650,GALAXY,0.500384,10.10308,15.76352,0.1097324,0.8916992,26.13234,21.92982,20.40155,19.41578,19.31909
563969,STAR,-2.681412e-05,131.1536,162.6985,1.904086,25.09308,21.46083,18.88317,17.70864,17.23095,16.9562
893036,STAR,-1.138229e-05,67.02985,95.17582,0.590087,8.457876,23.02041,20.12591,18.76411,17.94162,17.4558
309555,QSO,0.9436837,2.928301,4.967064,1.982213,1.915043,21.01754,20.88282,20.55388,20.57652,20.35496
404783,QSO,1.366119,16.65968,19.12115,10.51462,9.774473,21.13061,20.40249,19.83691,19.57511,19.11309
592306,STAR,-9.429294e-05,210.1526,359.8661,3.881723,21.63164,21.80152,19.08038,17.6053,16.65382,16.11914
763539,STAR,-2.230022e-05,7.162255,13.49264,0.009323229,0.6706435,23.98681,22.64899,21.21481,20.1956,19.39567
1038807,GALAXY,0.4053822,13.84561,20.57011,0.1254251,1.289891,25.77506,21.33333,19.47249,18.8424,18.50778
17709,QSO,1.153875,28.78894,26.98235,18.34294,19.65611,19.32436,19.16197,18.84049,18.73246,18.81497
2316,QSO,0.2603088,2.475943,3.874428,1.207748,1.430238,22.45401,21.95455,21.84889,21.71014,21.37693
691596,STAR,0.0002289327,24.43007,27.66092,3.08232,10.53199,21.07524,19.60711,18.9907,18.72585,18.59331
1353527,GALAXY,0.1203352,83.94733,111.2214,5.946583,21.10885,20.44406,18.51387,17.48787,17.07398,16.71662
63230,QSO,0.3318784,13.64878,21.32745,4.866725,5.206091,21.0153,20.65689,19.78668,19.40715,18.84624
116660,QSO,2.661643,5.804435,6.884798,4.13504,5.270023,21.55133,20.89642,20.72513,20.57321,20.28234
671605,STAR,0.0002311782,2.972416,1.625262,6.464165,5.333812,21.12981,20.37953,20.18038,20.06102,20.21671
869800,STAR,-9.634529e-05,39.50539,40.22699,13.65588,26.26683,19.791,18.86583,18.53011,18.42371,18.37215
807702,STAR,0.0001468328,119.4254,122.3748,60.57753,86.35584,18.45265,17.59091,17.37694,17.28297,17.27016
809502,STAR,0.0004282109,18.54398,18.38936,18.12833,24.43944,20.12744,18.98736,19.15999,19.30718,19.44796
1255179,GALAXY,0.4932319,10.10789,15.75359,0.01322215,0.8000485,24.93223,21.53873,19.78026,18.87963,18.38835
749189,STAR,0.0001591349,6.195211,12.8775,0.1733964,0.3972377,22.61211,23.21601,21.68629,20.08637,19.43444
701279,STAR,-0.0005277905,2.307711,2.323714,0.6931887,1.719102,22.46857,21.55769,21.19958,20.81498,21.53974
599600,STAR,-0.0007589221,401.3383,406.4233,159.0813,262.5257,17.38224,16.42697,16.15522,16.04657,16.03008
753456,STAR,0.0003271737,155.4472,160.6626,40.33857,87.42606,18.65831,17.55713,17.16932,17.03717,17.02011
421465,QSO,0.6922639,28.75032,29.78413,18.77957,25.63581,19.52177,19.05963,19.01656,19.05034,18.9615
735140,STAR,-0.0003141035,74.69408,68.33841,35.52057,61.38895,19.19746,18.07189,17.85503,17.8387,17.90885
133430,QSO,0.8853571,12.42185,17.9934,5.764898,7.05745,20.82789,20.43129,20.13994,19.91914,19.50444
28295,QSO,1.200912,2.849497,3.806605,1.52349,1.774447,21.56495,21.40408,21.03127,21.06018,20.8103
1089151,GALAXY,0.1873245,26.98756,35.58466,2.891201,6.394149,20.16059,18.93601,17.99032,17.51678,17.24181
1415334,GALAXY,0.1275966,115.4484,151.6495,8.883842,29.6929,19.74174,17.86976,16.84645,16.44561,16.11768
434701,QSO,0.6627932,60.81719,59.77728,56.93824,66.33428,18.21164,17.89109,17.97606,18.00698,17.96012
996710,STAR,-4.181886e-05,170.041,232.3116,2.577579,20.81946,21.9863,19.08688,17.64402,16.93267,16.54637
349177,QSO,2.380101,4.880142,5.40881,3.140149,5.784181,21.45256,20.89458,21.07556,21.06413,20.68388
313237,QSO,1.987011,4.536659,5.46529,6.184276,4.046506,20.86862,20.77158,20.81239,20.65937,20.48469
387745,QSO,1.058147,4.780377,5.319639,4.135755,3.809324,21.37283,21.00282,20.63539,20.70472,20.60152
266814,QSO,0.5724311,13.80471,19.10596,1.866259,3.298341,22.03528,21.13291,20.16765,19.47839,19.16307
352426,QSO,1.433062,6.402739,7.357235,2.426919,3.525388,21.96774,21.71132,21.09688,20.84515,20.82994
884304,STAR,-7.51332e-07,184.698,239.1974,2.815341,38.15956,21.16802,18.47011,17.33172,16.90392,16.63593
944982,STAR,-0.0003773664,82.50703,84.37621,27.2776,54.42331,19.12264,18.17299,17.89102,17.80425,17.7684
208089,QSO,2.479202,13.35077,18.10591,8.690615,9.757101,20.67803,19.82234,19.65794,19.61078,19.32132
145143,QSO,1.455243,4.967211,4.508505,3.188894,2.813103,20.92844,21.13553,20.96516,20.72967,20.73242
1141281,GALAXY,0.5526598,8.291535,13.10407,0.02361773,0.4994554,22.73629,22.0967,20.3141,19.19092,18.74782
684192,STAR,0.0002615075,5.085166,4.57643,9.549539,10.14223,20.28274,19.98274,20.20459,20.43824,20.56247
738289,STAR,5.173667e-05,966.4412,1566.869,10.49986,92.22122,20.28378,17.43308,15.9026,14.92992,14.37595
940582,STAR,0.0001298257,5.740035,4.68007,5.851021,7.360208,20.62436,20.15999,20.25677,20.3063,20.52312
419953,QSO,2.692106,7.581563,9.517874,5.109075,7.099209,21.65103,20.62034,20.65577,20.64884,20.27387
940341,STAR,-0.0002265258,85.70031,87.44068,33.91702,55.71234,19.12078,18.11475,17.78857,17.64991,17.60888
1017612,GALAXY,0.2375047,8.377331,13.66737,0.3946947,1.123866,21.10664,19.88504,18.97659,18.47988,18.28434
439643,QSO,1.245199,2.266125,2.595538,0.9186156,1.291806,22.39075,22.10827,21.73824,21.82406,21.40145
1044494,GALAXY,0.3801518,8.189124,12.65625,0.7685733,1.508255,24.9969,22.11394,20.50925,19.80028,19.29492
1332041,GALAXY,0.03636894,117.8045,149.4283,18.03979,40.21007,17.43773,16.02943,15.40755,15.0612,14.7895
1304101,GALAXY,0.9066088,1.119606,1.359426,-0.02948164,0.191423,23.36768,22.90602,22.50145,21.67912,21.33824
1096359,GALAXY,0.4441755,7.32498,11.05092,0.2708026,1.016418,22.5765,22.01542,20.44397,19.93621,19.33402
100773,QSO,1.167936,24.42421,24.20858,13.98064,17.10656,19.59113,19.38581,19.09132,19.03493,19.09027
552924,STAR,0.0001645132,20.07457,20.14522,4.680777,12.36525,19.82141,18.55087,18.61248,18.77699,18.83292
500065,STAR,-2.228887e-05,784.7889,994.7902,17.16821,153.8625,19.36768,16.87632,15.68107,15.10053,14.9529
172870,QSO,1.610777,10.87998,10.33055,4.545694,6.937087,19.7358,19.49232,19.52356,19.30863,19.37584
1455047,GALAXY,0.4772432,13.3998,21.88588,-0.1208308,1.142351,23.89299,21.47067,19.88794,18.89342,18.42419
888241,STAR,-0.0003247924,3.250552,3.138293,1.254747,2.383653,23.30805,21.60546,21.46963,21.43786,21.03729
707193,STAR,3.976332e-05,252.4219,333.9755,3.664897,45.40739,21.10774,18.23857,17.00616,16.51437,16.23202
646318,STAR,-5.55002e-05,20.11188,46.90186,0.1906282,0.510569,26.60801,22.7731,20.89042,19.07099,18.09897
699900,STAR,0.0001653759,3.824885,7.359201,-0.1011608,0.2198326,22.81809,23.75434,21.76052,20.49994,19.68726
994376,STAR,-0.0002676284,3.165128,3.237512,1.857346,2.842978,22.52099,21.1967,20.99569,20.97481,20.63345
777578,STAR,4.714913e-05,157.3343,260.1314,2.758031,13.76861,21.71752,19.53458,18.08199,16.93681,16.30749
1145406,GALAXY,0.1419792,47.60345,62.58629,2.772595,10.98111,20.57119,18.77895,17.75737,17.3126,16.97124
78703,QSO,2.377191,8.394714,12.65401,1.790554,3.806525,21.05191,20.44187,20.09572,19.96071,19.63788
580336,STAR,-0.0003366199,66.74642,68.6307,26.48052,42.85566,19.5368,18.483,18.0736,17.907,17.80669
311941,QSO,3.337516,16.35178,16.92692,0.4860495,5.948947,25.32433,20.38446,19.78426,19.68082,19.62399
298990,QSO,2.1058,17.6174,21.75509,17.74298,14.55849,19.87553,19.76321,19.71133,19.4528,19.38062
759927,STAR,-0.0004223356,53.66573,54.99341,9.631367,28.11293,20.19254,18.82099,18.29729,18.62123,18.06539
170775,QSO,1.308296,1.897052,2.690787,1.522954,1.30295,20.40203,20.44455,20.1956,20.16629,19.8323
1133474,GALAXY,0.7406708,2.693659,5.079333,0.04649907,0.1650137,23.03734,23.83779,21.71311,20.7072,19.82541
3293,QSO,1.618782,7.869996,7.454071,5.329103,5.370787,21.01665,20.81463,20.73623,20.36646,20.44234
1217144,GALAXY,0.7032878,3.39963,6.019079,-0.009090523,0.1896382,23.80393,23.12745,21.79693,20.62666,19.79873
326270,QSO,1.137617,5.100393,5.754925,1.091629,2.178162,22.06854,21.43035,20.84618,20.62162,20.55172
602693,STAR,-0.0001302296,4.492478,3.798697,6.248108,7.445051,20.09849,20.22955,20.66037,20.89897,20.75937
200135,QSO,1.754793,3.79099,4.216272,1.542788,2.392724,21.84413,21.61122,21.4942,20.99555,21.14253
77895,QSO,0.4053451,11.05023,16.69168,0.9275842,1.556398,23.3225,21.39963,20.01987,19.40155,18.9503
488873,QSO,2.283634,2.697577,3.827247,1.171718,2.005195,22.35573,21.98866,21.86115,21.83333,20.99673
875596,STAR,7.467251e-05,494.7685,502.2139,171.7683,314.7485,17.24294,16.18852,15.85875,15.75083,15.7201
671846,STAR,5.272398e-05,643.9542,747.8392,20.74108,160.9411,19.4651,16.90596,15.85434,15.47667,15.27341
807251,STAR,0.0001671579,69.78185,70.65699,31.47579,53.04896,19.12251,18.21144,17.95718,17.87956,17.82674
584979,STAR,-7.648216e-05,28.78357,39.99545,2.793558,7.886139,21.56718,20.17695,18.9248,18.10503,18.44984
706169,STAR,-0.0006253508,58.65707,55.29832,21.60946,37.592,19.46958,18.46274,18.1767,18.07589,18.0189
538843,STAR,-8.745857e-05,2.971485,4.744896,0.08432527,0.4178779,22.2244,22.49909,20.13035,19.22828,20.05931
437849,QSO,1.672264,3.436153,3.511579,2.165885,2.553776,21.14172,21.05746,21.10376,20.78188,20.78488
183340,QSO,1.488725,2.014446,1.86969,1.916994,1.1551,22.21645,22.12478,21.93907,21.82435,21.84615
1177993,GALAXY,0.5071163,9.852832,16.34263,0.2817384,0.9493803,22.60801,21.93132,20.50237,19.56325,19.23007
1351909,GALAXY,0.1842502,74.60622,95.36379,4.483375,14.75926,20.83627,18.71806,17.49399,17.03382,16.67925
420805,QSO,1.681127,4.129375,4.102418,2.419316,2.986181,21.69703,21.41278,21.37882,21.05673,20.89349
987255,STAR,1.272731e-05,158.1147,235.4503,3.42865,18.69961,21.71478,19.24813,17.81065,16.82293,16.31432
1216661,GALAXY,0.1231016,79.21109,106.1025,6.189748,19.52529,20.08855,18.00491,16.95795,16.53969,16.15732
449279,QSO,1.442978,10.89131,11.84553,2.416811,4.265966,22.0138,20.81919,20.22667,19.85079,19.84168
1396605,GALAXY,0.09224267,162.4047,218.0419,12.97195,41.74396,18.94769,17.11483,16.17325,15.70828,15.31118
19832,QSO,1.959999,2.860182,2.279755,3.679915,2.729479,21.63006,21.21512,21.22077,21.21047,21.03061
718587,STAR,-0.0003085475,9.450279,11.90059,0.4576912,2.73526,25.43003,21.40685,20.85262,20.6529,20.68191
457948,QSO,1.621158,17.49836,18.79632,4.298747,8.848895,20.63768,20.16728,20.05699,19.6787,19.77977
1163846,GALAXY,0.7597041,3.169037,5.581165,-0.04551584,0.2074246,26.79429,22.14842,21.19808,20.02829,19.33942
527320,STAR,4.381613e-05,20.26622,14.65302,60.49995,44.80159,18.3477,18.42698,18.75626,19.06082,19.35573
1344709,GALAXY,0.5067934,9.202552,14.58432,-0.1266509,0.5963245,24.82117,22.37837,20.78216,19.79476,19.27228
195007,QSO,2.954038,9.149259,9.282268,4.066803,7.145663,22.11246,20.54971,20.38307,20.40375,20.44882
370791,QSO,0.8084654,40.51785,55.15002,18.79885,24.33318,19.53021,18.8916,18.45501,18.38972,18.11384
1152147,GALAXY,0.07804439,26.58311,30.95428,3.560157,9.827619,19.62037,18.26159,17.71188,17.36073,17.17743
985271,STAR,0.0001137352,34.00561,52.86911,0.4975372,3.797333,24.40423,21.16462,19.71102,18.72068,18.20727
1331314,GALAXY,0.7642876,1.936423,2.30132,0.4745903,0.6876484,23.47776,23.16367,22.18678,21.5274,22.9099
150431,QSO,0.5645368,10.24988,11.14537,5.022229,6.362907,21.16238,20.47755,20.27657,20.02924,19.90369
1072737,GALAXY,0.1625368,113.5381,152.1582,7.519436,23.33712,20.00078,17.95462,16.79937,16.33146,15.98053
1378504,GALAXY,0.5278673,9.308298,14.13671,0.1363015,0.9049689,21.99862,21.81253,20.09963,19.21129,18.82514
886203,STAR,4.838405e-05,50.08497,48.29282,20.65211,35.58469,19.79958,18.59671,18.28163,18.16125,18.13546
1451160,GALAXY,0.1851131,43.64899,60.20652,2.625352,7.534423,20.45193,18.81438,17.58442,17.02104,16.62229
100282,QSO,1.666985,10.29222,14.8918,2.305453,3.649544,21.32616,20.81063,20.39448,19.86273,19.71732
620750,STAR,-0.0002316738,4.749694,9.990747,-0.009747134,0.3521927,24.57014,23.45261,21.92529,20.68332,19.81757
789945,STAR,0.0003030684,174.2854,127.6827,535.1062,406.0242,15.60421,15.8381,16.35325,16.71997,17.0492
921472,STAR,2.322454e-05,5.877523,5.109067,5.531474,6.600156,20.93386,20.372,20.46688,20.38865,20.60599
1419331,GALAXY,0.07972959,50.36094,61.23637,9.278925,19.63534,18.35033,17.12553,16.58247,16.27577,16.16265
350938,QSO,1.285683,2.561098,3.245248,0.8211396,1.16841,21.65031,21.90232,21.56489,21.14965,20.80615
333527,QSO,1.88727,44.32714,45.27672,20.2169,25.44003,18.83466,18.61775,18.52415,18.27278,18.33668
1426823,GALAXY,0.648373,5.39985,8.965175,-0.1479636,0.2481016,26.18613,23.34787,21.17616,19.94575,19.49072
858849,STAR,-4.79459e-05,135.8089,141.8927,27.57095,64.69602,19.07865,17.9097,17.58715,17.54293,17.42142
283185,QSO,2.115162,4.506315,7.266629,4.015443,3.571492,21.92637,21.19239,21.00119,20.85612,20.41361
1136643,GALAXY,0.5543107,7.714268,12.84021,-0.05945473,0.5717883,24.66965,22.72272,21.00811,19.92256,19.20505
882922,STAR,0.0002324654,26.91191,27.66784,8.764883,15.94254,20.43871,19.41164,19.06299,18.86083,18.77903
1391391,GALAXY,0.4439318,7.722824,12.63911,-0.09172755,0.4524626,24.43639,22.53671,20.5545,19.7064,19.30929
957157,STAR,6.97844e-07,4.88917,4.75853,0.8692438,3.152898,22.30194,21.29029,20.73738,20.62582,20.24515
243173,QSO,1.608549,9.072688,9.514832,3.763229,5.147915,21.58056,21.21129,20.81946,20.42987,20.33761
649357,STAR,-2.12049e-06,15.06813,11.21413,24.93374,25.87649,18.9681,18.91356,19.24498,19.53177,19.94008
1477598,GALAXY,0.4215235,1.71425,2.474083,0.4079987,0.723681,21.19267,21.04367,20.84463,20.83116,20.62156
1002949,GALAXY,0.05782307,87.23773,114.4049,9.770435,25.00475,18.70102,16.9643,16.21486,15.79233,15.48453
304095,QSO,3.776818,6.558485,7.277087,0.09123261,1.38928,25.28274,21.34938,20.32584,20.2513,20.21828
